"Place","Name","Age","Distance","Club","Gender","Year"
56,"DEANNA SAND","22","3125","STAR","F","1998"
57,"COURTN HARRINGTON","20","3050","DAM","F","1998"
57,"CLAUDIA A FUNARI","24","3050","DAM","F","1998"
59,"JUST GONZALEZ-OHTA","20","2970","UNAT","F","1998"
60,"CATHY STOCKTON","21","2860","DAM","F","1998"
61,"ANNE SCHLOSSER","22","2850","DAM","F","1998"
62,"TERESA BERRY","24","2100","IN","F","1998"
63,"JOCELYN SMELTZER","24","1865","DAM","F","1998"
1,"WENDY KNOX","26","5185","WILD","F","1998"
1,"LESLIE RAMSEY","25","5185","WILD","F","1998"
3,"JANE K CAIRNS","27","5175","OSB","F","1998"
4,"NANCY NORTH","29","4910","SDSM","F","1998"
5,"ANN B HILL","28","4775","CRAW","F","1998"
6,"KATRINA K CARSON","25","4760","OSB","F","1998"
7,"JEAN C KELLACHAN","26","4725","WPMS","F","1998"
8,"KATIE KELLY","28","4700","TAM","F","1998"
9,"BEVERLY L ENOCHS","26","4695","NVAQ","F","1998"
10,"GENEVE HENDRICKS","29","4625","WPMS","F","1998"
11,"CYNTHIA J HERTZER","28","4615","CRUZ","F","1998"
12,"CATHERINE FRANCIS","25","4575","EMP","F","1998"
13,"HEATHER HAGEMAN","27","4570","NCMS","F","1998"
14,"JENNIFER B ORAKER","27","4560","NEM","F","1998"
15,"LACEY STRICKLAND","27","4535","EMP","F","1998"
16,"STEPHANIE WREIDE","27","4520","NEM","F","1998"
17,"JENNI CLARK-COLFER","26","4510","DAM","F","1998"
18,"ANGIE SHOCK","27","4485","GCMT","F","1998"
19,"MICHELLE CHOW","29","4475","EMP","F","1998"
20,"CHRISTINE M TOBIA","26","4430","DAM","F","1998"
21,"CAROLYN REUTER","25","4325","WPMS","F","1998"
22,"AMY TOMPKINS","26","4320","NIAG","F","1998"
23,"LYNNE BIR","26","4295","GRIN","F","1998"
24,"CAROL L PRESCOTT","28","4290","NEM","F","1998"
25,"AMY W MCCONNELL","26","4275","EMP","F","1998"
26,"JANE R SAMUELS","28","4265","DAM","F","1998"
27,"STACY LOMMAN","27","4250","EMP","F","1998"
28,"CAREN L MACLEAN","26","4235","GCMT","F","1998"
29,"HEATHER R LUGASSY","27","4230","TAM","F","1998"
30,"MERYEM TANGOREN","26","4225","EMP","F","1998"
31,"DEBBIE M SCHULTZ","29","4190","RHMS","F","1998"
32,"SHANNON ASHBY","26","4185","GRIN","F","1998"
33,"LISA NEIDRAUER","25","4180","EMP","F","1998"
34,"JENNIFER LEIBFRIED","26","4165","DCM","F","1998"
35,"TRACY KNORR","28","4150","DAM","F","1998"
36,"KAREN M NEYER","25","4130","EMP","F","1998"
37,"SANDRA L LEHR","27","4110","IM","F","1998"
38,"JAN HOWELL","40","4090","WILD","F","1998"
39,"EMILY A MUSGRAVE","26","4000","SPM","F","1998"
40,"EMI ANDRADA-BROWN","29","3965","DAM","F","1998"
40,"CATHI WEBBER","28","3965","GRIN","F","1998"
42,"RACHEL J HERR","25","3945","MARY","F","1998"
43,"CAREY E KRAUSE","26","3925","EMP","F","1998"
44,"DARCEY HOSTETLER","25","3890","DAM","F","1998"
45,"JILL GENELZA","29","3880","SMMM","F","1998"
45,"M SAMONEK-POTTER","25","3880","DAM","F","1998"
47,"CAITLYN A RAMSEY","29","3815","NIAG","F","1998"
48,"HEATHER HEDRICK","25","3790","GRIN","F","1998"
49,"JENNIFER R BLAKE","29","3785","DAM","F","1998"
50,"ROBYN E BATTAGLIA","28","3765","LAM","F","1998"
51,"PATRICIA A GEIGER","26","3745","SPM","F","1998"
52,"ERIKA M KEGEL","25","3725","DAM","F","1998"
53,"JESSICA G BERGER","26","3700","NEM","F","1998"
54,"ERICA FLEISHMAN","26","3640","SNM","F","1998"
55,"IMKE GOEDECKE","29","3635","DAM","F","1998"
56,"LAURA M ALBEE","28","3600","SWIM","F","1998"
57,"JACQUI GERBRACHT","25","3590","SANR","F","1998"
58,"ANDREA L GOLDMAN","27","3425","EMP","F","1998"
59,"SARAH CASEY","26","3395","EMP","F","1998"
60,"DAWN M TOUT","25","3385","ECM","F","1998"
61,"AMY E KIRCHNER","26","3375","GRIN","F","1998"
62,"RUTH E PERRY","28","3300","GCMT","F","1998"
63,"KRISTA L SCHENDEL","25","3295","DAM","F","1998"
64,"LISA J HUTCHINGS","29","3280","NIAG","F","1998"
65,"HANNAH D CALDWELL","25","3250","NEM","F","1998"
66,"ALEXANDRA S NESS","27","3175","EMP","F","1998"
67,"DANIELLE WIDEMANN","27","3165","DAM","F","1998"
68,"JANEL WILLETTE","29","3150","CONN","F","1998"
69,"CARRIE K COIT","27","3125","DAM","F","1998"
70,"GINGER K CRAIG","26","3035","NCMS","F","1998"
71,"GENA DAUGHERTY","26","3025","GRIN","F","1998"
72,"CARA L FIELD","28","2970","DAM","F","1998"
73,"MARY PIECZKO","26","2925","GRIN","F","1998"
74,"LISA FAHEY","27","2915","EMP","F","1998"
75,"JULIE A MUNOZ","27","2865","DAM","F","1998"
76,"AMY J HANSEN","29","2840","DAM","F","1998"
77,"MEIKA SILVA","26","2825","SMMM","F","1998"
78,"MARY KOSKOVICH","27","1745","SMMM","F","1998"
1,"MARTIE MCKINNEY","32","5250","STAN","F","1998"
2,"CHRISTI CHICHESTER","34","5015","STAN","F","1998"
3,"KERRY N HALSTED","34","4980","DAM","F","1998"
4,"GILLIAN E FUCIGNA","30","4915","NEM","F","1998"
5,"JANE WORDEN","34","4840","STAN","F","1998"
6,"KAREN A SADLER","34","4830","BRAT","F","1998"
7,"T CHILDRESS-BROWN","33","4805","GRIN","F","1998"
8,"BECKY E HELLER","33","4785","IM","F","1998"
9,"MAUREEN CHALMERS","31","4770","CRUZ","F","1998"
10,"MELISSA KERKER","32","4715","GRIN","F","1998"
11,"BETH BIMBRICH","33","4645","GCMT","F","1998"
12,"ANNE WELAGE","31","4625","GRIN","F","1998"
13,"PAULA J POLLARD","34","4605","ARIZ","F","1998"
13,"LORI T TERLOUW","33","4605","ARKM","F","1998"
15,"JUDY SHERIDAN","34","4580","BLS","F","1998"
16,"ANDREA L SCHOLZ","32","4550","GSM","F","1998"
17,"TRACY PECK","31","4545","GCMT","F","1998"
18,"CYNTHIA J WYELS","33","4535","DUST","F","1998"
18,"SACHI SAWAMURA","31","4535","GRIN","F","1998"
20,"CARY C MAZZONE","34","4510","NEM","F","1998"
21,"JULIE L WALSH","31","4505","EMP","F","1998"
22,"ELIZABETH W DIETZ","31","4500","PRO","F","1998"
23,"NANCY STERN","32","4495","SMMM","F","1998"
24,"JENNIFRE P FERREE","33","4465","MESC","F","1998"
25,"WENDY S GULLEY","32","4460","NEM","F","1998"
26,"TORY VALENTINE","30","4425","TOC","F","1998"
26,"ANDRIENNE SEAL","32","4425","SWIM","F","1998"
28,"LYNNE M LAWSON","30","4420","NEM","F","1998"
29,"KAREN H BAERWALDT","34","4360","ALMA","F","1998"
29,"KAREN E LATHAM","30","4360","NEM","F","1998"
31,"REBECCA HELM","31","4350","GRIN","F","1998"
32,"KATHLEEN C HYNES","32","4345","EMP","F","1998"
33,"KATHERINE B JOYE","34","4300","DAM","F","1998"
34,"KIM A WALDEN","33","4275","NEM","F","1998"
34,"KRIS UPSHAW","30","4275","GRIN","F","1998"
36,"MARY MAKLEY","31","4235","NEM","F","1998"
37,"ALISON P HOWARD","31","4225","SCAM","F","1998"
38,"ROBERTA J BERNET","31","4200","EMP","F","1998"
38,"TANYA WANGLER","31","4200","PLAM","F","1998"
40,"MARTHA F HOOPES","32","4175","DAM","F","1998"
40,"CHERYL MEHRINGER","30","4175","GRIN","F","1998"
40,"ANNE TILLEY","32","4175","NEM","F","1998"
43,"KATHLEEN T KENNY","33","4150","EMP","F","1998"
43,"KAREN W HALFORD","31","4150","SPCO","F","1998"
45,"ELIZABETH BISHAY","34","4145","DAM","F","1998"
46,"KRISTIN M WEBSTER","34","4125","LAM","F","1998"
46,"KAREN M ZAPATA","30","4125","SFRP","F","1998"
48,"NICOLE TATE","34","4120","GRIN","F","1998"
49,"JILL A LEMORE","31","4110","EMP","F","1998"
50,"AMEY B LARMORE","33","4100","IM","F","1998"
51,"MAURA O'GRADY","34","4095","CONN","F","1998"
52,"EMILY KUCERA","32","4065","GRIN","F","1998"
53,"FAITH E BELL","34","4055","ECM","F","1998"
54,"JENNIFER A PHALEN","33","4050","SCAM","F","1998"
54,"JANET L STARK","31","4050","UCLA","F","1998"
56,"STEPHANIE A KOOP","34","4040","DAM","F","1998"
57,"JANET M KAEHMS","32","4035","SANR","F","1998"
57,"REBECCA JACKMAN","34","4035","HSAM","F","1998"
59,"MARY ANN RENVILLE","30","4025","SANR","F","1998"
60,"SIAN NIMKOFF","33","4010","CONN","F","1998"
61,"MARY E SAROTTE","30","4000","NEM","F","1998"
61,"JENNIFER LUNDMARK","31","4000","DAM","F","1998"
63,"ANDREA GHEZ","32","3975","UCLA","F","1998"
64,"THERESA NIEMI","34","3950","MICH","F","1998"
65,"VIRGINI SOMMA GUIDO","33","3925","EMP","F","1998"
66,"CHRISTINE HEUSNER","30","3910","DAM","F","1998"
67,"NESSA HAWKINS","33","3900","DUST","F","1998"
67,"LISA CONGDON","30","3900","SFRP","F","1998"
67,"KELLY A WALSH","31","3900","MVM","F","1998"
70,"ARLENE W HEUSER","31","3895","SPCO","F","1998"
71,"JULIE E VERESS","32","3870","DAM","F","1998"
72,"SOPHIE ROW","30","3865","NEM","F","1998"
72,"DIANE M ROBITAILLE","32","3865","NEM","F","1998"
74,"SUSAN BIGLER BEGIN","30","3850","UCLA","F","1998"
74,"SARAH G SMITH","33","3850","NEM","F","1998"
76,"KIMBERLY SMITH","33","3835","UTAH","F","1998"
77,"LYNDA C YANCHER","34","3775","DAM","F","1998"
77,"MARGOT STRICKLER","34","3775","NCMS","F","1998"
77,"MICHELLE CHILDRESS","31","3775","GRIN","F","1998"
80,"LAURA A STIVERS","32","3765","SCAM","F","1998"
81,"TANYA FREDERICKS","31","3730","TAM","F","1998"
82,"KIM A BUCK","30","3700","SANR","F","1998"
83,"HEIDI J TROUTNER","34","3680","DAM","F","1998"
84,"MINDI L BRENNER","33","3675","CVM","F","1998"
85,"BIRGIT PUSCHNER","30","3650","DAM","F","1998"
85,"LORI ANN HUFF","33","3650","GCMT","F","1998"
87,"NAN MIN","32","3630","EMP","F","1998"
88,"KENDRA PROVINCE","32","3625","SWIM","F","1998"
89,"AMY FARMER","33","3585","GRIN","F","1998"
90,"KARIN M PAPES","33","3525","WPMS","F","1998"
91,"LEAH R TURNER","30","3465","LAM","F","1998"
92,"ANTOINETTE MARSH","32","3435","DAM","F","1998"
93,"CATHERINE SHANNON","34","3430","SFRP","F","1998"
94,"KELLY C RIGGLE","32","3415","H2O","F","1998"
95,"JANET S SILVERMAN","32","3405","EMP","F","1998"
96,"REGINA RUSS","34","3380","RHMS","F","1998"
97,"LEANNA M SWEHA","33","3360","DAM","F","1998"
97,"JANA J SLEZAK","32","3360","NEM","F","1998"
99,"HEATHER A DUTTON","31","3320","SFRP","F","1998"
99,"LAUREN M HARDMAN","32","3320","SPCO","F","1998"
101,"EUNICE C JORDAN","34","3310","EMP","F","1998"
102,"SHARON MCGOFF","34","3290","GRIN","F","1998"
103,"DIANE E MCELHERN","31","3225","DAM","F","1998"
104,"LAURIE L STERN","30","3130","UCLA","F","1998"
105,"NORMA N BRAMES","33","3115","NCMS","F","1998"
106,"KERRI S MORRIS","32","3100","CONN","F","1998"
107,"ANGLEA TRABA","32","3035","UCLA","F","1998"
108,"DEBORAH HAVNER","30","3030","UNAT","F","1998"
109,"JILL V SPANGENBERG","30","3000","DAM","F","1998"
110,"KELLY MCDERMOTT","33","2890","EMP","F","1998"
111,"ELLEN C HOPMANS","31","2880","DAM","F","1998"
112,"DOROTH PANAYOTOU","31","2730","DAM","F","1998"
113,"ELLEN M ANDERSON","34","2650","DAM","F","1998"
114,"BARBARA L LOHMAN","33","2625","DAM","F","1998"
115,"MICHELLE B NORVELL","34","2300","MEND","F","1998"
116,"JULIE F VOLPE","34","2050","SPM","F","1998"
117,"TERES ORTENBURGER","32","1850","DAM","F","1998"
1,"KARLY PIPES-NEILSEN","35","5375","UNAT","F","1998"
2,"ROBYNN MASTERS","38","5200","UTAH","F","1998"
3,"SUZANN HEIM-BOWEN","39","5140","TERA","F","1998"
4,"MARGUERITE MEYER","38","5025","TOC","F","1998"
5,"ANN MOTEKAITIS","36","4850","DAM","F","1998"
5,"ROBIN Z KLESTINEC","36","4850","GAJA","F","1998"
7,"HOLLY S NYBO","35","4805","STAN","F","1998"
8,"GREG BEYERL","39","4785","GRIN","F","1998"
9,"MARIE-HELE CHARLAP","37","4760","EMP","F","1998"
9,"WENDY B PRATT","37","4740","DAM","F","1998"
11,"ANDREA D NAUTA","38","4735","SPM","F","1998"
12,"HEIDI L CHRISTENSEN","39","4710","DUST","F","1998"
13,"SHARON L BLAHA","37","4685","DAM","F","1998"
14,"JULIANN NIEVERGELT","37","4665","NEM","F","1998"
15,"AMY J RIEGER","36","4620","DAM","F","1998"
16,"ELLEN MORATTI","39","4590","DAM","F","1998"
17,"MARY ELLEN ANDERS","37","4585","SDSM","F","1998"
18,"LISA A FLANAGAN","35","4530","SPM","F","1998"
19,"KITTY TETREAULT","36","4520","NEM","F","1998"
20,"NANCY C WRIGHT","36","4515","DAM","F","1998"
21,"MARGARET S LLOYD","36","4510","STAN","F","1998"
22,"KAREN J SMYERS","36","4485","NEM","F","1998"
22,"ABIGAIL FALK","36","4485","EMP","F","1998"
22,"ANN M HEMINGTON","35","4485","CRUZ","F","1998"
25,"AMY B GROSSMAN","36","4475","GAJA","F","1998"
26,"EILEEN FAGAN","36","4470","EMP","F","1998"
27,"JULIE A LANGSTON","35","4465","DAM","F","1998"
28,"ANNETTE S NASR","37","4450","STAN","F","1998"
29,"BONNIE BILICH","39","4425","SANR","F","1998"
29,"MAG L BOWEN","39","4425","GCMT","F","1998"
31,"SARAH CREWS","36","4375","IM","F","1998"
31,"EILEEN A WALL","39","4375","STAN","F","1998"
33,"ANIETTA R TICE","36","4335","DAM","F","1998"
34,"LINDA S BINGLER","39","4330","SQM","F","1998"
35,"CATHERINE FRYE","36","4295","LAM","F","1998"
35,"KIM A RATCLIFFE","36","4295","NEM","F","1998"
37,"MELISSA DIPPLE","37","4250","SPM","F","1998"
38,"HOLLY A MESSITT","31","4240","EMP","F","1998"
39,"JOAN C BUEHLER","35","4225","1776","F","1998"
40,"ELIZ MACBRIDE-MACK","38","4205","NEM","F","1998"
41,"SHARON K COLLINGE","35","4200","DAM","F","1998"
42,"HEIKE A MANSOOR","35","4190","DAM","F","1998"
43,"C LYNNE ANDERSON","38","4180","SLOM","F","1998"
44,"CYNTHI (CINI) BROWN","36","4150","DAM","F","1998"
44,"YVONNE GUTIERREZ","35","4150","NEM","F","1998"
44,"PAUL MEYER GOEDDE","39","4150","GRIN","F","1998"
44,"JANE F ZOUFALY","39","4150","NEM","F","1998"
48,"KRISTINE L HARVEY","39","4145","DAM","F","1998"
49,"LAURA S WRIGHT","39","4140","GCMT","F","1998"
50,"MAUD E ORLANDO","35","4125","SPM","F","1998"
51,"LAURA I EATON","38","4120","STAN","F","1998"
52,"MARTHA O JOYCE","37","4105","TAM","F","1998"
53,"JANET L FAWL","38","4100","DAM","F","1998"
54,"PAMELA A BLAIKE","35","4095","EMP","F","1998"
55,"BERNADET OCONNOR","39","4045","EMP","F","1998"
56,"KRISTINE E BUCKLEY","37","4040","TAM","F","1998"
56,"JESSICA JAKOBI","39","4040","TAM","F","1998"
58,"SON CHILDRESS-HOEK","36","4035","GRIN","F","1998"
59,"CAROL A MCCAIG","35","4000","PRO","F","1998"
60,"PAMELA C RONALD","36","3990","DAM","F","1998"
61,"CATHY SCHUSTER","39","3970","GRIN","F","1998"
62,"CHERYL ATCHLEY","36","3965","GRIN","F","1998"
63,"KRISTY FAURE","38","3950","SANR","F","1998"
63,"RAE ELLEN DONOVAN","36","3950","GSM","F","1998"
63,"KAREN LODGE","37","3950","GRIN","F","1998"
66,"SALLIE A OLSTEIN","38","3945","SPM","F","1998"
67,"STACEY MANDSCHEIN","38","3935",NA,"F","1998"
68,"JEAN R PEDERSEN","38","3920","GSM","F","1998"
69,"NANCY J HORMANN","38","3915","GRIN","F","1998"
70,"ELLYN STERLING","38","3885","GNOM","F","1998"
71,"EILEEN G SHARKEY","36","3875","GSM","F","1998"
72,"BARBARA H RECTOR","38","3865","ORM","F","1998"
73,"CAROL S CRUZAN","35","3845","ORM","F","1998"
74,"CAROLYN J THOMAS","35","3840","DAM","F","1998"
75,"KELLEY CULLENBERG","36","3825","MESC","F","1998"
76,"CHRISTINE WILLIAMS","39","3815","LAM","F","1998"
77,"ANNE CHILDS","35","3800","NEM","F","1998"
77,"PATRICIA J NARDOZZI","38","3800","SPM","F","1998"
79,"TINA C TALBOT","36","3775","SANR","F","1998"
80,"PATRICIA L TWETEN","35","3760","TAM","F","1998"
81,"MERRILL HILF","37","3750","1776","F","1998"
82,"LINDA M CASILLAS","35","3730","DAM","F","1998"
83,"SUZANNE VAN CLEVE","35","3690","SANR","F","1998"
84,"HEIDI HAGLER","38","3685","SMMM","F","1998"
85,"SARA L MCKINLEY","38","3675","SANR","F","1998"
86,"LIZ HANES","38","3655","GRIN","F","1998"
87,"JANETTE BROWN","39","3650","GNOM","F","1998"
87,"JOAN PENDLETON","38","3650","SPM","F","1998"
89,"ELIZABETH H SPIEGEL","35","3625","EMP","F","1998"
90,"LAURIE M PERRY","39","3610","DAM","F","1998"
91,"JANET K RENNER","36","3605","MMSC","F","1998"
92,"DIANE W SIDNER","37","3575","GRIN","F","1998"
93,"KATHY R BROWN","38","3490","DAM","F","1998"
93,"JONI VANDERBILT","36","3490","NEM","F","1998"
95,"LUCYANN L ZELLER","35","3455","NEM","F","1998"
96,"PAULA VANZANT","38","3450","BLS","F","1998"
96,"BAR MOORE BARNETT","37","3450","NOVA","F","1998"
98,"HEIDI H BALL","39","3420","DAM","F","1998"
99,"KATHY COOPER","38","3415","H2O","F","1998"
100,"RITA J CALDON","38","3390","CONN","F","1998"
101,"LIZA DICKEN","35","3385","WILD","F","1998"
102,"AIDA C PATTERSON","36","3375","SANR","F","1998"
103,"SARAH J CHANEY","39","3345","DAM","F","1998"
104,"JOYCE S MUZZEY","38","3290","NEM","F","1998"
105,"CHERYL S MILLS","37","3280","NIAG","F","1998"
106,"JEAN A LAMMING","38","3250","DAM","F","1998"
106,"HOLLY L DAY","35","3250","GRIN","F","1998"
108,"SHERON JOHNSTON","38","3240","UCLA","F","1998"
109,"SUSAN MOWERY","39","3200","GRIN","F","1998"
110,"CHRISTINE M NOLL","38","3155","IM","F","1998"
111,"COLLEEN H ROBBINS","39","3100","JYMS","F","1998"
112,"LAURIE H OLEKSA","36","3075","MICH","F","1998"
113,"BONNIE VARNEY","37","3050","NEM","F","1998"
114,"JEAN O AFZALI","37","3045","NEM","F","1998"
115,"JOAN A ROCHE","36","3025","EMP","F","1998"
116,"LINDA K SCHROEDER","37","3000","DAM","F","1998"
117,"MA (MITZI) ZWIERLEIN","37","2990","SMMM","F","1998"
118,"MADELEINE T DALE","38","2915","EMP","F","1998"
119,"LINDA A STOEHR","36","2875","WPMS","F","1998"
120,"ROBIN J BAKER","38","2870","STAN","F","1998"
121,"KIM C MILLER","37","2800","SWIM","F","1998"
122,"TARA L GILLETTE","39","2775","MICH","F","1998"
123,"JILL A SHANNON","38","2760","DAM","F","1998"
124,"MANUELA NOSKE","35","2750","DAM","F","1998"
125,"CATHERINE T MOORE","36","2730","SCAQ","F","1998"
126,"MAGGIE CUDDY","37","2600","CONN","F","1998"
127,"SUE A MOUCHA","39","2515","BLUE","F","1998"
128,"PAULINE MOSSIEWICZ","39","2225","EMP","F","1998"
129,"LINDA J HARRIS","38","2165","DAM","F","1998"
130,"BOBBI BUCHANAN","37","1940","ARKM","F","1998"
1,"WANDA H BROWN","40","4805","BRAT","F","1998"
2,"MEG MAY","40","4700","GOLD","F","1998"
3,"CARHY CARR WEST","43","4675","DAM","F","1998"
4,"JUDY A HELLER","42","4650","STAN","F","1998"
5,"PHYLLIS E QUINN","42","4635","TOC","F","1998"
6,"MARY ANN STEVENS","44","4590","GRIN","F","1998"
7,"KARLENE F WISE","44","4550","TTEX","F","1998"
8,"TRACY L GRILLI","40","4535","NEM","F","1998"
9,"CATHY SCHULBACH","44","4475","LAM","F","1998"
10,"LINDA LOCKLIN","44","4465","CRUZ","F","1998"
11,"SUSAN M RITTER","40","4450","GCMT","F","1998"
12,"JUDY W BRACKEN","40","4375","SANR","F","1998"
13,"LINDA S BINGLER","40","4370","SQM","F","1998"
14,"DEBBIE R WILSON","43","4365","PEAK","F","1998"
15,"ANN D SLAVIN","43","4350","DAM","F","1998"
16,"JULI VICTORIAN-CHOW","44","4335","LOM","F","1998"
17,"MARTHA SEAVER","42","4330","LAM","F","1998"
18,"DIANE T HEINSON","42","4310","SANR","F","1998"
19,"BARBARA WAGANAAR","42","4285","SPCO","F","1998"
19,"MIRA C DABROWSKI","40","4285","LAM","F","1998"
21,"JO ANN HARRELSON","42","4280","SPM","F","1998"
21,"KARLA NISLEY-BLACK","42","4280","NEM","F","1998"
23,"LIZ A APPLEGATE","41","4275","DAM","F","1998"
23,"STEPHANIE KESSLER","40","4275","EMP","F","1998"
25,"CINDI BURROWS","40","4270","CVM","F","1998"
26,"CAROLYN S STROEBE","43","4245","SCAM","F","1998"
27,"JOAN GAMSO","40","4235","SWIM","F","1998"
28,"CHRISTIE CIRAULO","44","4205","UCLA","F","1998"
29,"NANCY JOHNSTON","42","4190","NEM","F","1998"
30,"KAREN A GOLDMAN","43","4180","TAM","F","1998"
30,"BEVERLY O AMICK","43","4180","NCMS","F","1998"
32,"JENNIFER A LUKER","41","4175","NEM","F","1998"
33,"WENDY A JOHNSON","42","4125","LAM","F","1998"
34,"GAYLE WETTACH","40","4110","NEM","F","1998"
35,"LAURIE D COTTER","42","4095","EMP","F","1998"
35,"GAIL S KOLBE","44","4095","SWIM","F","1998"
37,"KATHY L HARRIS","42","4085","NEM","F","1998"
38,"S WILKINSON-MEGAW","44","4075","UNAT","F","1998"
38,"NANCY J SURDOVAL","44","4075","WPMS","F","1998"
38,"DENISE A MARTIN","40","4075","MICH","F","1998"
41,"AMY M SCLARSKY","40","4030","1776","F","1998"
42,"PATRICIA S ROBISON","42","4025","EMP","F","1998"
43,"WENDY M WOLF","44","4020","EMP","F","1998"
44,"ANNE C CLAMAN","40","4005","TAM","F","1998"
45,"ANN S SPARREY","42","4000","SANR","F","1998"
45,"PATTY L HARRIS","42","4000","STAN","F","1998"
45,"LISA L WATSON","43","4000","GAJA","F","1998"
48,"JANE E HIGGINS","43","3950","DAM","F","1998"
48,"CHER GETTELFINGER","40","3950","GRIN","F","1998"
48,"NANCY MACFARLANE","43","3950","MICH","F","1998"
51,"JILL JOHNSON","40","3925","EMP","F","1998"
52,"TERESA M OWEN","40","3920","TAM","F","1998"
53,"MARGARET M MEEHAN","40","3890","EMP","F","1998"
54,"MANDY SHUMAKER","42","3875","GCMT","F","1998"
55,"PATRICIA A SARGEANT","44","3870","SPCO","F","1998"
56,"NANCY J BIGELOW","44","3850","NEM","F","1998"
57,"MARNELLE GLEASON","44","3845","DAM","F","1998"
58,"EDNA W MOORE","43","3840","DUST","F","1998"
59,"JEAN ANDREWS","40","3805","IRCC","F","1998"
60,"LINDA H ISNER","43","3800","NEM","F","1998"
61,"REGINA M RUSSO","42","3750","WPMS","F","1998"
62,"MARY R SANSBURY","44","3745","NCMS","F","1998"
64,"SUZANNE S MYETTE","40","3725","NIAG","F","1998"
65,"KATHY BERGER","43","3720","GRIN","F","1998"
66,"GLENNA J RYAN","42","3700","NEM","F","1998"
67,"BARBARAA VOHRYZEK","40","3685","DAM","F","1998"
68,"MARCIA J MISIORSKI","40","3670","NEM","F","1998"
69,"GINNY JACKSON","40","3650","NEM","F","1998"
70,"PEGGY H MCDONNELL","42","3645","IRCC","F","1998"
71,"SUSAN A BOWMAN","42","3635","EMP","F","1998"
71,"RORY BARISH","41","3635","UCLA","F","1998"
73,"MEG SMATH","41","3625","WILD","F","1998"
74,"ANN Y MCDERMOTT","43","3600","NEM","F","1998"
75,"JEANNE MILLER","43","3590","MINN","F","1998"
76,"VALERIE GREENOUGH","40","3580","DAM","F","1998"
