"Place","Name","Age","Distance","Club","Gender","Year"
76,"SANDIE A GARCIA","40","3580","TERA","F","1998"
78,"LEE GREGG","41","3575","LOM","F","1998"
78,"KAREN R SCHELEGLE","43","3575","DAM","F","1998"
80,"LAUREL A KING","42","3570","DAM","F","1998"
81,"KAREN JANSEN","42","3550","LOM","F","1998"
81,"GAIL T BUCKLEY","41","3550","ALMA","F","1998"
83,"SUSAN M MURRAY","41","3535","EMP","F","1998"
84,"ANN ROSSI","41","3525","LOM","F","1998"
85,"LIANA HOPKINS","44","3500","WPMS","F","1998"
85,"MARTHA M GAINES","42","3500","IRCC","F","1998"
87,"TINA ALLEN","42","3495","ORM","F","1998"
88,"NANCY JO MULRY","44","3440","UNAT","F","1998"
89,"JANICE KREGOR","41","3415","WILD","F","1998"
90,"CINDY A MCCAFFREY","43","3410","GSM","F","1998"
91,"DEBORAH S SATER","44","3400","SANR","F","1998"
91,"ANNE Y ZORICH","42","3400","PRO","F","1998"
93,"NOREEN S WILLIAMS","42","3385","SPCO","F","1998"
94,"GAIL W FEENSTRA","41","3375","DAM","F","1998"
95,"AMY PERRIN","41","3370","GRIN","F","1998"
96,"SUSAN L SULLIVAN","40","3360","INWM","F","1998"
97,"JULIE STOUT","40","3350","GRIN","F","1998"
98,"KAREN L GALBREATH","40","3345","DAM","F","1998"
99,"WENDY L COHEN","41","3340","DAM","F","1998"
100,"BETH T PROUDFOOT","40","3330","ALMA","F","1998"
101,"ALLISON D ALCALAY","43","3325","DAM","F","1998"
102,"JEANIE M HOFMANN","40","3300","MINN","F","1998"
103,"KELLY H SHERWOOD","44","3290","NEM","F","1998"
104,"NANCY S KIERNAN","43","3285","SPM","F","1998"
105,"PEGGY COOK","42","3275","GRIN","F","1998"
106,"LISA SPRINGER","41","3260","EMP","F","1998"
107,"JANAY GRIFFIN","40","3250","FOG","F","1998"
108,"MARY L CARTER","43","3235","EMP","F","1998"
108,"ANDREA C IVAN","43","3235","LAM","F","1998"
110,"THERESE L LENGEL","40","3230","MICH","F","1998"
111,"MICHELE FONTAINE","42","3210","EMP","F","1998"
112,"MARTY K PASQUALI","44","3200","NEM","F","1998"
113,"LUZ CHAMBERS","41","3185","LOM","F","1998"
113,"DIANE M BARRETT","41","3185","DAM","F","1998"
115,"JOAN SMITH","44","3180","CRUZ","F","1998"
115,"NANCY J LITTLEFIELD","44","3180","SMMM","F","1998"
117,"MARY T BURKE","43","3165","DAM","F","1998"
118,"SUSAN LASICH","40","3135","GRIN","F","1998"
119,"WENDY T YODER","41","3110","DAM","F","1998"
120,"DEBBIE J LEVENS","44","3100","NEM","F","1998"
121,"SANDY WOODCOCK","41","3080","NEM","F","1998"
122,"MARY JASEK","43","3075","LOM","F","1998"
123,"LIESE L SCHADT","40","3045","DAM","F","1998"
124,"JANE HOOK","43","3000","TAM","F","1998"
125,"LESLIE A CLAWSON","42","2980","DAM","F","1998"
126,"MARY H SMITH","44","2940","MICH","F","1998"
127,"JEAN S RISSMAN","43","2870","DAM","F","1998"
128,"SHARON Y STRAUSS","42","2850","DAM","F","1998"
129,"SUSAN J GUSTIN","42","2835","SANR","F","1998"
130,"NANCY M STONE","43","2820","DAM","F","1998"
131,"MARY J KOBER","42","2785","STAN","F","1998"
132,"GAIL H CLARKE","44","2750","EMP","F","1998"
133,"MARILYN GREENBERG","41","2730","EMP","F","1998"
133,"JAMIE STEIN-MUZIA","43","2730","CONN","F","1998"
135,"MICHELLE L STEVENS","43","2710","DAM","F","1998"
136,"STEPHANI LACHTMAN","40","2675","LOM","F","1998"
137,"KIM COONTZ","43","2650","DAM","F","1998"
138,"ANN DAWSON","40","2625","NEM","F","1998"
138,"MONICA Y MEHIGAN","44","2625","NEM","F","1998"
139,"DONA J ROSE","42","2585","STAN","F","1998"
140,"MARINA OSHANA","40","2500","DAM","F","1998"
140,"MAREN BREITWIESER","43","2500","GRIN","F","1998"
142,"RAYLA-SUZAN HART","41","2385","ADMS","F","1998"
143,"PAULA R CARR","43","2375","ARKM","F","1998"
144,"KAREN J SPATZ","43","2000","DAM","F","1998"
1,"DANIELLE OGIER","45","4890","TOC","F","1998"
2,"BARBARA G DUNBAR","48","4775","SDSM","F","1998"
3,"HEIDI ERNST","45","4650","H2O","F","1998"
4,"SHIRLEY A LOFTUS","46","4620","VMST","F","1998"
5,"DIANNE GARCIA","46","4575","TAM","F","1998"
5,"DENISE M EVERITT","45","4575","NIAG","F","1998"
5,"PAM GEIGER","45","4375","SPM","F","1998"
8,"FRANCIN WILLIAMSON","49","4295","GAJA","F","1998"
9,"KATHERINE J CASEY","49","4210","PNA","F","1998"
9,"ANNE M PAGE","49","4210","SPM","F","1998"
11,"JOAN DIERCKS","49","4175","GRIN","F","1998"
12,"GWEN DEELY","48","4130","EMP","F","1998"
13,"LYNN M RHUE","46","4110","RMM","F","1998"
14,"REGINA BRITTINGHAM","46","4085","WCM","F","1998"
15,"CLARA E VALDES","46","4075","SWIM","F","1998"
16,"SUSAN MCDERMOTT","49","3935","CONN","F","1998"
17,"SUSAN FRANCIS","45","3900","GRIN","F","1998"
18,"JANICE B CAMPBELL","47","3875","MICH","F","1998"
19,"PAM O'NEILL","47","3800","NEM","F","1998"
19,"JOANIE MORGAN","47","3800","SBSM","F","1998"
21,"SUSAN L YEOMANS","49","3790","EMP","F","1998"
22,"CANDACE D LANG","47","3760","GAJA","F","1998"
23,"VICKI SERIANNI","46","3745","UCLA","F","1998"
24,"KAREN M TUKUA","47","3720","TERA","F","1998"
25,"MELANIE MOCIUN","45","3705","TAM","F","1998"
26,"DELIA G PEREZ","46","3670","1776","F","1998"
27,"MARGOT C MANN","48","3665","EMP","F","1998"
28,"SIBYL C BALDWIN","45","3645","TAM","F","1998"
29,"JILL WRIGHT","46","3625","SAWS","F","1998"
29,"LISA MARTIN","49","3625","EMP","F","1998"
31,"BARBARA PRESCOTT","47","3620","SPM","F","1998"
32,"HOLLY LAMBERT","46","3610","GRIN","F","1998"
33,"PUSSADEE BRALY","46","3575","DAM","F","1998"
34,"DIANE L DAVIS","47","3535","DAM","F","1998"
35,"J SOLLOM-BROTHERTON","46","3510","SANR","F","1998"
36,"JO-ANN H FINN","48","3505","NEM","F","1998"
37,"CONNIE S CAHILL","49","3445","GCMT","F","1998"
38,"NORA CRANS","46","3440","SANR","F","1998"
39,"ANN FULTON","47","3425","OREG","F","1998"
40,"TARA L DOLBEE","45","3400","MICH","F","1998"
41,"RAMONA BOHLANDER","48","3390","UNAT","F","1998"
42,"DALE FINCH","47","3380","SMMM","F","1998"
43,"ELETA A KLENE","48","3360","NEM","F","1998"
44,"LYRA HALPRIN","46","3340","DAM","F","1998"
45,"JENNIFER ENZMINGER","41","3320","SANR","F","1998"
46,"SUSAN G STANTON","45","3310","SANR","F","1998"
47,"JANE A MOORE","47","3285","PNA","F","1998"
48,"CHRISTINE BOUTROSS","49","3260","EMP","F","1998"
49,"JOANNE EDWARDS","46","3250","NVAQ","F","1998"
49,"AUDREY C NELSON","45","3250","DAM","F","1998"
51,"LEIGH M GEHRIG","45","3235","DAM","F","1998"
52,"NANCY D OTTUM","48","3180","DAM","F","1998"
53,"SUSAN S PALMER","47","3170","DAM","F","1998"
54,"KAREN SAUVIGNE","49","3160","EMP","F","1998"
55,"DONNA L ALEXANDER","49","3160","TAM","F","1998"
56,"MARGARET M BRITAIN","47","3155","ARKM","F","1998"
57,"SALLY COLVIN","45","3140","DAM","F","1998"
58,"SUE TRUMPEY","48","3100","GRIN","F","1998"
59,"TRACY ELTON","48","3090","WILD","F","1998"
60,"MARY J WILLIAMS","46","3050","DAM","F","1998"
60,"JEANINE E HARTNETT","47","3050","EMP","F","1998"
62,"SUE COSPER","49","3025","GRIN","F","1998"
63,"NICOLE BLEES","45","2980","MEND","F","1998"
64,"LINDA R KILLIAN","47","2975","WPMS","F","1998"
65,"ALEXANDRA H WOODS","46","2955","EMP","F","1998"
66,"MARIE H VELLUCCI","48","2940","EMP","F","1998"
67,"JUDY BROWN","47","2905","NET","F","1998"
68,"JILL CRANE","49","2840","IM","F","1998"
69,"HELEN MACFARLANE","49","2770","EMP","F","1998"
70,"ANGELA MACRAE","49","2760","BLS","F","1998"
71,"ELIZABETH BERKE","48","2750","NEM","F","1998"
72,"SUSAN ROCKAFELLOW","49","2710","GRIN","F","1998"
72,"CAROLYN SEDINGER","47","2710","GRIN","F","1998"
74,"SUSAN GOLDSTEIN","45","2625","PALM","F","1998"
75,"CASS SYLVIA","47","2565","DAM","F","1998"
76,"SUSAN M STOVER","46","2500","DAM","F","1998"
76,"DEBRA B PEARSON","46","2500","CAMS","F","1998"
78,"MARGO ZBORAY","47","2450","CONN","F","1998"
79,"JUDY A BERMAN","47","2445","DCM","F","1998"
80,"JUNE R RAJAN","47","2435","DAM","F","1998"
81,"LINDA NOWELL","49","2390","SANR","F","1998"
82,"BARBARA P TYTELL","46","2335","NEM","F","1998"
1,"SALLY A DILLON","51","4335","PNA","F","1998"
2,"MARCY F WOODROW","54","4285","LOM","F","1998"
3,"CAROLYN F BOAK","52","4210","LAM","F","1998"
4,"SHARON M WISE","51","4120","GRIN","F","1998"
5,"JUDY REED","53","3930","SANR","F","1998"
6,"MARY S SIBBERS","52","3830","SLAM","F","1998"
7,"ANN SVANSON","52","3825","DCM","F","1998"
8,"CORNELIA S LOVETTE","54","3775","LAM","F","1998"
9,"CAROL ANN CARROLL","52","3750","GCMT","F","1998"
10,"JENNIFER A PARKS","54","3735","MICH","F","1998"
11,"ELEVYN HAUSBERGER","53","3725","NEM","F","1998"
12,"KAY G TURNER","50","3720","NIAG","F","1998"
13,"FREDERICKA RAPP","53","3700","MICH","F","1998"
14,"LISA ORSELLI","50","3660","MEND","F","1998"
15,"WINIFRED S PRALL","50","3645","GAJA","F","1998"
16,"STEPHANIE I SCOTT","50","3560","WCM","F","1998"
16,"ANN B FREDETTE","52","3560","NEM","F","1998"
18,"BRENDA H JARMAKANI","50","3540","UCLA","F","1998"
19,"DIANA TUCKER","51","3535","CRAW","F","1998"
20,"DANIELA BARNEA","54","3505","STAN","F","1998"
21,"BARBARA H LARSEN","50","3450","GRIN","F","1998"
22,"ROSEMARY LILLIS","51","3440","EMP","F","1998"
23,"MARY ANN POHL","50","3405","MVM","F","1998"
24,"MARCIA M HILL","53","3395","EMP","F","1998"
25,"BARBARA I PAULSON","54","3390","DAM","F","1998"
26,"GLENDA G CARROLL","54","3365","TAM","F","1998"
27,"NANCY M FOSTER","52","3275","DAM","F","1998"
28,"CANDA CROSS-DREW","51","3270","DAM","F","1998"
29,"LESLI WESTERGAARD","54","3265","DAM","F","1998"
30,"KATHLEEN B SARG","54","3215","EMP","F","1998"
31,"TERRY L DAVISON","53","3210","DAM","F","1998"
32,"BETTE S ANDERSON","52","3200","STAN","F","1998"
33,"ARLENE A WEYMAN","53","3170","NIAG","F","1998"
34,"AMY V SEXSMITH","50","3125","NEM","F","1998"
35,"DIANE BRESEE","50","3115","EMP","F","1998"
36,"JAN MICHAELS","50","3100","SFRP","F","1998"
37,"JOELYN M HESLEP","54","3075","GAJA","F","1998"
38,"JEANE VALLANDIGHAM","51","3050","PNA","F","1998"
38,"JUTTA HOELLEIN","51","3050","GRIN","F","1998"
40,"SUZY BUTLER","50","3035","SDSM","F","1998"
41,"LINDA J MCHENRY","51","3000","DAM","F","1998"
42,"PENELOPE K KNAPP","54","2995","DAM","F","1998"
42,"MARY E CURRY","50","2995","EMP","F","1998"
44,"NOREEN B MAZELIS","53","2985","DAM","F","1998"
44,"INE WIJTVLIET","53","2985","EMP","F","1998"
46,"KATHLEEN A SHOTTS","52","2980","SMMM","F","1998"
47,"TONI HORTON","50","2960","DAM","F","1998"
48,"PATRICIA SAUNDERS","54","2950","EMP","F","1998"
48,"VIRGINIA PRESCOTT","54","2950","UNAT","F","1998"
50,"YOKO EICHEL","50","2950","SCAQ","F","1998"
51,"REBECCA HERRERO","54","2935","TAM","F","1998"
52,"JUDITH M CLARK","53","2905","DAM","F","1998"
53,"ANNE NOBLE","54","2875","DAM","F","1998"
54,"DARLENE A TUGGLE","51","2870","CATM","F","1998"
55,"CAROLYN BANDA","54","2850","SMMM","F","1998"
55,"SALLY M WOOD","53","2850","DAM","F","1998"
57,"JEANNE-MARIE OLMO","51","2835","DAM","F","1998"
58,"NANCY C SHAW","50","2775","ALMA","F","1998"
59,"JANE ODATO","52","2765","SWSM","F","1998"
60,"SUSAN MAYNE","52","2755","CONN","F","1998"
61,"CAROL HALL","50","2735","GRIN","F","1998"
62,"TERRY S ZISOWITZ","51","2545","EMP","F","1998"
63,"PAT WIEHE","53","2500","GRIN","F","1998"
63,"CAROLE S SOCKS","50","2500","DCM","F","1998"
65,"LASSIE G HAMMOCK","50","2105","DAM","F","1998"
66,"GAYLE BONDURANT","50","1500","DAM","F","1998"
66,"NICOLE BENZAKIN","52","2925","UCLA","F","1998"
1,"ELAINE BROMWICH","55","4180","SPM","F","1998"
2,"CAROL JEWELL","55","4020","UNAT","F","1998"
3,"BARBARA C FRID","55","4010","DCM","F","1998"
4,"MARY O ANDERSON","55","3965","MOVY","F","1998"
5,"SUSAN L MUNN","59","3950","DAM","F","1998"
6,"CLAIRE R O'BRIEN","58","3920","NEM","F","1998"
7,"JOANN LEILICH","59","3830","DCM","F","1998"
8,"JAYNE M LAMBKE","58","3770","SPM","F","1998"
9,"AAGJE A CARON","56","3750","NEM","F","1998"
10,"SUSAN W LIVINGTON","59","3650","NEM","F","1998"
11,"SANDRA G KINGDON","59","3585","NIAG","F","1998"
12,"SANDRA SWAN","56","3560","CONN","F","1998"
13,"BARBARA S GREEN","57","3360","SWSM","F","1998"
14,"HELEN GEOFFRION","59","3250","SCAQ","F","1998"
14,"VIRGINIA J JONSSON","55","3250","SMMM","F","1998"
16,"BETTY DUGAN","56","3245","DAM","F","1998"
17,"MARIAN FARNSWORTH","57","3240","ALMA","F","1998"
18,"ERIKA E SILVA","59","3200","AAM","F","1998"
19,"PATRICIA A DURHAM","59","3180","SMMM","F","1998"
20,"MARY LOU LEE","56","3150","SPM","F","1998"
21,"CARLITA M DURAND","59","3135","UNAT","F","1998"
22,"LORNA K BELDEN","57","3125","DAM","F","1998"
22,"ALICE C SEIDEL","56","3125","NEM","F","1998"
24,"ISABEL M LYNDON","57","3075","NEM","F","1998"
25,"ROSWITA D NORRIS","55","3050","DAM","F","1998"
26,"EMILY H TRUEBLOOD","55","3035","EMP","F","1998"
27,"JEANNINE E OLSON","58","3010","RINC","F","1998"
28,"CHRISTIE JONES","53","3000","MAM","F","1998"
29,"CYNTHIA KELLOGG","57","2950","DAM","F","1998"
30,"KAREN I HANNAM","57","2920","DCM","F","1998"
30,"SHARON B BLOUNT","57","2920","WILD","F","1998"
32,"BARBARA L DONNELLY","55","2890","SWSM","F","1998"
33,"MARY ANN BUXTON","55","2870","TAM","F","1998"
34,"LYNNE T DEVICTORIA","55","2855","SMMM","F","1998"
35,"ELLEN WATKINS","58","2810","DAM","F","1998"
36,"SUSAN W HALL","55","2720","DAM","F","1998"
37,"EDIE H SCHWARTZ","58","2690","DAM","F","1998"
38,"LORI S HENDERSON","57","2555","NEM","F","1998"
39,"JEWEL PAYNE","58","2550","DAM","F","1998"
40,"DOROTH BUCHHAGEN","55","2330","ANCM","F","1998"
41,"BARBARA KIN PINNEY","58","2300","GRIN","F","1998"
42,"MARGIE HUTINGER","58","2120","FMM","F","1998"
43,"ELLE JONES MORELL","55","1675","GRIN","F","1998"
1,"SUSAN BRADLEY-COX","60","3925","WILD","F","1998"
2,"BETSY JORDAN","60","3895","SDSM","F","1998"
3,"RONNIE KAMPHAUSEN","63","3785","CONN","F","1998"
4,"JEANNE LITTLE","60","3730","SDSM","F","1998"
5,"BARBARA M ZAREMSKI","60","3660","DCM","F","1998"
6,"ANN KAY","63","3640","RINC","F","1998"
7,"CLARINE C ANDERSON","62","3600","LAM","F","1998"
8,"JEAN C GARBUS","63","3515","SWIM","F","1998"
9,"KATE KNIGHT-PERRY","62","3475","SPM","F","1998"
10,"SUSAN L BOND","61","3125","MICH","F","1998"
11,"MARIAN AW COAKLEY","60","3100","NEM","F","1998"
12,"JANET O'GRADY","60","3080","CONN","F","1998"
13,"BARBARA LOVE","60","3060","EMP","F","1998"
13,"MARY L ALEXANDRE","62","3060","TAM","F","1998"
15,"MARTHA HENDERSON","61","3030","SPCO","F","1998"
16,"JACQUELYN G PIPER","60","3010","SPM","F","1998"
17,"DORIS C PROKOPI","62","2995","FMM","F","1998"
18,"JOYCE M HAWORTH","60","2980","DAM","F","1998"
19,"BARBARA A ALLEN","64","2925","SPM","F","1998"
20,"BARBARA L OSOFSHY","60","2885","GSM","F","1998"
21,"JUDY TILARO","62","2745","HSAM","F","1998"
22,"NANCY RABIN","60","2705","LMM","F","1998"
23,"PAT PETTERSEN","62","2700","NEM","F","1998"
24,"HENRIETTA BERNING","64","2690","IM","F","1998"
25,"JOANNE M BERVEN","62","2670","SANR","F","1998"
26,"ROBERTA RANSTROM","64","2400","DAM","F","1998"
27,"YOSHIE KYHOS","64","2295","DAM","F","1998"
1,"JOAN K CAMPBELL","67","3400","CATM","F","1998"
2,"BARBARA CALLISON","65","3380","RINC","F","1998"
3,"ALICE R LAWRENCE","67","3190","SWSM","F","1998"
4,"BARBARA R OWENS","68","3180","GNOM","F","1998"
5,"DOLLY HINCKLEY","67","3170","NIAG","F","1998"
6,"MARTY BARRY","65","3160","TAM","F","1998"
7,"MARY C TUSA","67","3150","SPCO","F","1998"
8,"ANN DALLAM","67","3115","SDSM","F","1998"
9,"MARY LOU MITCHELL","67","3035","SPM","F","1998"
10,"SYLVIA EISELE","68","3025","SWIM","F","1998"
11,"SYLVIA IDELSON","68","2285","ADMS","F","1998"
12,"GAYE JOHNSON","66","2940","SWSM","F","1998"
13,"DORTHEA SCRAK","67","2910","1776","F","1998"
14,"MABEL S WEIL","67","2840","EMP","F","1998"
15,"ANGIE SINACORE","67","2825","SPCO","F","1998"
16,"ANN MARTIN","68","2820","LMM","F","1998"
17,"PATRICIA PEREGRINE","68","2810","WMAC","F","1998"
18,"PHYLLIS GOODLAD","69","2750","UNAT","F","1998"
19,"ANN M LAMBERTSON","67","2565","SMMM","F","1998"
20,"BETTY GRIFFIN","66","2545","DCM","F","1998"
22,"LILLIAN J ETZEL","66","2520","SWSM","F","1998"
22,"JANE WRIGHT","65","2475","LOM","F","1998"
23,"PATTI GAY","68","2450","DAM","F","1998"
24,"BARBARA J GLANCY","65","2350","ANCM","F","1998"
25,"SUSAN W SAUM","66","2300","DAM","F","1998"
26,"JACKIE W YOST","69","2285","SPM","F","1998"
27,"PENNY KRONENGOLD","65","2250","EMP","F","1998"
28,"LUCY BROWN","67","2200","DCM","F","1998"
29,"MARY E BOAZ","69","2115","SPM","F","1998"
1,"CLARA L WALKER","71","3670","NEM","F","1998"
2,"LOIS KIVI NOCHMAN","73","3220","MICH","F","1998"
3,"PEGGY SANBORN","70","2935","OSB","F","1998"
4,"CLARA E SOTAK","73","2925","IM","F","1998"
5,"HEDY ESPOSITO","70","2815","EMP","F","1998"
6,"BETSY M AUSTEN","70","2625","MACO","F","1998"
7,"RUTHANNE LONG","72","2560","TAM","F","1998"
8,"ELINOR C WRIGHT","73","2545","NEM","F","1998"
9,"BARBARA H KNOX","73","2520","DAM","F","1998"
10,"MARIE H BROWN","73","2515","NEM","F","1998"
11,"MARJORIE R NEWMAN","74","2485","IRCC","F","1998"
12,"RUTH SADLER","71","2480","EMP","F","1998"
13,"OPAL EDDY","71","2430","NET","F","1998"
14,"LOYS L GREEN","71","2300","EMP","F","1998"
15,"GWYNNE L OLBRICH","62","2295","SWSM","F","1998"
16,"CORRINE F BRESSLER","72","2265","DAM","F","1998"
17,"JEAN G FRITZEN","73","2025","DAM","F","1998"
18,"MURIEL M DYKEMA","71","2020","GRIN","F","1998"
19,"MARY H CONE","74","2000","TAM","F","1998"
20,"SONIA HARRIS","70","1810","IM","F","1998"
21,"BEA T HEIM","72","1250","TAM","F","1998"
1,"MARGERY MEYER","75","3400","TOC","F","1998"
2,"RITA SIMONTON","79","3210","GOLW","F","1998"
3,"SUE MARVEL","78","2855","NIAG","F","1998"
3,"BUNNY CEDERLUND","76","2855","SPCO","F","1998"
5,"PRISCILL BERGETHON","75","2500","CONN","F","1998"
6,"PATRICIA M LAX","77","2470","DAM","F","1998"
7,"SUE S MCGAUGHEY","76","2345","SPCO","F","1998"
8,"JEAN B HYDE","75","2320","SCAM","F","1998"
9,"NANCY LAWRENCE","75","2305","SQM","F","1998"
10,"PEGGY COULTHARD","76","2220","RGBY","F","1998"
11,"NELL CAREW","78","2045","NET","F","1998"
12,"ZADA W TAFT","78","1965","SMMM","F","1998"
12,"RUTH H THORSEN","77","1965","DCM","F","1998"
14,"REGINA PURVIS","77","1950","NIAG","F","1998"
1,"MARJORIE W SHARPE","80","3100","STAN","F","1998"
2,"MARDIE L BROWN","80","2620","NEM","F","1998"
3,"KAY M SCHIMPF","80","2490","SPM","F","1998"
4,"ANNE I WALKER","81","2470","DCM","F","1998"
5,"MARY LATHRAM","82","2250","DCM","F","1998"
6,"MARGARET E NAGLE","81","2185","ARIZ","F","1998"
7,"LENIS CARTIER","82","2150","SHIV","F","1998"
8,"RUTH C HAMILTON","83","1790","GNOM","F","1998"
9,"HILDA G BUEL","83","1560","SMMM","F","1998"
1,"ADAM DAWKINS","22","5525","GRIN","M","1998"
2,"KEVIN P LEGROW","22","5245","EMP","M","1998"
3,"DAVID DORNAUS","23","5150","NEM","M","1998"
4,"JOSHUA D GORDON","24","4935","GCMT","M","1998"
5,"CHRISTOPHE BRANDT","24","4880","GRIN","M","1998"
6,"CHRISTOPHER ROAT","23","4840","STAN","M","1998"
7,"KEN P PETRUZZELLI","24","4785","DAM","M","1998"
8,"ADLAR SU","21","4750","ALMA","M","1998"
9,"CHRISTOPE TILGHMAN","20","4690","NEM","M","1998"
10,"DAVID POE","22","4580","GRIN","M","1998"
11,"TRAVIS KEANE","24","4525","NEM","M","1998"
12,"VINCENT M VISCO","20","4500","DAM","M","1998"
13,"PAUL E TOUT","20","4450","ECM","M","1998"
14,"CASEY D CHEUNG","24","4425","SFRP","M","1998"
15,"PATRICK L PADGETT","24","4395","GSM","M","1998"
16,"TRAVIS R JOBE","22","4375","DAM","M","1998"
16,"MARK M HERNANDEZ","21","4375","STAN","M","1998"
18,"NICOLAS ABRAMSON","22","4370","SMMM","M","1998"
19,"MARCO MAVENBERG","21","4255","STAN","M","1998"
19,"ANDREW C BOZDECH","20","4255","DAM","M","1998"
21,"CHRISTOP ODONNELL","19","4220","NEM","M","1998"
22,"TIMOTHY MCGOLDRICK","42","4210","DAM","M","1998"
22,"MICHAEL BURNS","22","4210","DAM","M","1998"
24,"JOHN HOLCOMB","20","4110","GRIN","M","1998"
25,"JARED M PRESTON","22","4000","DAM","M","1998"
26,"STEVE KIM","21","3925","UCLA","M","1998"
27,"GENE I MARTINEZ","23","3850","DAM","M","1998"
28,"PETER D MC KENZIE","21","3695","NCMS","M","1998"
29,"WILLIAM RISTENPART","20","3670","DAM","M","1998"
30,"BRETT E DUPUIS","24","3575","SANR","M","1998"
31,"JASON M STRICKER","24","3185","DAM","M","1998"
32,"RYAN HONOMICHL","23","3125","SANR","M","1998"
33,"GARY SHARPE","20","2925","DAM","M","1998"
1,"MARTIN HERRMANN","27","5400","TOC","M","1998"
2,"MATT MCCORMACK","25","5300","STAN","M","1998"
3,"TODD W WALSH","28","5135","MVM","M","1998"
4,"BRAD L WINSOR","26","5130","DAM","M","1998"
5,"JEFF L MURRAY","28","5125","NCMS","M","1998"
6,"BENJAMIN M MORSE","25","5100","MESC","M","1998"
7,"ALEXANDER D HALL","26","5045","EMP","M","1998"
8,"ADAM FERO","25","5015","GRIN","M","1998"
9,"SCOTT L HENDERSON","26","4985","STAN","M","1998"
10,"ERNIE HOFFYZER","28","4980","DAM","M","1998"
11,"GEOFFREY W LOCKE","29","4900","NEM","M","1998"
12,"STEVE M JOHNSON","27","4890","STAN","M","1998"
13,"KEITH GAST","28","4885","GRIN","M","1998"
14,"STEVEN L SMITH","26","4850","NIAG","M","1998"
15,"JIM WEBBER","29","4825","GRIN","M","1998"
16,"THOMAS F WOIWODE","26","4805","STAN","M","1998"
17,"ROBERT J SCZUPAK","28","4750","NEM","M","1998"
17,"ALAN B LIU","25","4750","MVM","M","1998"
19,"DAVID PYLES","28","4735","DAM","M","1998"
20,"BOB PARENTEAU","25","4725","GRIN","M","1998"
21,"DAVID M KOVACH","29","4685","EMP","M","1998"
22,"JOSH P FOSTER","27","4645","NEM","M","1998"
23,"MARK S GOLDMAN","26","4600","NEM","M","1998"
24,"THOMAS F MAINS","26","4550","GSM","M","1998"
25,"JAY D MONTOYA","26","4500","DAM","M","1998"
25,"DOUG J IRGANG","29","4500","EMP","M","1998"
27,"R VAN WYNSBERGHE","28","4500","GRIN","M","1998"
28,"DUNCAN ADAMSON","27","4495","CONN","M","1998"
29,"ANDREW E WILLETT","27","4490","EMP","M","1998"
30,"PATRICK WILLIAMS","25","4450","CRUZ","M","1998"
30,"SIMONE MUSCO","26","4450","1776","M","1998"
32,"STEVE J SEINER","29","4445","NEM","M","1998"
33,"CRAIG H HARRIS","28","4425","DAM","M","1998"
34,"R GREG ALLEN","29","4400","NEM","M","1998"
35,"CHRISTOPHER WOOD","29","4360","NEM","M","1998"
36,"CHRIS REPOSA","28","4295","NEM","M","1998"
37,"MASON L HAM","27","4290","NEM","M","1998"
38,"BRIAN SCHULTZ","28","4250","GRIN","M","1998"
39,"KENTON HOPPAS","27","4185","GRIN","M","1998"
40,"CHARLE PRUDHOMME","27","4175","GRIN","M","1998"
41,"PAUL NEWSOM","27","4150","GRIN","M","1998"
42,"TIM F LYNCH","27","4100","DAM","M","1998"
43,"ERIC KAHL","26","4075","SWIM","M","1998"
43,"JASON N CAMARA","28","4075","CRUZ","M","1998"
45,"MICHAEL NEGOESCU","25","4050","DAM","M","1998"
46,"MARK K PINGREE","26","4025","DAM","M","1998"
46,"CHARLES E BEARD","29","4025","EMP","M","1998"
48,"MIKE L GRIMM","29","4000","PRO","M","1998"
48,"NED HEARN","29","4000","DAM","M","1998"
50,"BARCLAY JOHNSON","25","3980","GRIN","M","1998"
51,"DOUGLAS TRUMPEY","27","3975","GRIN","M","1998"
52,"MIKE MARINO","27","3950","TERA","M","1998"
53,"TOM B AIELLO","25","3940","DAM","M","1998"
54,"JOHN KOHLER","27","3925","SANR","M","1998"
55,"MICHAEL G LIPPS","27","3900","OKMS","M","1998"
56,"DAN RAPHAEL","26","3895","UCLA","M","1998"
57,"ANDREW M PERRY","29","3865","GCMT","M","1998"
58,"STEVE DESALVO","27","3850","NCMS","M","1998"
59,"CHARLES R HOPFE","26","3825","SFRP","M","1998"
60,"ROSS MCMAHAN","28","3740","WILD","M","1998"
61,"GREG ERTL","29","3710","DAM","M","1998"
62,"BRIAN KRISLER","26","3690","NEM","M","1998"
63,"GREG L MAYEUR","27","3650","DAM","M","1998"
64,"BRIAN HOLZHAUSEN","25","3610","GRIN","M","1998"
65,"MIKE ANTINORI","28","3590","NEM","M","1998"
65,"NICK BUTLER","27","3590","GRIN","M","1998"
67,"A J BIR","27","3505","GRIN","M","1998"
68,"PAUL TAPPAN","26","3495","SMMM","M","1998"
69,"NORBERT WILSON","26","3460","DAM","M","1998"
70,"G BREIDENSTINE-HOWE","28","3430","SANR","M","1998"
71,"EDWARED H LIAO","29","3400","EMP","M","1998"
72,"JAMES BARNES","26","3365","DAM","M","1998"
73,"BILL NALL","28","3350","GRIN","M","1998"
73,"ED MERKLING","29","3250","GRIN","M","1998"
75,"SCOTT D JORDAN","26","3135","DAM","M","1998"
