"Place","Name","Age","Club","Distance","USMS_ID","Gender","Year","National_Record"
6,"Robbert Van Andel",43,"OREG",4700,"377N-0269U","M",2017,NA
4,"John Decker",43,"GYMS",4835,"557R-09Y61","M",2017,NA
5,"Christopher Dockray",43,"NEM",4720,"0271-0356N","M",2017,NA
22,"Andrew Gendron",43,"PBM",4325,"507U-0APXW","M",2017,NA
29,"Brian Hinz",43,"CMYM",4065,"097V-071JG","M",2017,NA
30,"Rodney Scott",43,"NCMS",4050,"137T-0980S","M",2017,NA
35,"Ryan Lebro",43,"TNYA",3985,"067H-06JHG","M",2017,NA
37,"Aaron Johnson",43,"OREG",3885,"3777-076D7","M",2017,NA
42,"Steven Sluter",43,"NEM",3735,"027W-09K2N","M",2017,NA
48,"Eudean Garces",43,"RPM",3550,"387N-07S7Y","M",2017,NA
63,"Elton Wells",43,"WLOO",3250,"437J-0AKVK","M",2017,NA
66,"Vance Cohick",43,"WASC",3060,"0877-0AJR4","M",2017,NA
70,"Marcus Woollen",43,"FRNY",2850,"0679-082P8","M",2017,NA
74,"David Graham",43,"NEM",2500,"0279-DGRAH","M",2017,NA
33,"Scott Parker",44,"FFH",4000,"1179-09Y9E","M",2017,NA
39,"Lucas Pantaleon",44,"SKY",3850,"417N-080ZU","M",2017,NA
46,"David Vogel",44,"PBM",3585,"5072-08EP0","M",2017,NA
48,"James Chicoski",44,"NEM",3550,"027D-0AP78","M",2017,NA
52,"Robert Steffler",44,"PCAT",3475,"2675-09XCT","M",2017,NA
57,"Jock Jones",44,"PBM",3390,"507B-09CXK","M",2017,NA
67,"Jesse Marquardt",44,"NEM",3000,"027A-0A4PN","M",2017,NA
74,"AJ Springfield",44,"NEM",2500,"027V-07HZ2","M",2017,NA
76,"Rich Green",44,"JPD",2450,"217V-0AH77","M",2017,NA
8,"Robert Pardo",44,"SFTL",4665,"5075-0733U","M",2017,NA
12,"Andrew Davis",44,"SFTL",4520,"507X-005XG","M",2017,NA
24,"Derek Kent",44,"SRVM",4250,"387B-072KS","M",2017,NA
26,"Ken Kwa",44,"NEM",4150,"027T-03497","M",2017,NA
27,"Victor Seeley",44,"SFGG",4125,"3878-09JM9","M",2017,NA
55,"Ezra Smith",44,"NEM",3430,"0278-0AU1A","M",2017,NA
62,"Timothy Downs",44,"NBPB",3300,"027V-0A7VA","M",2017,NA
73,"Joshua Cohen",44,"SFTL",2600,"507U-09FEJ","M",2017,NA
23,"Kevin Joubert",45,"MERR",4465,"097Y-01VD7","M",2017,NA
31,"Douglas Gawriljuk",45,"PBM",4350,"507V-0A421","M",2017,NA
38,"Josh Dorfzaun",45,"TPIT",4250,"117A-07YWZ","M",2017,NA
50,"Alexander Koval",45,"SFTL",3985,"507W-095EB","M",2017,NA
57,"Gary Boom",45,"OREG",3840,"377A-0A1WH","M",2017,NA
66,"Stephen Foley",45,"NEM",3670,"027H-076NX","M",2017,NA
75,"Jonathan Gordon",45,"OREG",3495,"3777-0A85H","M",2017,NA
92,"Francisco Silva-Gonzalez",45,"TBAM",3050,"147G-09MN9","M",2017,NA
100,"Eddie Takahashi",45,"UC08",2750,"087C-0AUCP","M",2017,NA
4,"Kurt Zilch",45,"PBM",4975,"507K-09D22","M",2017,NA
6,"Benjamin Morse",45,"MESC",4910,"0276-0340N","M",2017,NA
10,"Patrick Kennedy",45,"TFAM",4760,"267Z-05R79","M",2017,NA
21,"Andrew Shaar",45,"INDY",4500,"1671-02674","M",2017,NA
26,"Terry Vogler",45,"PALM",4375,"557G-02K3A","M",2017,NA
57,"Jason Lassen",45,"SFTL",3840,"507A-04F74","M",2017,NA
63,"William Blumentals",45,"NEM",3740,"027M-021YJ","M",2017,NA
67,"Adriaan Olivier",45,"O*H*",3665,"187J-0A05M","M",2017,NA
82,"Alfonso Otero",45,"MOST",3390,"437B-0674T","M",2017,NA
3,"Pat Lee",46,"TCAS",5000,"357X-09179","M",2017,NA
7,"Ned Munoz",46,"TXLA",4850,"4379-02NR9","M",2017,NA
11,"Mike Broglio",46,"NEM",4750,"0273-035GH","M",2017,NA
34,"Brian Steighner",46,"PBM",4330,"5070-0A6WX","M",2017,NA
51,"Michael Buchholtz",46,"SPM",3930,"147A-0AJTH","M",2017,NA
78,"Gene Zweben",46,"UC14",3450,"1472-07ZDD","M",2017,NA
14,"Michael Guirl",46,"MOST",4625,"437A-02PWZ","M",2017,NA
18,"Phillip Luebke",46,"BOZE",4530,"317P-07P4M","M",2017,NA
32,"Macy Foree",46,"SKY",4340,"417T-084XH","M",2017,NA
36,"Christian Tujo",46,"OREG",4315,"3771-026K2","M",2017,NA
41,"Roberto Florencia",46,"TFAM",4120,"267F-04G2H","M",2017,NA
65,"Drew Alexander",46,"INDY",3725,"167J-0923K","M",2017,NA
74,"Jason Wickland",46,"RIDG",3525,"267T-082DC","M",2017,NA
80,"Jamieson DeCubellis",46,"NEM",3400,"0277-0AR4F","M",2017,NA
84,"Adam Martz",46,"SFTL",3360,"5078-07N3U","M",2017,NA
89,"Todd Green",46,"FFH",3150,"117P-0A6TE","M",2017,NA
97,"Tyler Bergmeier",46,"NEM",2810,"027T-09NTC","M",2017,NA
8,"Albert Garcia",47,"NEM",4835,"027U-0738T","M",2017,NA
15,"Kaan Duru",47,"NEM",4600,"0274-06GNG","M",2017,NA
22,"Lennart Lindahl",47,"PBM",4470,"5079-0A42Z","M",2017,NA
28,"Craig Crawford",47,"NEM",4370,"0272-03B4F","M",2017,NA
39,"Rodolfo Nunez",47,"AGUA",4200,"067M-02YYV","M",2017,NA
45,"Andreas Ladas",47,"NEM",4075,"027C-06M66","M",2017,NA
48,"Dirk Muessig",47,"OREG",4015,"377F-08C2F","M",2017,NA
54,"Antonio Navarro",47,"INDY",3885,"1671-06J1A","M",2017,NA
62,"Loic Barbedette",47,"SCA",3775,"337N-033C4","M",2017,NA
70,"Dean Dodds",47,"ESMS",3645,"1575-099YX","M",2017,NA
86,"Nick Holt",47,"NEM",3260,"027A-0ASGD","M",2017,NA
102,"Euger Lin",47,"WW",2575,"0274-0AVM8","M",2017,NA
24,"Michel Young",47,"VCM",4450,"337R-05FXT","M",2017,NA
29,"John Leonard",47,"MOST",4365,"437R-02NWN","M",2017,NA
32,"Igor Bruzual",47,"OREG",4340,"377K-0356V","M",2017,NA
56,"Doug Webb",47,"O*H*",3850,"187V-01PG5","M",2017,NA
59,"Michael Coady",47,"PBM",3820,"5076-07Y1Y","M",2017,NA
72,"Marc Digby",47,"WLOO",3550,"437B-0ANCU","M",2017,NA
87,"Jason Movsessian",47,"UC02",3225,"027K-0ATTZ","M",2017,NA
88,"Scott Linnborn",47,"WLOO",3200,"4378-06M29","M",2017,NA
94,"David Yang",47,"WW",3000,"027V-0AVBR","M",2017,NA
98,"Jeffrey Grossman",47,"TNYA",2795,"067J-07K7S","M",2017,NA
99,"Jason Bundy",47,"DAM",2790,"3874-040P2","M",2017,NA
103,"Derek Skawinski",47,"NEM",2550,"027T-0A5WZ","M",2017,NA
17,"Thomas Bell",48,"WMSP",4550,"087S-07Y6W","M",2017,NA
26,"Eddie Ames",48,"PBM",4375,"5072-027CN","M",2017,NA
39,"Eduardo Cruz",48,"CMS",4200,"3273-05XNM","M",2017,NA
52,"John Sundberg",48,"PMST",3900,"547J-0A8CB","M",2017,NA
73,"Matt Cooper",48,"OREG",3535,"377P-090WS","M",2017,NA
80,"Filippo Bergamini",48,"UC08",3400,"087G-09XH3","M",2017,NA
104,"Thomas Crisp",48,"SKY",2300,"417R-0AE6K","M",2017,NA
2,"Norbert Hoehne",48,"SCA",5105,"3378-02GNM","M",2017,NA
5,"Mark Rubacky",48,"NCMS",4915,"1373-070MN","M",2017,NA
9,"Christopher Beach",48,"PBM",4800,"507H-049NK","M",2017,NA
12,"Kit Koenig",48,"SFTL",4710,"507E-027FM","M",2017,NA
15,"Jeff Beemer",48,"ENSW",4600,"1570-004TE","M",2017,NA
29,"David Forsee",48,"INDY",4365,"1678-02AN7","M",2017,NA
37,"Bradley Bailey",48,"TSCM",4275,"1573-05RUP","M",2017,NA
43,"Rob Abcug",48,"PBM",4095,"507C-027UY","M",2017,NA
44,"Guy Cacciarelli",48,"SCA",4085,"337Y-03DYM","M",2017,NA
47,"Geoffrey Hammond",48,"GWSC",4050,"3373-0962Z","M",2017,NA
60,"Victor Aimi",48,"SFTL",3810,"507P-07NYE","M",2017,NA
63,"Randall Chamberlain",48,"TNYA",3740,"067A-02ZPS","M",2017,NA
68,"Wes Cole",48,"SCYM",3650,"077A-0AS4U","M",2017,NA
76,"James Sylvia",48,"VAMP",3475,"167C-0A5WE","M",2017,NA
77,"Peter Madsen",48,"UC02",3465,"0271-09RUE","M",2017,NA
91,"Sean McClean",48,"LHM",3100,"147F-05VZX","M",2017,NA
93,"David Roger",48,"FFH",3025,"117T-0A5F3","M",2017,NA
96,"Jeffery Stitzel",48,"STGM",2840,"087N-0AVGG","M",2017,NA
13,"Andrew Knoedler",49,"NEM",4650,"027Y-08EBF","M",2017,NA
19,"Rob Westergaard",49,"DAM",4510,"3871-03GNF","M",2017,NA
35,"Chris Burge",49,"NEM",4320,"027J-076RZ","M",2017,NA
42,"Michael Jacobson",49,"CMYM",4100,"097C-01V74","M",2017,NA
52,"Jonathan Ruckdeschel",49,"CMYM",3900,"097C-087TG","M",2017,NA
55,"Steven Olson",49,"OREG",3880,"3772-06ACY","M",2017,NA
61,"Sisir Kudva",49,"FREM",3800,"3878-03T9G","M",2017,NA
68,"Rod Shroufe",49,"OREG",3650,"377N-09KA6","M",2017,NA
78,"Maor Schaal",49,"NEM",3450,"027P-076Y1","M",2017,NA
85,"Konrad Juethner",49,"NEM",3275,"027X-09RA9","M",2017,NA
101,"Sean O'Sullivan",49,"LTMM",2730,"077B-0ATX2","M",2017,NA
1,"Stephen Wukitch",49,"NEM",5185,"027F-07NMN","M",2017,NA
20,"Marc Inderhees",49,"TFAM",4505,"267V-05W33","M",2017,NA
25,"Jeffrey Pave",49,"SFTL",4385,"507C-05VZ2","M",2017,NA
46,"Benjamin Kaplan",49,"NEM",4060,"027U-05EDJ","M",2017,NA
48,"Stephen Imbusch",49,"NEM",4015,"027A-07HJ3","M",2017,NA
71,"Mark Heuchert",49,"TFAM",3630,"267D-0AHBY","M",2017,NA
83,"James Dwyer",49,"NEM",3375,"027H-0ASG9","M",2017,NA
89,"Scott Stevens",49,"SMS",3150,"247U-0A4TE","M",2017,NA
95,"Minter Ralston",49,"NCMS",2895,"137U-0AJGE","M",2017,NA
9,"Mark Frost",50,"OREG",4720,"3773-07KU4","M",2017,NA
31,"Andy Fischer",50,"SFTL",4390,"5070-0356H","M",2017,NA
37,"Douglas Sayles",50,"NEM",4275,"027G-S0UPY","M",2017,NA
48,"Trent Theroux",50,"NEM",4150,"027D-05J76","M",2017,NA
57,"Bill Elizondo",50,"RAM",4035,"2678-074MU","M",2017,NA
70,"Todd Blair",50,"UC14",3900,"1472-09MYX","M",2017,NA
79,"Bill Donnelly",50,"1776",3790,"0873-042BX","M",2017,NA
85,"Clint Bogard",50,"OREG",3730,"377Y-07KMP","M",2017,NA
90,"Fredrik Wallenberg",50,"OREG",3625,"377A-06ZX2","M",2017,NA
110,"Barry Heydenberk",50,"MICH",3350,"1978-05NSX","M",2017,NA
130,"Raymond Toy",50,"CMYM",2875,"097E-01V4M","M",2017,NA
133,"Ernie Friend",50,"UC02",2425,"027A-0ATYU","M",2017,NA
124,"Donald Sorterup",50,"NEM",3000,"0276-06ZGF","M",2017,NA
83,"Mark Schenk",50,"O*H*",3735,"187P-09ZYT","M",2017,NA
107,"Frank Kjaersgaard",50,"NEM",3375,"027A-0338J","M",2017,NA
4,"Kurt Dickson",50,"ARIZ",5380,"487U-02EM5","M",2017,NA
5,"Kenton Jones",50,"SDSM",5285,"447C-KRUSH","M",2017,NA
10,"Matthew Gilson",50,"NEM",4700,"027G-033F6","M",2017,NA
22,"Lee OConnor",50,"OREG",4590,"377Y-004WK","M",2017,NA
35,"Kenneth Hansen",50,"PSM",4305,"367N-0ANTR","M",2017,NA
51,"Gary McClellan",50,"PBM",4100,"507C-08496","M",2017,NA
7,"Jeffrey Enright",51,"SMM",5235,"387A-0685K","M",2017,NA
20,"David Lederman",51,"CRUZ",4600,"387E-00642","M",2017,NA
20,"Vaughn Mansmann",51,"MOST",4600,"437Y-07RZK","M",2017,NA
44,"Randall Carver",51,"MOST",4190,"437M-02NX9","M",2017,NA
54,"Karl Schuler",51,"FCST",4050,"2576-01ZMZ","M",2017,NA
117,"David Wallman",51,"CIB",3240,"077A-07RM8","M",2017,NA
121,"Tom Scanlon",51,"NEM",3125,"0278-05WH2","M",2017,NA
118,"Timothy Guscott",51,"TNYA",3180,"0670-07EUS","M",2017,NA
78,"Timothy Costello",51,"SMM",3800,"387W-09HS1","M",2017,NA
102,"Eric VanZandt",51,"ADMS",3450,"037K-0A6J1","M",2017,NA
132,"David Bullock",51,"CMYM",2565,"0971-0AK05","M",2017,NA
104,"Chris Doppke",51,"NEM",3400,"0271-090V5","M",2017,NA
126,"Jonathan Kahana",51,"CRUZ",2995,"387V-08A66","M",2017,NA
98,"Franklin Duck",51,"INDY",3500,"1672-04PXF","M",2017,NA
8,"Scot Sullivan",51,"OREG",4835,"377B-003C6","M",2017,NA
11,"Rob Perkins",51,"SCYM",4695,"077H-0AA34","M",2017,NA
18,"Ed Coates",51,"TXLA",4615,"437Y-02NS9","M",2017,NA
23,"Matt Kowta",51,"DAM",4575,"387K-03SC1","M",2017,NA
24,"Mark Schactman",51,"UC10",4535,"107X-01V3C","M",2017,NA
28,"John Langton",51,"NEM",4425,"027W-0ABAR","M",2017,NA
28,"Bruce Hopson",51,"SLAM",4425,"2272-01ND0","M",2017,NA
39,"Michael Hannibal",51,"O*H*",4260,"1875-01R42","M",2017,NA
41,"Thomas Erickson",51,"DKTA",4225,"527P-06NA1","M",2017,NA
46,"Andrew Gale",51,"MOST",4155,"437P-02HNJ","M",2017,NA
59,"Robert Norris",51,"MOST",4005,"4376-05GJR","M",2017,NA
65,"Brian Sweenor",51,"NEM",3985,"0272-097ZM","M",2017,NA
71,"Stephen Adney",51,"SYSM",3890,"147F-0APNX","M",2017,NA
74,"Matthew McKee",51,"NEM",3855,"0275-09708","M",2017,NA
15,"Thomas MacNabb",52,"SCYM",4625,"0775-033N3","M",2017,NA
25,"Andrew Scott",52,"OREG",4510,"3779-090K6","M",2017,NA
27,"Jon Shope",52,"INDY",4450,"1675-02AR5","M",2017,NA
50,"Patrick McDermot",52,"NEM",4125,"027X-07MXT","M",2017,NA
54,"Robert Carr",52,"NEM",4050,"027K-02YER","M",2017,NA
67,"Bruce Novis",52,"NEM",3950,"027K-076DK","M",2017,NA
69,"David Mahoney",52,"SFTL",3930,"507W-09EG5","M",2017,NA
77,"Steve Trutane",52,"ALB",3810,"3872-09374","M",2017,NA
89,"Ray Bruce",52,"MOST",3655,"437P-0AF1A","M",2017,NA
97,"Ben Beers",52,"PSM",3525,"367T-0AU6X","M",2017,NA
104,"Robert Switzer",52,"NEM",3400,"027T-0A7CZ","M",2017,NA
109,"William Norris",52,"OREG",3355,"377S-07TEE","M",2017,NA
131,"Herman Arrivillaga",52,"NAST",2845,"167C-04R1Y","M",2017,NA
