"Place","Name","Age","Distance","Club","Gender","Year"
54,"Maureen Gillespie",41,4030,"MOVY","W",2003
55,"Kathryn Striebel",43,4010,"SCAM","W",2003
56,"Susan Hawes",41,3995,"ISF","W",2003
57,"Julia Malloy",42,3990,"NEM","W",2003
58,"Joanne Dugan",40,3975,"RMM","W",2003
59,"Beky Rasmussen",40,3970,"OREG","W",2003
60,"Tibbett Merusi",41,3960,"NEM","W",2003
61,"Marlys Cappaert",44,3950,"OREG","W",2003
61,"Caitlin McVarish",42,3950,"CONN","W",2003
61,"Joni Vanderbilt",41,3950,"NEM","W",2003
64,"Molly Kelley",43,3940,"LOM","W",2003
65,"Sonia Childress-Hoek",41,3935,"ISF","W",2003
66,"Pamela Blaikie",40,3930,"METR","W",2003
67,"Kim Krause",40,3925,"AAM","W",2003
68,"Elizabeth MacBride",43,3905,"NEM","W",2003
69,"Debby Spence",41,3900,"PNA","W",2003
69,"Tina Myers",41,3900,"ISF","W",2003
71,"Kathleen Hughes",44,3895,"GCMT","W",2003
72,"Mary Davenport",42,3890,"IAMA","W",2003
73,"Louise Valois",40,3880,"NEM","W",2003
73,"Liz Adams",42,3880,"NEM","W",2003
73,"Erin Costello",43,3880,"NEM","W",2003
76,"Ann Schnieders",42,3850,"ISF","W",2003
77,"Diane Isaacs",41,3845,"UCLA","W",2003
78,"Carrie Butler",43,3825,"GRIN","W",2003
78,"Vicki Volz",43,3825,"NEM","W",2003
80,"Meg Douris",43,3770,"UNAT","W",2003
81,"Cheryl Atchley",41,3750,"ISF","W",2003
82,"Lucyann Zeller",40,3735,"NEM","W",2003
82,"Colleen Morrison",41,3735,"UCLA","W",2003
84,"Sandy Chavez",42,3700,"OREG","W",2003
85,"Carolyn Stoll",42,3695,"WTMS","W",2003
86,"Bonnie Grey",43,3690,"UCLA","W",2003
87,"Susan Krogman",44,3660,"MINN","W",2003
87,"Molly Magoon",44,3660,"NEM","W",2003
89,"Molly Stephens",42,3650,"BTAM","W",2003
90,"Jeri Gintert",42,3640,"CRUZ","W",2003
91,"Lori Hennessey",42,3635,"NEM","W",2003
92,"Lyn Duncan",41,3615,"NEM","W",2003
93,"Diane Roller",41,3600,"GCMT","W",2003
93,"Merrill Hilf",42,3600,"FINS","W",2003
93,"Patricia Nardozzi",43,3600,"SPM","W",2003
96,"Cassie Maguire",44,3565,"UCLA","W",2003
97,"Kathryn Vitale",43,3560,"NEM","W",2003
98,"Sarah O'Donnell",44,3550,"NEM","W",2003
99,"Beth Davidson",44,3525,"SCAM","W",2003
99,"Nanette Thompson",43,3525,"RMM","W",2003
99,"Cheryl Jackson",42,3525,"MOVY","W",2003
102,"Ann Richard",44,3520,"NEM","W",2003
102,"Cindy Hawkinson",41,3520,"RMM","W",2003
104,"Pamela Magnant",40,3505,"NEM","W",2003
105,"Laura Reisdorph",41,3500,"PNA","W",2003
105,"Cathryn Leff",40,3500,"NOVA","W",2003
107,"Marie-Pierre Graf",41,3495,"CONN","W",2003
108,"Lucie Rice",40,3490,"NEM","W",2003
109,"Clare Weeks",44,3480,"CONN","W",2003
110,"Lynn Lamore",41,3470,"NEM","W",2003
110,"Kimberley Quirk",42,3470,"NEM","W",2003
112,"Julie Eakle",42,3465,"MOST","W",2003
113,"Kim Menninger",43,3460,"LOM","W",2003
114,"Carol Reeb",43,3455,"UNAT","W",2003
114,"Marcia Smith",42,3455,"PNA","W",2003
116,"Liz Hanes",43,3450,"ISF","W",2003
116,"Karen Penale",42,3450,"HHAC","W",2003
118,"Michiko Cook-Takahashi",43,3435,"METR","W",2003
119,"Lisa Anderson",43,3405,"H2O","W",2003
120,"Robie See",43,3400,"TVM","W",2003
120,"Marcia Gean",43,3400,"BTAM","W",2003
120,"Patricia Tweten",40,3400,"TAM","W",2003
123,"Lousie Deveaux",40,3390,"NEM","W",2003
123,"Tamara Albertson",40,3390,"ISF","W",2003
125,"Lindy Corkins",41,3375,"ISF","W",2003
125,"Susan Groudle",40,3375,"BTAM","W",2003
127,"Kathy Friedrichsen",42,3370,"MOST","W",2003
128,"Joan Roche",41,3365,"METR","W",2003
129,"Gail Flanagan",41,3360,"CONN","W",2003
130,"Lisa Wellborn",40,3350,"RRM","W",2003
131,"Jennifer Ball",43,3330,"NOVA","W",2003
132,"Terry Fowler",43,3325,"FINS","W",2003
133,"Suzanne Cochrane",42,3320,"RHMS","W",2003
134,"Casandra Coffee",41,3310,"RHMS","W",2003
134,"Wendy Johnson",43,3310,"SPM","W",2003
136,"Ann Holt",41,3305,"WTMS","W",2003
137,"Linda Meara",41,3300,"BTAM","W",2003
138,"Miriam Tuliao",41,3295,"METR","W",2003
138,"Joy Dvorak",41,3295,"ISF","W",2003
140,"Theresa Munoz",43,3275,"MVM","W",2003
141,"Stephanie Lee",42,3260,"SPM","W",2003
142,"Paige Montrone",43,3240,"NEM","W",2003
143,"Michelle Staffon",44,3235,"NOVA","W",2003
143,"Tari Hancock",42,3235,"ISF","W",2003
143,"Cathy O'Rourke",40,3235,"NEM","W",2003
146,"Dawn Scherer",44,3230,"UCLA","W",2003
147,"Ginger Broderick",43,3225,"METR","W",2003
148,"Diane Hughes",41,3215,"NEM","W",2003
149,"Sheron Johnston",43,3210,"UCLA","W",2003
150,"Elizabeth Salzer",42,3205,"UNAT","W",2003
151,"Judy Duffy",44,3200,"NEM","W",2003
152,"Celia Grand",42,3190,"NEM","W",2003
153,"Sharon Opkins",40,3170,"GOLD","W",2003
154,"Avalon Johnson",43,3160,"UCLA","W",2003
155,"Susan Mowery",44,3150,"ISF","W",2003
155,"Pamela Kim",42,3150,"VIMS","W",2003
157,"Linda Van Ocker",42,3110,"1776","W",2003
157,"Linda Starr",40,3110,"LOM","W",2003
157,"Bette Miller",43,3110,"NCMS","W",2003
157,"Tracey Schmidt",42,3100,"PNA","W",2003
161,"Theresa Hamer",44,3095,"NEM","W",2003
162,"Lisa Janak",41,3075,"BTAM","W",2003
162,"Kathryn Samuelson",44,3075,"TVM","W",2003
164,"Ilene Arends",40,3050,"ISF","W",2003
165,"Tracy Leeser",42,3035,"HLJ","W",2003
165,"Judy Kirkpatrick",42,3035,"LOM","W",2003
167,"Joyce Roark",44,3020,"HIMA","W",2003
168,"Sheila Dennis",41,3015,"NEM","W",2003
169,"Ann Imoto",44,2995,"HAQ","W",2003
170,"Helen Moss",44,2980,"OREG","W",2003
171,"Madeleine Dale",43,2970,"REDT","W",2003
172,"Joanne Goldstein",43,2955,"LOM","W",2003
173,"Michele Nicolay",40,2950,"VIMS","W",2003
174,"Marisa Grenier",42,2935,"RGSC","W",2003
175,"Barbara Molloy",41,2925,"DAM","W",2003
176,"Elizabeth Barrett",41,2915,"SKY","W",2003
177,"Hillary Gerhart",41,2890,"FCMS","W",2003
178,"Ann Walsh",43,2870,"NEM","W",2003
179,"Mary Lou Tierney",42,2855,"NEM","W",2003
180,"Karen Wright",43,2850,"BRAT","W",2003
181,"Inna Gergel",44,2775,"UCLA","W",2003
182,"Laurel Ginder",44,2750,"NEM","W",2003
183,"Genevieve Wu",41,2725,"UCLA","W",2003
183,"Ginna Zinke",41,2725,"NEM","W",2003
185,"Laurie McKinnon",40,2710,"MOVY","W",2003
186,"Holly Day",40,2700,"ISF","W",2003
187,"Kathleen Still",41,2640,"TGM","W",2003
188,"Janiece Cefalu",44,2575,"ETEX","W",2003
189,"Marsha Brunett",40,2520,"ISF","W",2003
190,"Sue Moucha",44,2500,"BLUE","W",2003
190,"Sherri Weinman",42,2500,"MERR","W",2003
192,"Karyn White",43,2480,"LOM","W",2003
193,"Lori Fernandez",42,2440,"VIMS","W",2003
194,"Terri Moyer",41,1640,"NEM","W",2003
1,"Karen Einsidler",46,4950,"CONN","W",2003
2,"Mary Sweat",45,4660,"OREG","W",2003
3,"Niki Stokols",45,4610,"DSSM","W",2003
4,"Tracy Grilli",45,4605,"NEM","W",2003
5,"Mary Ann Stevens",49,4575,"ISF","W",2003
6,"Robin Parisi",48,4510,"MACO","W",2003
7,"Debbie Wilson",48,4495,"NCMS","W",2003
8,"Barbara Wheeler",45,4485,"TAM","W",2003
9,"Jo Ann Harrelson",47,4465,"SPM","W",2003
10,"Karla Nisley-Black",47,4410,"NEM","W",2003
11,"Christie Ciraulo",49,4400,"UCLA","W",2003
12,"Barb Handler",45,4345,"NEM","W",2003
13,"Linda Hargreaves",45,4340,"NEM","W",2003
14,"Judy Bracken",45,4325,"TVM","W",2003
15,"Kim Stoddard",47,4320,"SPM","W",2003
16,"Phyllis Quinn",47,4300,"TOC","W",2003
17,"Jo Ann Brooks",48,4275,"ISF","W",2003
18,"Cindy Kemp",46,4245,"SMST","W",2003
19,"Cindi Burrows",45,4240,"CVM","W",2003
19,"Linda Hoke",47,4240,"UNAT","W",2003
21,"Martha Childs",48,4230,"MICH","W",2003
22,"Beth Foland",47,4225,"ISF","W",2003
22,"Leigh Royden",47,4225,"NEM","W",2003
24,"Peggy Cook",47,4200,"GCMT","W",2003
25,"Karen Santiago",48,4190,"TAM","W",2003
26,"Cathy Corning",46,4170,"NEM","W",2003
27,"Kathy Hull",46,4150,"RMM","W",2003
28,"Shelley Sella",45,4135,"SCAM","W",2003
29,"Judy Eisenman",49,4115,"TAM","W",2003
30,"Ronda Nisman",48,4100,"MOST","W",2003
30,"Debbie Melnikoff",48,4100,"CRUZ","W",2003
32,"Anne Claman",45,4075,"TAM","W",2003
33,"Cheryl Gettelfinger",45,4070,"ISF","W",2003
34,"Margaret Meehan",45,4045,"REDT","W",2003
35,"Dorothy Bolllard",45,4040,"NOVA","W",2003
36,"Celeste Demitrios",47,4025,"SCAM","W",2003
37,"Deborah Roberts",45,4020,"ADMS","W",2003
38,"Joan Reilly",48,4000,"NEM","W",2003
39,"Jeannne Sundvik",48,3975,"NEM","W",2003
40,"Joan Byrne",48,3930,"ISF","W",2003
41,"Gwen Uthus",48,3925,"MVN","W",2003
41,"Jennifer Luker",46,3925,"NEM","W",2003
43,"Cheryl McElroy",45,3920,"NEM","W",2003
44,"Louise Cleary",48,3915,"OKMS","W",2003
44,"Anne Marchetta",47,3915,"NEM","W",2003
46,"Cally Barrier",47,3895,"DSSM","W",2003
47,"Susan Albright",47,3890,"OREG","W",2003
48,"Judith Sharlin",49,3875,"NEM","W",2003
48,"Susan Wilkinson-Megaw",49,3875,"GMUP","W",2003
50,"Teresa Owen",45,3850,"TAM","W",2003
51,"Sharleen Goguen",45,3840,"NEM","W",2003
52,"Anne Warner",48,3825,"NEM","W",2003
53,"Janice Kregor",46,3820,"SKY","W",2003
53,"Amy Wattch",45,3820,"NEM","W",2003
55,"Dianne Edgar",46,3810,"NIAG","W",2003
56,"Emily White",49,3800,"NEM","W",2003
57,"Edna Moore",48,3765,"DSSM","W",2003
58,"Liz Dobbins",49,3760,"MOVY","W",2003
59,"Gelnna Ryan",47,3755,"NEM","W",2003
60,"Lorraine Carey",47,3750,"EAST","W",2003
60,"Paula Moores",45,3750,"SAWS","W",2003
62,"Debi Schneider",47,3735,"CATM","W",2003
63,"Kathy Berger",48,3730,"ISF","W",2003
64,"Jan Johnson",48,3725,"ISF","W",2003
64,"Cathy Murphy",46,3725,"INWM","W",2003
64,"Jenny Marshall",45,3725,"NEM","W",2003
67,"Marcia Misiorski",45,3700,"NEM","W",2003
68,"Cindy Cavano",45,3650,"NEM","W",2003
68,"Page Wasson",49,3650,"NEM","W",2003
70,"Rory Barish",46,3645,"UCLA","W",2003
71,"Annette Buhl",45,3625,"UCLA","W",2003
72,"Laura Bea White",48,3615,"TAM","W",2003
73,"Teresa Copeland",45,3605,"OREG","W",2003
74,"Kathy Swatosh",49,3590,"DSSM","W",2003
75,"Carolyn Davidson",46,3585,"PNA","W",2003
75,"Mary Weerts",45,3585,"ISF","W",2003
77,"Kay Van Der Have",49,3575,"SCAM","W",2003
77,"Patricia Schenkel",47,3575,"ISF","W",2003
79,"Barbara Cherry",47,3570,"MELO","W",2003
79,"Eileen Fournier",48,3570,"NEM","W",2003
81,"Catherine Laramie",45,3560,"NEM","W",2003
82,"Anne Bancroft",45,3540,"NEM","W",2003
83,"Edie Jirak",47,3500,"NEM","W",2003
83,"Holly Lambert",49,3500,"ISF","W",2003
83,"Mary Anne Jordan",45,3500,"MOVY","W",2003
86,"Carolyn Finch",45,3475,"NEM","W",2003
87,"Sandra Witten",46,3455,"NEM","W",2003
88,"Jacquin Herran",48,3450,"ISF","W",2003
89,"Patricia Dec",46,3430,"METR","W",2003
89,"Mary Carter",48,3430,"METR","W",2003
91,"LeeAnn Bailey",48,3425,"DAM","W",2003
91,"Barbara Brown",49,3425,"SCAM","W",2003
91,"Sarah Hoffman",49,3425,"MOVY","W",2003
94,"Chantal Lefevre",48,3405,"HLJ","W",2003
95,"Margaret Rowe",49,3400,"HLJ","W",2003
95,"Karen Olson",47,3400,"DAM","W",2003
97,"Michele Gaboury",49,3370,"NEM","W",2003
97,"Sally Cassells",46,3370,"NEM","W",2003
99,"Pat Rogan",46,3340,"ISF","W",2003
100,"Christine Foote",49,3335,"TAM","W",2003
101,"Ruth Rivera",47,3300,"HAQ","W",2003
101,"Calli Roberts",48,3300,"OREG","W",2003
103,"Donna Bush",46,3285,"GCMT","W",2003
104,"Kathryn Hemness",46,3280,"DAM","W",2003
104,"Jacki Garzapena",49,3280,"CVM","W",2003
106,"Meg Smath",46,3275,"SKY","W",2003
107,"Linda Bamford",49,3270,"VCM","W",2003
108,"Kris DeMorris",46,3250,"CVM","W",2003
109,"Sandy Woodcock",46,3235,"NEM","W",2003
110,"Julie Stout",45,3225,"ISF","W",2003
111,"Paula Yankauskas",48,3205,"NEM","W",2003
112,"Karen Amundson",45,3200,"PCAT","W",2003
112,"Lucila Cobb",46,3200,"BTAC","W",2003
114,"Mary Val Palumbo",48,3195,"NEM","W",2003
115,"Lisa Aepfelbacher",46,3190,"OREG","W",2003
116,"Barbara O'Connor",45,3180,"ARKM","W",2003
117,"Martine Godlberg",46,3175,"NEM","W",2003
118,"Lindy Curtis",46,3170,"TVM","W",2003
119,"Nancy Kiernan",48,3165,"SPM","W",2003
120,"Ann Storer",47,3120,"NEM","W",2003
121,"Laurel Bowden",46,3105,"RHMS","W",2003
122,"Robin Johnson",47,3100,"AVON","W",2003
123,"Jessica Fish",48,3090,"CATM","W",2003
123,"Patricia Timmins",48,3090,"1776","W",2003
125,"Jody Harcourt",45,3025,"TVM","W",2003
125,"Jennie Goldberg",49,3025,"PNA","W",2003
127,"Claudia Ritter",48,3015,"ISF","W",2003
128,"Stephanie Hosking",47,3000,"NEM","W",2003
129,"Carol Hacquebord",48,2985,"UCLA","W",2003
130,"Jan Jeddeloh",47,2930,"OREG","W",2003
131,"Kitty Magness",45,2920,"DST","W",2003
132,"Maren Breitwieser",48,2910,"ISF","W",2003
133,"Linda Couto",48,2900,"TVM","W",2003
134,"Virginia Tee",46,2875,"JL","W",2003
135,"Eve Hush",49,2860,"GCMT","W",2003
136,"Priscilla Aquiar",46,2835,"SCAM","W",2003
136,"Matalee Smith",48,2835,"SAWS","W",2003
138,"Susanna Wrangell",46,2825,"CRUZ","W",2003
139,"Rita Phillips",49,2820,"NCMS","W",2003
140,"Mary Crann",45,2800,"SPM","W",2003
141,"Sharon Campbell",45,2780,"PCAT","W",2003
142,"Judith Matthews",49,2775,"NEM","W",2003
142,"Janet Schellenberger",49,2775,"CATM","W",2003
144,"Leslie Scott-Cocking",47,2765,"TAM","W",2003
145,"Charlotte Thornton",45,2730,"TGM","W",2003
146,"Janet Schmidt",49,2665,"UNAT","W",2003
147,"Gwen Litchmann",46,2625,"UCLA","W",2003
147,"Deborah Burney",48,2625,"PNA","W",2003
149,"Terri Cummings",48,2535,"UTAH","W",2003
150,"Helen Timatchi",47,2530,"UCLA","W",2003
151,"Lisa Evans",47,2515,"CATM","W",2003
152,"Marcy Hahn",46,2500,"BTAM","W",2003
153,"Sue Moucha",45,2450,"BLUE","W",2003
154,"Mimi Somerville",48,2425,"MERR","W",2003
155,"Patricia Kotylo",49,2280,"ISF","W",2003
156,"Marcy Morosow-Kroma",46,2100,"IM","W",2003
1,"Danielle Ogier",50,4930,"UNAT","W",2003
2,"Barbara Dunbar",53,4870,"SDSM","W",2003
3,"Shirley Loftus",51,4465,"VMST","W",2003
4,"Sally Guthrie",52,4305,"MICH","W",2003
5,"Pam Geiger",50,4300,"SPM","W",2003
6,"Gwen Deely",53,4255,"REDT","W",2003
7,"Frances Hare",52,4235,"METR","W",2003
8,"Joel Feldman",51,4225,"NEM","W",2003
9,"Regina Brittingham",51,4205,"USAB","W",2003
10,"Sally Hasbrook",54,4200,"ISF","W",2003
11,"Cathy Imwalle",52,4170,"OREG","W",2003
12,"Judith Laney",50,4130,"RMM","W",2003
13,"Alice Jones",53,4060,"SCAM","W",2003
13,"Kathy Wheeler",51,4060,"VMST","W",2003
15,"Susan Fouts",52,4050,"RMM","W",2003
16,"Susan Francis",50,4035,"ISF","W",2003
17,"Meredith Moore",53,4010,"CONN","W",2003
17,"Julie Schaplowsky",50,4010,"SMST","W",2003
19,"Vicki Serianni",51,4000,"UCLA","W",2003
19,"Joan Diercks",54,4000,"ISF","W",2003
21,"Kathrine Casey",54,3985,"PNA","W",2003
22,"Darlene Staley",52,3960,"OREG","W",2003
23,"Madeleine Holmberg",50,3945,"OREG","W",2003
24,"Lisa Martin",54,3935,"METR","W",2003
25,"Amy Tartakoff",52,3905,"NEM","W",2003
26,"Lynn Rhue",51,3835,"RMM","W",2003
27,"Geri Mathewson",54,3825,"OREG","W",2003
28,"Jeanne Teisher",51,3790,"OREG","W",2003
29,"Susan Yeomans",54,3765,"REDT","W",2003
30,"Leslie Hardt",51,3750,"VCM","W",2003
31,"Susie Powell",50,3735,"RHMS","W",2003
32,"Mary Pat Moeller",52,3725,"OMAH","W",2003
33,"Barbara Prescott",52,3675,"SPM","W",2003
34,"Joan Smith",50,3640,"CRUZ","W",2003
35,"Susan Johnson",54,3625,"TVM","W",2003
35,"Janet Martin",51,3625,"RRM","W",2003
37,"Karen Kerley",54,3610,"CVM","W",2003
38,"Jill Wright",51,3605,"SAWS","W",2003
39,"Gonnie Bak",51,3550,"AZC","W",2003
40,"Jill Remick",53,3520,"HOTS","W",2003
40,"Brenda Davis",51,3520,"ETEX","W",2003
42,"Priscilla Tobey",52,3500,"NEM","W",2003
43,"Susan Barbary",52,3490,"NEM","W",2003
44,"Mary Lou Hill",54,3480,"TGM","W",2003
44,"Barbara Mueller",50,3480,"ANCM","W",2003
46,"Lynn Lussier",51,3450,"UCLA","W",2003
46,"Kathleen Lowry",51,3450,"NEM","W",2003
48,"Eleta Klene",53,3435,"NEM","W",2003
49,"Tam Jenkins",54,3415,"OREG","W",2003
50,"Alice Hanlon",51,3400,"SMMM","W",2003
51,"Ruth Thompson",52,3385,"FMM","W",2003
52,"Lynn Davidson",54,3380,"SCAM","W",2003
52,"Alison Goulder",51,3380,"NEM","W",2003
52,"Karen Lewis",50,3380,"NEM","W",2003
55,"Kjersten Walker",54,3375,"SCAM","W",2003
56,"Janet Piez",50,3350,"REDT","W",2003
56,"Terry Wildrick",50,3350,"CONN","W",2003
58,"Peggy Toole",50,3320,"OREG","W",2003
59,"Maureen Clark",50,3260,"GCMT","W",2003
60,"Jane Masters",50,3250,"RGSC","W",2003
61,"Linda West",50,3235,"SSR","W",2003
62,"Christine Boutross",54,3190,"REDT","W",2003
63,"Leslie Goldgehn",50,3185,"TAM","W",2003
64,"Roxanne Olmstead",52,3150,"NEM","W",2003
65,"Patricia Kules",51,3140,"NEM","W",2003
66,"Judy Levison",53,3135,"H2O","W",2003
67,"Sandy Quaglieri",51,3125,"NEM","W",2003
67,"Holly Morris",50,3125,"NEM","W",2003
67,"Alexis Zubrod",50,3125,"SPM","W",2003
70,"Marg Barstosek",51,3115,"DAM","W",2003
71,"Maureen Hanlon",54,3085,"SCAM","W",2003
72,"Marcia Yeates",52,3075,"RINC","W",2003
73,"Christine Hunner",52,3060,"LOM","W",2003
74,"Elizabeth Lewin",50,3055,"METR","W",2003
75,"Carol Blair",52,3050,"NEM","W",2003
75,"Brenda Josephsen",50,3050,"ETEX","W",2003
75,"Lynne McClure",51,3050,"LOM","W",2003
78,"Cathe Pleasant",54,3000,"CRUZ","W",2003
78,"Martha Katzeff",51,3000,"METR","W",2003
80,"Janice Biederman",53,2980,"NEM","W",2003
81,"Deb Steinkamp",54,2975,"CRUZ","W",2003
82,"Linda Atkinson",53,2970,"NEM","W",2003
83,"Patricia Ryle",53,2930,"NEM","W",2003
84,"Rosalyn Randall",53,2925,"CATM","W",2003
85,"Carol Epstein",52,2905,"UCLA","W",2003
86,"Nancy Harding",50,2870,"UCLA","W",2003
87,"Lindsay Belden",52,2845,"RINC","W",2003
88,"Judy Brown",53,2840,"NET","W",2003
89,"Jan Butin",52,2835,"MOVY","W",2003
90,"Carole Torreano",54,2820,"CATM","W",2003
91,"Peggy Stringer",51,2760,"MM","W",2003
92,"Carrie Sherman",51,2755,"NEM","W",2003
93,"Martha Koen",54,2750,"ISF","W",2003
94,"Ann Simmons",50,2700,"NEM","W",2003
94,"Tracy Elton",53,2700,"SKY","W",2003
96,"Jean Forbes",52,2665,"NEM","W",2003
97,"Liz Graham",51,2650,"CATM","W",2003
98,"Sue Cosper",54,2630,"ISF","W",2003
99,"Nancy McIntyre",50,2620,"GRIN","W",2003
100,"Nancy Farris",51,2605,"CRUZ","W",2003
101,"Julie Low",51,2535,"NEM","W",2003
102,"Jani Sutherland",53,2530,"OREG","W",2003
103,"Virginia Bitzer",53,2360,"METR","W",2003
104,"Janet Krejci",54,2200,"BTAM","W",2003
105,"Denise Corbin",51,2195,"CATM","W",2003
106,"Kathleen Haselden",51,2150,"ETEX","W",2003
107,"Kathy Mellow",51,1900,"OREG","W",2003
107,"Barbara Grandberg",52,1900,"NEM","W",2003
109,"Mary Ripma",50,1885,"LOM","W",2003
110,"Celia DeMartini",51,1500,"TAM","W",2003
1,"Sally Dillon",56,4155,"PNA","W",2003
2,"Linda Shoenberger",55,4100,"SNM","W",2003
3,"Marcy Woodrow",59,4075,"LOM","W",2003
4,"Kathy Slifer",57,3965,"NEM","W",2003
5,"Kaeti Ecker",55,3835,"SLOM","W",2003
6,"Brenda Jarmakani",55,3780,"UCLA","W",2003
7,"Ginger Pierson",56,3760,"MACO","W",2003
8,"Ann Svenson",57,3740,"UNAT","W",2003
9,"Stephanie Scott",55,3725,"WCM","W",2003
10,"Constance Sasser",56,3655,"NEM","W",2003
11,"Kathleen Romano",56,3615,"METR","W",2003
12,"Carol Yunker",55,3605,"NEM","W",2003
13,"Sarah Welch",55,3565,"PNA","W",2003
14,"Sandi Rousseau",55,3540,"OREG","W",2003
15,"Marcia Anziano",57,3535,"RMM","W",2003
16,"Pat McGarvey",56,3525,"WCM","W",2003
17,"Maggie Tevis",55,3485,"RHMS","W",2003
18,"Cleo Hurley",57,3465,"DCM","W",2003
19,"Peggy Leong",58,3455,"SDSM","W",2003
20,"Sally Crawford",55,3390,"NOVA","W",2003
20,"Daniela Barnea",58,3390,"STAN","W",2003
22,"Ann Fredette",57,3370,"NEM","W",2003
23,"Barbara Hardy",58,3365,"NEM","W",2003
24,"Barbara Larsen",55,3350,"ISF","W",2003
25,"Terri Franklin",56,3295,"SMST","W",2003
26,"Jutta Hoellein",56,3250,"ISF","W",2003
26,"Janit Romayko",57,3250,"CONN","W",2003
28,"Leslie Westergaard",59,3240,"DAM","W",2003
29,"Glenda Carroll",59,3220,"TAM","W",2003
30,"Anne Stoddard",56,3155,"METR","W",2003
31,"Ine Wijtvliet",58,3125,"METR","W",2003
32,"Hilary Naylor",56,3085,"SCAM","W",2003
33,"Peggy Weisberg",55,3075,"NEM","W",2003
34,"Maria Alvares",55,3065,"SKY","W",2003
35,"Lynn Sacks",57,3025,"OREG","W",2003
36,"Ann Onton",59,3015,"CONN","W",2003
37,"Carol LaCasse",58,3010,"IM","W",2003
38,"Carol Schreder",56,2970,"UCLA","W",2003
39,"Peggy Whiter",59,2940,"OREG","W",2003
40,"Vallan Corbett",55,2935,"CRAQ","W",2003
41,"Linda Andron",56,2900,"UCLA","W",2003
42,"Mary Duwe",57,2890,"HOTS","W",2003
43,"Susan Paris",56,2860,"SKY","W",2003
44,"Alida Canale",57,2850,"CRUZ","W",2003
45,"Patricia Cohen",56,2835,"CATM","W",2003
46,"Rebecca Herrero",59,2815,"TAM","W",2003
47,"Manya Hult",57,2800,"NEM","W",2003
48,"Karen Gardner",57,2770,"CATM","W",2003
49,"Barbara Paulson",59,2700,"DAM","W",2003
50,"Linda Gallaher-Brown",57,2685,"SCAM","W",2003
51,"Susan Pollard",58,2650,"ISF","W",2003
52,"Susan Read",57,2630,"NEM","W",2003
53,"Carol Hall",55,2600,"ISF","W",2003
54,"Patricia Wiehe",58,2520,"ISF","W",2003
55,"Susie Nightingale",57,2500,"MOVY","W",2003
56,"Hollace Weiner",56,2490,"RIDG","W",2003
57,"Susan Dansker",56,2390,"RINC","W",2003
58,"June Cohen",55,2340,"WTMS","W",2003
59,"Gretel Schuck",57,2260,"NEM","W",2003
60,"Linda Nesbitt",56,2200,"AMSC","W",2003
60,"Kathleen Lawrence",58,2200,"ARIZ","W",2003
62,"Nancy Murphy",57,2125,"ISF","W",2003
63,"Kathleen Gorvad",58,2100,"TVM","W",2003
64,"Karen Cartoscelli",55,1965,"YCRC","W",2003
65,"Sandra Haynie",57,1765,"OREG","W",2003
66,"Potholm Sandra",58,1650,"MESC","W",2003
67,"Rita Kretzmeir",58,1615,"WTMS","W",2003
1,"Elaine Bromwich",60,4170,"SPM","W",2003
2,"Margie Crisp",62,3800,"ISF","W",2003
3,"Claire O'Brien",63,3780,"NEM","W",2003
4,"Susan Munn",64,3770,"DAM","W",2003
5,"Patricia Bond",64,3720,"FMM","W",2003
6,"Beth Schreiner",61,3675,"DCM","W",2003
7,"Susan Meyers",60,3635,"ISF","W",2003
8,"Susan Livingston",64,3595,"NEM","W",2003
9,"Joann Leilich",64,3545,"DCM","W",2003
10,"Midge Kraetzer",64,3520,"WCM","W",2003
11,"Erika Silva",64,3400,"AAM","W",2003
12,"Louise Murray",62,3330,"NIAG","W",2003
13,"Carlita ""Lee"" Durand",64,3275,"SDSM","W",2003
14,"Susan Anson",62,3165,"SCAM","W",2003
15,"Joyce Kowalski",60,3115,"MICH","W",2003
16,"Patricia Durham",64,3070,"SMMM","W",2003
16,"Barbara Matorin",64,3070,"NEM","W",2003
18,"Alice Seidel",61,3050,"NEM","W",2003
19,"Helen Geoffrion",64,3045,"UCLA","W",2003
19,"Carolyn Haefner",63,3045,"ARKM","W",2003
21,"Sandy Steer",63,3005,"SPM","W",2003
22,"Ellen Watkins",63,3000,"DAM","W",2003
22,"Jenifer Gajdalo",60,3000,"HHAC","W",2003
24,"Jane Coulter",63,2975,"SCAM","W",2003
25,"Cindy Todd",60,2940,"SKY","W",2003
26,"Nancy Palmer",60,2870,"RINC","W",2003
27,"Patricia McDaniel",60,2830,"SAWS","W",2003
28,"Lorna Belden",62,2800,"DAM","W",2003
29,"Stephanie Flechsig",64,2740,"IM","W",2003
30,"Grace Ciocca",64,2710,"NEM","W",2003
31,"Judith Gerrard",60,2690,"METR","W",2003
32,"Mary Jane Peterson",62,2645,"UTAH","W",2003
33,"Vicki Quail",62,2615,"SPM","W",2003
34,"Marian Davidson",61,2575,"LOM","W",2003
35,"Barbara Kirk",61,2525,"ISF","W",2003
36,"Shelly Whitlock",63,2500,"PCAT","W",2003
37,"Sue Landers",61,2480,"SCCS","W",2003
38,"Margie Hutinger",63,2460,"FMM","W",2003
39,"Jean Allen",62,2350,"FMM","W",2003
40,"Suzy McKinnon",62,2295,"MM","W",2003
41,"Sperry Rademaker",63,2250,"TAM","W",2003
