"Place","Name","Age","Distance","Club","Gender","Year"
27,"Kimberly Delmore",26,4360,"HIMA","W",2003
28,"Kendra Garrow",28,4330,"NEM","W",2003
29,"Marisa Deutsch",27,4310,"UCLA","W",2003
30,"Solette Kummer",25,4305,"SCAM","W",2003
31,"Samantha Carey",29,4300,"NEM","W",2003
32,"Julia Voitovitsch",26,4285,"UCLA","W",2003
33,"Heather Bakker",26,4275,"USAB","W",2003
34,"Virginia Hoke",27,4265,"OREG","W",2003
35,"Lisa McNamara",26,4250,"NEM","W",2003
35,"Juli Jones",28,4250,"NEM","W",2003
35,"Katherine Veazey",29,4250,"NEM","W",2003
38,"Buffy Patterson",26,4230,"TAM","W",2003
39,"Ruth Vesler",25,4220,"UCLA","W",2003
40,"Kristin Handkammer",25,4205,"WTMS","W",2003
41,"Elke Peterson",29,4180,"SCAM","W",2003
42,"Shannon Hamrick",28,4160,"SAWS","W",2003
42,"Brooke O'Connor",28,4160,"NEM","W",2003
44,"Monica LaBarge",27,4155,"OREG","W",2003
45,"Wendy Johnson",28,4150,"NEM","W",2003
45,"Alice Wong",26,4150,"SCAM","W",2003
45,"Alison Meadow",29,4150,"AKMS","W",2003
48,"Tara Gulla",29,4120,"NEM","W",2003
49,"Christen Goodrich",28,4110,"UCLA","W",2003
50,"Sandra Uesugi",29,4100,"OREG","W",2003
50,"Heidi Hansen",25,4100,"PNA","W",2003
52,"Karen Story",28,4075,"NEM","W",2003
53,"Monique Lappas",29,4055,"NEM","W",2003
54,"Tanya Ogle",29,4050,"OREG","W",2003
55,"Allison O'Donnell",26,4030,"ISF","W",2003
56,"Sage Morrison",27,4005,"NEM","W",2003
57,"Andrea Rybarczyk",25,4000,"ISF","W",2003
57,"Elise Vonzhousen",29,4000,"NEM","W",2003
59,"Dahnya Geary",28,3990,"ISF","W",2003
60,"Charlotte Skiles",26,3975,"UNAT","W",2003
61,"Kara Hayes",28,3970,"NEM","W",2003
62,"Catherine Bailey",29,3935,"RIDG","W",2003
63,"Sarah Balke",26,3925,"HLJ","W",2003
64,"Erika Maresca",28,3920,"GSM","W",2003
65,"Regina O'Toole",28,3910,"NEM","W",2003
66,"Kimberly Postel",25,3880,"METR","W",2003
67,"Laurie Mc Donough",26,3875,"SCAM","W",2003
68,"Melody Wojcik",28,3850,"PNA","W",2003
68,"Beth Allen",28,3850,"NEM","W",2003
70,"Rachel Campbell",28,3845,"NEM","W",2003
71,"Leslie Pollner",27,3825,"UCLA","W",2003
72,"Elizabeth Puskar",26,3810,"NEM","W",2003
73,"Anicia Criscione",29,3800,"OREG","W",2003
74,"Gretchen Bates",28,3790,"METR","W",2003
75,"Jennifer Canon",27,3730,"MERR","W",2003
76,"Elizabeth Boehm",29,3725,"NEM","W",2003
77,"Samantha Norton",29,3720,"FINS","W",2003
77,"Janice Yung",26,3720,"UCLA","W",2003
79,"Jennifer Conner",25,3715,"ISF","W",2003
80,"Kelly Thomas",27,3695,"UCLA","W",2003
81,"Amy Schneider",25,3690,"METR","W",2003
82,"Michelle Klucsor",26,3675,"CRUZ","W",2003
83,"Becca Dawson",28,3650,"ISF","W",2003
84,"Meg Jones",28,3640,"HAQ","W",2003
85,"Caitlin Mezzano",28,3630,"NEM","W",2003
86,"Kristen Brauchle",28,3580,"H2O","W",2003
87,"Loren Peterson",27,3500,"TVM","W",2003
88,"Cara McAteer",28,3480,"METR","W",2003
89,"Melissa Mc Intosh",27,3475,"UCLA","W",2003
90,"Elizabeth Talyor",26,3425,"ISF","W",2003
90,"Laurie Kerns",26,3425,"ISF","W",2003
92,"Laurence Vigeant-Langlois",28,3420,"NEM","W",2003
93,"Cynthia Menard",29,3405,"NEM","W",2003
94,"Allison Landino",27,3380,"NEM","W",2003
95,"Teresa Priesbe",26,3335,"DAM","W",2003
96,"Heather Rangel",29,3330,"SMMM","W",2003
97,"Kristin Richner",27,3300,"UCLA","W",2003
98,"Fiona Watson",29,3275,"NEM","W",2003
99,"Mandana Vaziri",29,3270,"NEM","W",2003
100,"Meghan Cotter",27,3230,"LAMS","W",2003
101,"Amy McNamara",29,3200,"NEM","W",2003
102,"Colleen Gallagher",25,3145,"NEM","W",2003
103,"Sarah McQuaide",26,3085,"UCLA","W",2003
104,"Maria Kamvysseus",27,3030,"NEM","W",2003
105,"Jody Wilson",28,3020,"NEM","W",2003
106,"Elizabeth Lepanto",27,3000,"FINS","W",2003
107,"Shana McCormack",25,2960,"NEM","W",2003
108,"Sarah D'Elia",29,2925,"NEM","W",2003
109,"Molly Misuraca",29,2890,"UCLA","W",2003
110,"Melodie Faulker",28,2715,"WTMS","W",2003
111,"Kathryn Makowski",29,2570,"NEM","W",2003
112,"Holly Leyendecker",28,2350,"NEM","W",2003
113,"Tina Yakuwa",25,1750,"METR","W",2003
1,"Sara Quan",30,5125,"OREG","W",2003
2,"Jeni Buys",34,5100,"TYR","W",2003
3,"Dana Woody",33,5040,"NIAG","W",2003
4,"Lee Anne Ghimenti",32,4840,"VCM","W",2003
5,"Rossella Pescatori",31,4740,"UCLA","W",2003
6,"Michelle Deasy",30,4675,"TOC","W",2003
7,"Karen Simontacchi",34,4670,"TAM","W",2003
8,"Brandy Hugo",30,4640,"NEM","W",2003
9,"Heather Lugassy",32,4590,"TAM","W",2003
10,"Michelle Fox",33,4585,"NEM","W",2003
11,"Tara McGarr",30,4580,"NEM","W",2003
12,"Jennifer Double",30,4565,"ISF","W",2003
13,"Katie Kelly",33,4505,"TAM","W",2003
13,"Stephanie Morawski",32,4505,"NEM","W",2003
15,"Kathleen Hoerber",34,4500,"MVM","W",2003
16,"Carol Prescott",33,4495,"NEM","W",2003
17,"Jessie Toland",34,4465,"NEM","W",2003
18,"Vanessa Teitelbaum",31,4435,"REDT","W",2003
19,"Anitra Ingalls",33,4425,"NEM","W",2003
20,"Lori Deacon",32,4380,"RMM","W",2003
21,"Ali Wagner",30,4330,"METR","W",2003
22,"Angie Friday",33,4325,"BTAM","W",2003
23,"Sara Hallor",31,4300,"NEM","W",2003
24,"Mary Dunn",31,4270,"NEM","W",2003
25,"Theresa Renie",31,4220,"ISF","W",2003
26,"Ginny Strang",34,4200,"TAM","W",2003
27,"Kris Schramer",30,4175,"GCMT","W",2003
28,"Jen Minotti",33,4135,"NEM","W",2003
28,"Hayley Sain",33,4135,"UCLA","W",2003
30,"Tracy Knight",30,4120,"ISF","W",2003
31,"Lori Werdin-Kennicott",32,4105,"MOVY","W",2003
32,"Karla Rees",30,4075,"MVM","W",2003
33,"Helen Clark",34,4070,"NOVA","W",2003
34,"Alison Moore",32,4060,"OREG","W",2003
34,"Kristin Wilkes",31,4060,"NEM","W",2003
36,"Kristine Lewis",32,4050,"OREG","W",2003
36,"Cameron Sullivan",34,4050,"TVM","W",2003
36,"Ellen Herlaar",33,4050,"BMW","W",2003
39,"Shannon Ashby",31,4040,"NEM","W",2003
39,"Caroline Stein",32,4040,"PAFC","W",2003
41,"Heather Hedrick",30,4035,"ISF","W",2003
42,"Elizabeth Nilsen",34,4030,"CRUZ","W",2003
43,"Amanda Mercer",34,4025,"ISF","W",2003
43,"Jami Andrews",33,4025,"MVM","W",2003
43,"Amanda Pearson",32,4025,"NEM","W",2003
46,"Denise Matio",32,4015,"ISF","W",2003
47,"Raena Latina",31,4010,"GRIN","W",2003
48,"Karen Wieser",32,4000,"ISF","W",2003
49,"Katherine Rink",31,3980,"NEM","W",2003
50,"Cyndie Mitchell",34,3925,"BTAM","W",2003
51,"Julie Vandenbark",31,3855,"ISF","W",2003
52,"Mary Beth Caldwell",33,3850,"NEM","W",2003
53,"JoAnn Fryer",33,3845,"NEM","W",2003
53,"Tracy Haffner",33,3845,"METR","W",2003
55,"Amy Davison",30,3835,"IAMA","W",2003
56,"Jennifer Warren",30,3760,"NEM","W",2003
57,"Vanessa Charette",31,3750,"RIDG","W",2003
57,"Heather Madigan",33,3750,"BTAM","W",2003
59,"Bridget Bailie",33,3745,"ISF","W",2003
59,"Jeannine Smith",32,3745,"TGM","W",2003
61,"Margaret O'Toole",34,3730,"NEM","W",2003
62,"Suzanne Porush",33,3715,"UCLA","W",2003
62,"Gwen Kiessling",30,3715,"METR","W",2003
64,"Kathleen Morris",34,3700,"PNA","W",2003
65,"Selena Cantor",34,3685,"METR","W",2003
66,"Tana Netsch",32,3655,"MVM","W",2003
67,"Nicole Lipinski",30,3650,"MERR","W",2003
68,"Kimberly Cokeley",32,3635,"METR","W",2003
69,"Jennifer Hinkle",30,3585,"DAMM","W",2003
70,"Ajae Clearway",31,3580,"REDT","W",2003
71,"Elisheva Hadar",33,3565,"METR","W",2003
72,"Tina Friday",32,3560,"IAMA","W",2003
73,"Jane Woo",33,3550,"RMSC","W",2003
74,"Tinita Larmann",33,3525,"CONN","W",2003
75,"Jennifer Rein",31,3515,"NEM","W",2003
76,"Amanda Telford",33,3510,"NEM","W",2003
77,"Sue Kreigsman",32,3505,"NEM","W",2003
78,"Kimberly Epple",32,3500,"ISF","W",2003
79,"Lisa Pappas",34,3480,"NEM","W",2003
80,"Traci Miller",32,3475,"ISF","W",2003
81,"Heidi Duehmig",31,3455,"NEM","W",2003
82,"Melanie Bella",31,3440,"ISF","W",2003
83,"Desiree Giler",30,3435,"METR","W",2003
84,"Brandy Burkhart",32,3425,"METR","W",2003
84,"Veronica Morales",33,3425,"MOST","W",2003
86,"Elizabeth Pollock",31,3420,"NIAG","W",2003
87,"Lisa Scribano",32,3400,"SPM","W",2003
87,"Deborah Sarro",33,3400,"NEM","W",2003
89,"Jodi Stebbins",34,3380,"PNA","W",2003
89,"Rebecca Asher",33,3380,"UCLA","W",2003
91,"Michele Pearce",32,3355,"VIMS","W",2003
92,"Cindy Berkson",34,3350,"UCLA","W",2003
92,"Edith Gardner",31,3350,"NEM","W",2003
94,"Christine Woodland",34,3345,"NEM","W",2003
95,"Kelly Kozar",31,3320,"HAQ","W",2003
96,"Michelle Samplin-Salgado",32,3300,"NEM","W",2003
96,"Jennifer Fritzsching",31,3300,"MOST","W",2003
96,"Nicole Cely",31,3300,"METR","W",2003
99,"Virginia Fryer",33,3285,"NEM","W",2003
100,"Jennifer Acklen",30,3260,"SKY","W",2003
101,"Chad Mason",31,3230,"WTMS","W",2003
102,"Alison Mazzola",31,3215,"SMMM","W",2003
103,"Kendra Nordin",31,3200,"NEM","W",2003
104,"Jonathan Wolf",31,3185,"UCLA","W",2003
105,"Jennifer Wiggins",32,3180,"ARKM","W",2003
106,"Jennifer Reno",32,3175,"ISF","W",2003
107,"Sofia Piel",33,3140,"NEM","W",2003
108,"Ann Kelleher",33,3130,"DAM","W",2003
109,"Stephanie Margolin",34,3100,"METR","W",2003
109,"Stephanie Javaheri",31,3100,"NEM","W",2003
111,"Barbara Ponce",33,3060,"UCLA","W",2003
112,"Suzanne Holmberg",33,3005,"NEM","W",2003
113,"Laura Burton",34,3000,"ISF","W",2003
113,"Melissa Cabot",31,3000,"UCLA","W",2003
113,"Cory Logan",32,3000,"NEM","W",2003
113,"Ruth Williams",34,3000,"TAM","W",2003
113,"Karen Claire-Zimmett",33,3000,"NEM","W",2003
118,"Kristen Klinger",34,2990,"NEM","W",2003
119,"Silva Hanbarchian",30,2980,"NEM","W",2003
119,"Joanna Mendoza",32,2980,"WTMS","W",2003
119,"Laura Antuna",34,2980,"NEM","W",2003
122,"Debbie Merrill",34,2915,"NEM","W",2003
123,"Jessica Rueter",33,2910,"RIDG","W",2003
124,"Alison Pyott",32,2780,"NEM","W",2003
124,"Victoria Prescott",32,2780,"METR","W",2003
126,"Lisa Freudenheim",34,2700,"NEM","W",2003
127,"Monica Calicchio",30,2460,"NEM","W",2003
128,"Shannon Henry",32,2425,"ETEX","W",2003
129,"Coleen Hoye",34,2405,"UCLA","W",2003
130,"Carrie Otto",32,2300,"ISF","W",2003
131,"Justine Price",33,2165,"METR","W",2003
132,"Chinna Udoji",31,2150,"NEM","W",2003
133,"Renee Good",32,1795,"WTMS","W",2003
1,"Jill Gellatly",35,5320,"HOTS","W",2003
2,"Laurie Hug",37,5280,"1776","W",2003
3,"Laureen Welting",37,5150,"TOC","W",2003
4,"Rachel Garry",36,4950,"BTAM","W",2003
5,"Paula Pollard",39,4935,"ARIZ","W",2003
6,"Victoria Rian",36,4770,"ISF","W",2003
7,"Anne O'Dea",36,4725,"ISF","W",2003
8,"Marcia Cleveland",38,4715,"CONN","W",2003
9,"Debbie Knickman",39,4675,"DSSM","W",2003
10,"Karen Sadler",39,4650,"OREG","W",2003
11,"Charlotte Peterson",38,4640,"SPM","W",2003
12,"Marcella MacDonald",39,4620,"CONN","W",2003
13,"Joan Schriger",38,4600,"TOC","W",2003
14,"Jody Planz",37,4585,"ADMS","W",2003
15,"Lori Terlouw",38,4555,"ARKM","W",2003
16,"Amy Krauss",35,4540,"ISF","W",2003
17,"Nicole Vanderpoel",38,4520,"RMM","W",2003
18,"Paula Kweder",39,4500,"NEM","W",2003
18,"Toni Hecksel",36,4500,"OREG","W",2003
18,"Amy Conroy",38,4500,"BTAM","W",2003
21,"Laura Zovickian",39,4490,"BMW","W",2003
22,"Lisa Johnston",38,4475,"BTAM","W",2003
23,"Kim Wesson",35,4460,"NEM","W",2003
24,"Christy Laidlaw",35,4415,"METR","W",2003
25,"Susie Shuck",37,4400,"ISF","W",2003
26,"Shannon Walsh",38,4395,"MOST","W",2003
27,"Kris Houchens",35,4390,"ISF","W",2003
28,"Livia Zien",36,4335,"SPM","W",2003
29,"Tami Engel",39,4315,"MVN","W",2003
30,"Katie O'Dair",36,4300,"NEM","W",2003
30,"Ellen Reynolds",38,4300,"SAWS","W",2003
32,"Rachel Demitrios",37,4290,"SCAM","W",2003
33,"Valerie Adams",36,4275,"BTAM","W",2003
34,"Mollie Battenhouse",35,4265,"METR","W",2003
35,"Karen Latham",35,4260,"NEM","W",2003
36,"Robyn Toschi",39,4200,"TVM","W",2003
37,"Margo Butler",38,4195,"DSSM","W",2003
38,"Karen James",36,4185,"METR","W",2003
39,"Anne Tilley",37,4180,"NEM","W",2003
40,"Vickie Hendrick",37,4175,"VCM","W",2003
41,"Gerri Fernandez",37,4170,"ISF","W",2003
42,"Amy Farmer",38,4135,"ISF","W",2003
43,"Barbara Horlander",37,4125,"ISF","W",2003
44,"Kristin Brooks",37,4095,"OREG","W",2003
45,"Lynn Cialdella",35,4090,"METR","W",2003
45,"Sandra Carosi",36,4090,"GSM","W",2003
47,"Melissa Kerker",38,4075,"ISF","W",2003
47,"Laura Swain",39,4075,"NEM","W",2003
49,"Linda Filar",35,4065,"CONN","W",2003
50,"Georgia Wood",38,4045,"NEM","W",2003
51,"Wendy Gulley",37,4025,"NEM","W",2003
51,"Trischa Zorn",38,4025,"ISF","W",2003
53,"Betsy Ross",36,4015,"RHMS","W",2003
53,"Andrea Ghez",37,4015,"UCLA","W",2003
55,"Kari Bachman",36,3970,"RGSC","W",2003
56,"Kelley Ryan-Warner",39,3950,"TAM","W",2003
56,"Charlotte Plummer",37,3950,"RMM","W",2003
58,"Renee Dobihal",38,3940,"NOVA","W",2003
59,"Jill Beierle",35,3935,"DSSM","W",2003
60,"Kacy Magedman",35,3920,"UCLA","W",2003
60,"Erin Holland",35,3920,"OREG","W",2003
62,"Jocelyn Sanford",37,3890,"OREG","W",2003
63,"Jennifer Phalen",38,3875,"SCAM","W",2003
64,"Ilyse Hildebrand",35,3870,"ISF","W",2003
65,"Tara Goodman",38,3835,"NEM","W",2003
66,"Cheryl Ruane",38,3830,"NEM","W",2003
67,"Kimberly Larson",39,3825,"SCAM","W",2003
68,"Susan Stauffer",35,3800,"SAWS","W",2003
68,"Jamie Whitney",38,3800,"PNA","W",2003
70,"Birgit Puschner",35,3785,"DAM","W",2003
71,"Kim Donovan",39,3765,"NEM","W",2003
72,"Deb Snyder",37,3750,"INWM","W",2003
72,"Estelle Leclerc",35,3750,"SDSM","W",2003
74,"Pam Kimmel",38,3740,"SKY","W",2003
75,"Mari Butler",35,3730,"NEM","W",2003
76,"Sarah Page",38,3725,"NEM","W",2003
77,"Meagan McLean",37,3690,"NEM","W",2003
77,"Nessa Hawkins",38,3690,"DSSM","W",2003
79,"Kim Worthington",37,3675,"NEM","W",2003
80,"Katherine McAteer",39,3665,"ISF","W",2003
81,"Lisa Gilson",38,3655,"METR","W",2003
82,"Nancy Hugo",38,3645,"IAMA","W",2003
83,"Wendy Burge",35,3625,"NEM","W",2003
83,"Sharon BonDurant",37,3625,"ISF","W",2003
85,"Carmela Bader",37,3585,"UCLA","W",2003
86,"Jana Slezak",37,3575,"NEM","W",2003
87,"Karen Wu",35,3555,"NEM","W",2003
88,"Denise Buckley",36,3550,"NEM","W",2003
88,"Sharon McGoff",39,3550,"ISF","W",2003
88,"Lisa Barker",39,3550,"BTAM","W",2003
91,"Dorothea Panayotou",36,3530,"DAM","W",2003
92,"Lisa Davis",39,3520,"UNAT","W",2003
92,"Jill Wulf",38,3520,"ISF","W",2003
94,"Holly Semler",35,3500,"ISF","W",2003
95,"Laurie Stern",35,3475,"UCLA","W",2003
95,"Kathleen Jaeger",39,3475,"METR","W",2003
97,"Ashley Miller",37,3470,"UCLA","W",2003
98,"Brenda Antee",39,3450,"RRM","W",2003
99,"Dorothy Golubski",37,3440,"TVM","W",2003
100,"MaryBeth Nunnery",37,3420,"NEM","W",2003
101,"Patti Motyka",36,3405,"NEM","W",2003
102,"Anna Kurz",37,3395,"MOST","W",2003
102,"Dori Draper",39,3395,"CVM","W",2003
104,"Kathy Fahnline",39,3390,"CFYM","W",2003
105,"Janet Wiener",36,3385,"STAN","W",2003
106,"Jean McKenzie",39,3375,"OREG","W",2003
107,"Carolyn Placke",38,3360,"FINS","W",2003
108,"Lincoln Baxter",39,3350,"NEM","W",2003
109,"Michelle Ridder",36,3320,"MVM","W",2003
110,"Patti Christie",35,3285,"NEM","W",2003
111,"Janice Hastings",39,3280,"NEM","W",2003
112,"Karen Mackin",38,3275,"NEM","W",2003
113,"Gertraud Perry",35,3270,"DST","W",2003
114,"Brenda Merritt",39,3265,"IAMA","W",2003
115,"Patricia Schneider",35,3250,"NOVA","W",2003
116,"Ann Roberts",38,3235,"NEM","W",2003
117,"Marielle Yost",38,3230,"NEM","W",2003
118,"Indi Young",37,3205,"TAM","W",2003
119,"Jill Sperry",36,3190,"NEM","W",2003
120,"Gillien Todd",35,3180,"NEM","W",2003
121,"Flavia Zappa",35,3175,"FMM","W",2003
122,"Julie LaBlanc",37,3170,"TVM","W",2003
122,"Angela Goss",37,3170,"UCLA","W",2003
124,"Melissa Geist",36,3150,"MCMS","W",2003
125,"Amy Rowe",37,3145,"IAMA","W",2003
126,"Kerri McCabe",35,3100,"EAST","W",2003
127,"Valerie Kurtz",39,3050,"VIMS","W",2003
128,"Christine Olszanski",37,3025,"NEM","W",2003
128,"Pamela Mueller",36,3025,"SKY","W",2003
130,"Heidi Ames",37,3020,"NEM","W",2003
131,"Mijuki Miyagi",38,2985,"SC","W",2003
132,"Sybil Peckham",36,2870,"NEM","W",2003
133,"Jhanna Tucker",37,2775,"SCMM","W",2003
134,"Kimberly Frazier-Booth",35,2700,"NEM","W",2003
135,"Rachelle Primeaux",35,2685,"HIMA","W",2003
136,"Soo Yoon",38,2650,"ARKM","W",2003
137,"Judy Prescott",38,2630,"NEM","W",2003
138,"Beth Okurowski",36,2600,"TVM","W",2003
138,"Karen Norris",37,2600,"UCLA","W",2003
140,"Kathleen Bergeron",37,2405,"NEM","W",2003
141,"Ann Wehrman",38,2375,"BTAM","W",2003
142,"Cindy Berkoski",37,2240,"METR","W",2003
1,"Karlyn Pipes-Neilsen",40,5325,"SDSM","W",2003
2,"Suzanne Heim-Bowen",44,5175,"WCM","W",2003
3,"Caroline Krattli",40,5095,"SDSM","W",2003
4,"Marguerite Meyer",43,5015,"TOC","W",2003
5,"Sally Maddox",43,4945,"HOTS","W",2003
6,"Heidi Christensen",44,4810,"DSSM","W",2003
7,"Jenny Cook",44,4685,"UCLA","W",2003
8,"Sharon Blaha",42,4650,"UCI","W",2003
9,"Pamela Bennett",43,4635,"BAM","W",2003
10,"Lisa Flanagan",40,4520,"SPM","W",2003
11,"Sharon Salzman",44,4460,"SPM","W",2003
12,"Dara Wilber",43,4450,"PALM","W",2003
13,"Kathy Garnier",42,4445,"RMM","W",2003
14,"Julie Jurf",43,4440,"SDSM","W",2003
15,"Becky Obletz",43,4435,"MACO","W",2003
16,"Darcy Moore",41,4425,"WHSC","W",2003
17,"Sarah Hoagland",40,4420,"MACO","W",2003
18,"Mary Cain",42,4410,"LOM","W",2003
19,"Jill Shaffer",41,4390,"VCM","W",2003
20,"Karen Staursky",44,4360,"GCMT","W",2003
21,"Denise Stuntzner-Gibson",40,4330,"OREG","W",2003
22,"Nancy Dunton",44,4320,"OREG","W",2003
23,"Anietta Tice",41,4310,"DAM","W",2003
24,"Simone La Pay",42,4300,"AAM","W",2003
24,"Jane Zee-Zoufaly",44,4300,"CONN","W",2003
24,"Sara Pyle",42,4300,"USAB","W",2003
27,"Ann Hemington",40,4295,"CRUZ","W",2003
28,"Donna Anderson",43,4275,"MINN","W",2003
28,"Alice O'Connor",41,4275,"ISF","W",2003
30,"Christine Pedersen",44,4260,"ISF","W",2003
31,"Joni Young",41,4250,"OREG","W",2003
31,"Susan Cordell",40,4250,"HAQ","W",2003
31,"Lucy Cook",44,4250,"UCLA","W",2003
34,"Patricia (Tish) Loosley",43,4240,"CRUZ","W",2003
35,"Laura Kaleel",42,4230,"SPM","W",2003
36,"Nancy Tunstall",40,4225,"NEM","W",2003
36,"Paula Meyer Goedde",44,4225,"ISF","W",2003
38,"Joan Buehler",40,4210,"FINS","W",2003
39,"Maria Eifler",40,4200,"MOVY","W",2003
40,"Susan Ingraham",43,4170,"MOST","W",2003
41,"Gail Pentheny",40,4165,"NEM","W",2003
42,"Susan Murphy",42,4150,"ISF","W",2003
43,"Christine Swanson",40,4145,"SPM","W",2003
43,"Mimi Ward",44,4145,"SKY","W",2003
45,"Mary Jane Constant",40,4140,"METR","W",2003
45,"Joanie Krehbiel",41,4140,"VCM","W",2003
47,"Geri Guardino",42,4125,"NEM","W",2003
48,"Ruth Niedrich",43,4100,"CRAQ","W",2003
49,"Patricia Thomas",44,4070,"SDSM","W",2003
50,"Jessica Jacobi",44,4065,"TAM","W",2003
51,"Nancy Hormann",43,4040,"ISF","W",2003
51,"Rita Polatin",43,4040,"NEM","W",2003
53,"Jocelyn Dunning",43,4035,"TVM","W",2003
