"Place","Name","Club","Age","Distance","Gender","Year"
"23","David Spitzler","WACM","45","4785","Men","2009"
"24","Kyle R Treadway","QUAC","48","4750","Men","2009"
"25","Kris Calvin","OREG","46","4735","Men","2009"
"26","Tom McGuill","NEM","45","4715","Men","2009"
"27","Timothy M Zadalis","UNAT","49","4705","Men","2009"
"28","Stewart L Murray","DAM","46","4700","Men","2009"
"29","Eric Steinhauff","OREG","49","4695","Men","2009"
"30","Scott F Marshall","MELO","47","4670","Men","2009"
"31","G Mark Doyle","NCMS","49","4640","Men","2009"
"32","Scott Jurs","DRM","45","4625","Men","2009"
"33","Wadi N Farach","CSAM","47","4595","Men","2009"
"34","Todd E Irmas","SCA","45","4565","Men","2009"
"35","Michael Bean","WMAC","49","4550","Men","2009"
"36","James F Jonsson","UTAH","46","4545","Men","2009"
"37","Alexander H Schilling","TOC","48","4525","Men","2009"
"37","Joseph P Riordan","ADMS","49","4525","Men","2009"
"37","Scott P Halliburton","SLAM","46","4525","Men","2009"
"40","Chris Campbell","MVM","47","4505","Men","2009"
"41","Tom LaTourrette","UCLA","45","4500","Men","2009"
"41","Michael N Stresemann","PALM","48","4500","Men","2009"
"41","Brad L Roby","ISF","47","4500","Men","2009"
"44","Eric E Grubel","SCA","46","4490","Men","2009"
"45","Paul A Silka","UCLA","47","4475","Men","2009"
"46","Scott Wieking","DAM","49","4470","Men","2009"
"47","Brent M Tininenko","ARKM","47","4465","Men","2009"
"47","Bill H Sumerfield","OREG","48","4465","Men","2009"
"49","Jimmy Plair","PALM","46","4450","Men","2009"
"50","Cesar Tomasino","MOST","45","4445","Men","2009"
"51","Craig A Kercher","MOST","47","4410","Men","2009"
"51","Larry Richardson","NEM","49","4410","Men","2009"
"53","Jim Avrea","YCAM","48","4400","Men","2009"
"53","Greg J Pottie","UCLA","47","4400","Men","2009"
"53","David A Schubert","NEM","47","4400","Men","2009"
"53","Keith Shepherd","SKY","49","4400","Men","2009"
"57","Don MacLane","PNA","47","4385","Men","2009"
"58","Christopher J Rock","DAM","49","4375","Men","2009"
"59","David Sebastian","IM","47","4370","Men","2009"
"59","T Dale Jackson","MVM","47","4370","Men","2009"
"61","James R Aamoth","CSAM","47","4365","Men","2009"
"61","David J Swain","ARKM","47","4365","Men","2009"
"61","Brian A Cummings","ISF","49","4365","Men","2009"
"61","Sean Fitzgerald","ART","45","4365","Men","2009"
"65","John L Muhich","NORT","46","4335","Men","2009"
"66","Richard L Starace","ADMS","45","4325","Men","2009"
"67","Elvis L Ruiz","MOST","45","4315","Men","2009"
"68","Michael R Wright","ISF","46","4300","Men","2009"
"68","Paul Bonin","MOST","45","4300","Men","2009"
"68","Randy L Mertes","ARKM","46","4300","Men","2009"
"68","Jeffrey A Brown","NORT","47","4300","Men","2009"
"72","Richard J Risso","CRUZ","49","4295","Men","2009"
"73","Robert I Ballou","NEM","48","4290","Men","2009"
"74","Steven C Richey","MOST","48","4275","Men","2009"
"74","Konrad Fritz","UNAT","48","4275","Men","2009"
"74","Andy Marker","VCM","45","4275","Men","2009"
"74","Michael D Hardin","ART","45","4275","Men","2009"
"78","Charles M Dewitt","NEM","45","4265","Men","2009"
"79","Alan Tober","ARMS","47","4255","Men","2009"
"80","David S Herman","SPM","47","4220","Men","2009"
"81","Glen A Zimmermann","1776","45","4205","Men","2009"
"82","Michael S Gruber","UCLA","46","4200","Men","2009"
"83","Bob D Stenz","MVM","47","4195","Men","2009"
"84","William R Salisbury","LOM","49","4170","Men","2009"
"85","Jonathan Lenchner","WM","49","4165","Men","2009"
"86","Michael D Orosz","UCLA","48","4155","Men","2009"
"87","Brant Jones","WMST","45","4150","Men","2009"
"87","Israel Robles","MOST","47","4150","Men","2009"
"89","Aaron R Kelson","NORT","48","4145","Men","2009"
"90","Ed O'Malley","CMYM","46","4125","Men","2009"
"90","Eric N Deam","SCAM","49","4125","Men","2009"
"90","Rich Heimann","1776","49","4125","Men","2009"
"90","Gregory B Cook","NCMS","46","4125","Men","2009"
"94","Tom W Fields","DSSM","48","4120","Men","2009"
"94","Stephen R Flanagan","OREG","46","4120","Men","2009"
"96","Mark Conway","PMST","46","4110","Men","2009"
"97","Woods Wannamaker","NEM","48","4080","Men","2009"
"98","Dwight Dickerman","NCMS","47","4075","Men","2009"
"99","Alan N Berro","UCLA","48","4065","Men","2009"
"100","Glenn A Cunha","NEM","46","4060","Men","2009"
"100","Kozo Suzuki","TNYA","45","4060","Men","2009"
"102","James K Vankirk","MESC","46","4050","Men","2009"
"102","Utley Noble","UNAT","45","4050","Men","2009"
"102","Thomas L Gessner","1776","49","4050","Men","2009"
"102","Scott W Weiler","NIAG","46","4050","Men","2009"
"106","Peter M Driscoll","NCMS","47","4045","Men","2009"
"106","Joseph J Ferrero","TOC","46","4045","Men","2009"
"108","Wesley Hein","UCLA","49","4035","Men","2009"
"109","Thomas S Drummond","NEM","49","4025","Men","2009"
"110","Daniel D Nardozzi","SPM","49","4015","Men","2009"
"110","Ashley Welke","QTW","49","4015","Men","2009"
"112","Gregg H Recanzone","DAM","46","4010","Men","2009"
"112","Stephen C Riback","TNYA","49","4010","Men","2009"
"114","James F Kohnke","PNA","46","4000","Men","2009"
"115","William S Marshall","COM","45","3990","Men","2009"
"115","Kenneth W Margrey","NIAG","47","3990","Men","2009"
"117","John B Cornish","FACT","48","3955","Men","2009"
"118","Geoffrey Anderson","UCLA","47","3945","Men","2009"
"119","Richard A Knipe","SPM","46","3940","Men","2009"
"120","Michael N Hirst","NEM","48","3930","Men","2009"
"121","Eric Schauwecker","CSAM","45","3915","Men","2009"
"122","Akiharu Miyagi","SC","45","3905","Men","2009"
"123","Wesley D Hale","NOVA","45","3885","Men","2009"
"124","Patrick C Heuveline","UCLA","46","3875","Men","2009"
"125","David O Nobles","COM","48","3870","Men","2009"
"126","S Michael Harrill","ISF","49","3865","Men","2009"
"127","Robert D Adams","NCMS","48","3860","Men","2009"
"128","David J Czerwonka","SCA","45","3855","Men","2009"
"129","Jim Greenleaf","OREG","45","3835","Men","2009"
"129","Bryant H Davies","SPM","46","3835","Men","2009"
"131","Richard McNally","ADMS","47","3800","Men","2009"
"131","Steffan B Sarkin","ARKM","48","3800","Men","2009"
"133","Nick Steinauer","CGCC","46","3780","Men","2009"
"134","David L Livengood","OREG","45","3775","Men","2009"
"135","Jeff S Watern","DRM","47","3770","Men","2009"
"136","Brian D Henkel","MINN","46","3750","Men","2009"
"136","Edwin D Grosholz","DAM","49","3750","Men","2009"
"138","Ernest E Beauvais","NCMS","47","3740","Men","2009"
"138","Marc J Lacrampe","PNA","47","3740","Men","2009"
"140","Yuji Utsumi","LBG","49","3700","Men","2009"
"141","Chris Bobo","SSMS","46","3690","Men","2009"
"141","Chic D Clark","ISF","48","3690","Men","2009"
"141","Charles J Oswald","MOST","48","3690","Men","2009"
"144","John E Ortiz","SPAS","48","3650","Men","2009"
"145","Stephen Sagarin","NEM","47","3615","Men","2009"
"146","Aaron C Setran","DAM","49","3600","Men","2009"
"146","Frankie Ayres","CSAM","45","3600","Men","2009"
"148","Richard B Rader","ISF","46","3590","Men","2009"
"149","Lynn Astalos","MHSC","46","3580","Men","2009"
"150","Stephen Smith","NEM","46","3565","Men","2009"
"151","Guy L Merchant","UCLA","45","3540","Men","2009"
"152","Shawn P Kinney","DAM","45","3535","Men","2009"
"153","Robert H Jaeske","1776","49","3525","Men","2009"
"153","Michael Moran","MELO","45","3525","Men","2009"
"155","Mark A Ribkoff","OREG","48","3510","Men","2009"
"156","Mark A Schaffer","TNYA","46","3500","Men","2009"
"156","Mark O Oakes","COLU","46","3500","Men","2009"
"156","Keith J Stelzer","OREG","49","3500","Men","2009"
"156","Andrew D Cline","PNA","45","3500","Men","2009"
"160","Paul Moylan","DAM","46","3490","Men","2009"
"160","David D Ginn","NCMS","49","3490","Men","2009"
"162","Jean‐Claude A Dulac","FCST","46","3455","Men","2009"
"163","Simon Thornton","WAVA","49","3420","Men","2009"
"164","Michael K Pilgrim","WMST","45","3400","Men","2009"
"164","John Weiss","ISF","47","3400","Men","2009"
"166","Paul Arsenault","NEM","47","3360","Men","2009"
"167","Thomas J Fedorka","SKY","46","3350","Men","2009"
"167","Robin Bragg","OREG","48","3350","Men","2009"
"167","David G Coddington","MESC","46","3350","Men","2009"
"170","Matt Lefkowitz","BERK","48","3325","Men","2009"
"171","Bart R Hess","TVM","47","3300","Men","2009"
"172","Mike R Miranda","LBG","46","3290","Men","2009"
"172","Hans P Koesser","WMAC","46","3290","Men","2009"
"174","Mike Kearns","DRM","47","3280","Men","2009"
"175","Andrew S Pomerantz","UCLA","48","3275","Men","2009"
"176","Carl J Hefflefinger","NEM","48","3265","Men","2009"
"177","Joseph N Burzynski","TNYA","46","3240","Men","2009"
"178","Craig E Blomberg","DAM","48","3210","Men","2009"
"179","Mitch Roob","ISF","47","3200","Men","2009"
"180","John C Werner","LBG","45","3175","Men","2009"
"181","Craig Greenough","DAM","49","3160","Men","2009"
"182","Christopher A Lilienkamp","ISF","46","3150","Men","2009"
"183","Brad L Applegate","ISF","46","3140","Men","2009"
"183","Gregory A Stephenson","ISF","46","3140","Men","2009"
"185","John R McKissick","CMYM","46","3110","Men","2009"
"186","John E Myers","TAM","47","3105","Men","2009"
"187","Jerry R Hraban","CGCC","45","3075","Men","2009"
"188","Heriberto J Delgado","FACT","45","3060","Men","2009"
"189","Thad Butcher","ARKM","49","3050","Men","2009"
"190","Dewey Gilbert","NTEX","47","3040","Men","2009"
"191","Don W Yee","DAM","46","3025","Men","2009"
"192","Dirk M Holstege","DAM","49","3000","Men","2009"
"192","Marc Pearl","NEM","49","3000","Men","2009"
"194","Michael Brinster","OREG","45","2980","Men","2009"
"195","Christopher J Olsen","DAM","47","2900","Men","2009"
"196","Jamie Courtney","CMYM","47","2875","Men","2009"
"197","Joseph F Bertain","TOC","49","2860","Men","2009"
"198","Mark D Ladd","NMMS","47","2845","Men","2009"
"199","David L Presley","COM","49","2800","Men","2009"
"200","Bernie Keene","SKY","48","2785","Men","2009"
"201","Glenn A Herrera","ART","49","2675","Men","2009"
"202","Henry J Calanchini","DAM","46","2600","Men","2009"
"202","Gregory J Tanner","DAM","47","2600","Men","2009"
"204","Oren T Bergfald","OREG","45","2255","Men","2009"
"205","Greg T Schumacher","O*H*","45","2200","Men","2009"
"206","Edward Wiles","RGSC","49","2020","Men","2009"
"1","Sandy M Mac Donald","SMST","53","5450","Men","2009"
"2","James A Stewart","MINN","52","5080","Men","2009"
"3","Kern M Davis","SPM","54","5060","Men","2009"
"4","Timothy C Kennedy","SPM","52","4985","Men","2009"
"5","Doug Goodman","OREG","52","4925","Men","2009"
"6","Louis J Caron","ROSE","51","4860","Men","2009"
"7","Stephen M Davis","SCA","50","4840","Men","2009"
"8","Jeffrey S Kline","MELO","50","4825","Men","2009"
"9","Geoff Spellberg","TAM","52","4815","Men","2009"
"10","Thomas A Grandine","PNA","50","4810","Men","2009"
"11","Robert C Supple","NMMS","54","4805","Men","2009"
"12","Stephen T Washburn","SCAM","50","4795","Men","2009"
"13","Phil Sidenberg","SWM","52","4790","Men","2009"
"14","Chris Layton","IM","50","4770","Men","2009"
"15","Brad Bini","UNAT","53","4750","Men","2009"
"15","Bill Fenner","PNA","53","4750","Men","2009"
"17","Ron J Emhoff","TVM","53","4740","Men","2009"
"18","Thomas W Emison","MINN","50","4735","Men","2009"
"19","Eric J Jernberg","WMAC","50","4725","Men","2009"
"20","Jeff D Spencer","ARKM","50","4710","Men","2009"
"21","Ian R Bullock","ARKM","50","4700","Men","2009"
"22","Mark E Alexander","NEM","50","4670","Men","2009"
"23","Fred R Bartlett","NEM","52","4645","Men","2009"
"24","Joe F Aumiller","MICH","51","4600","Men","2009"
"25","David L Woodruff","DAM","52","4575","Men","2009"
"26","Tim McGough","MERR","51","4550","Men","2009"
"27","Gregory S Johnson","DAM","51","4540","Men","2009"
"27","Chris Hauty","UCLA","52","4540","Men","2009"
"27","Jan C Huneke","SKY","54","4540","Men","2009"
"30","Lars R Durban","PNA","51","4495","Men","2009"
"31","Alex Boutov","IM","52","4485","Men","2009"
"32","John B Dickey","DAM","53","4470","Men","2009"
"33","Mike Phillips","EXCL","52","4445","Men","2009"
"34","Paul Adamson","ECAM","50","4425","Men","2009"
"35","Michael R Heather","MVN","54","4420","Men","2009"
"36","Joseph J Grafton","DAM","51","4410","Men","2009"
"36","Dennis E Prosen","SMMM","52","4410","Men","2009"
"38","Bradley Vear","NEM","53","4405","Men","2009"
"39","Dag L Seymour","CMS","50","4400","Men","2009"
"39","William C Falkenborg","SCMC","51","4400","Men","2009"
"39","James D Hayashi","SLAM","51","4400","Men","2009"
"42","Barry F Symonds","NIAG","51","4380","Men","2009"
"43","Stephan J Freeman","SPM","52","4375","Men","2009"
"43","Kent W Small","UCLA","52","4375","Men","2009"
"45","David R Carchedi","NEM","54","4360","Men","2009"
"46","Brian P Balfour","CSPM","52","4355","Men","2009"
"47","Mark Gutowski","SWOM","52","4325","Men","2009"
"47","Keith Ortiz","NMMS","52","4325","Men","2009"
"47","Luke Claus","SCA","50","4325","Men","2009"
"50","Jim R Gross","PNA","54","4295","Men","2009"
"50","Bob W Blattner","DAM","53","4295","Men","2009"
"52","Michael J Fero","MELO","50","4285","Men","2009"
"53","Chuck Burr","RIDG","51","4250","Men","2009"
"54","David G Eng","AWJ","50","4245","Men","2009"
"54","Mark Stone","CRUZ","51","4245","Men","2009"
"56","Gregory H Blaine","LOM","50","4235","Men","2009"
"57","Scott Adams","SCAM","51","4215","Men","2009"
"57","Daniel B Mullett","FACT","51","4215","Men","2009"
"59","John V Dolan","NEM","51","4210","Men","2009"
"59","Richard R Mack","NEM","54","4210","Men","2009"
"61","Ron Rhinehart","PNA","50","4200","Men","2009"
"61","Todd L Erickson","MOST","54","4200","Men","2009"
"63","Donald S Slovenkai","NEM","52","4185","Men","2009"
"64","James R Wright","DAM","51","4180","Men","2009"
"65","George T Horan","FINS","54","4175","Men","2009"
"65","John H Constantine","DAM","51","4175","Men","2009"
"65","Bruce E Morey","MICH","51","4175","Men","2009"
"68","Steven C Glassman","SPAS","53","4170","Men","2009"
"69","Keith C Dow","OREG","53","4165","Men","2009"
"70","George Van Meter Jr","SKY","53","4155","Men","2009"
"71","James L Nelson","DSSM","54","4150","Men","2009"
"72","George W Vieth","DAM","53","4145","Men","2009"
"73","Dave H Van Mouwerik","SLOM","51","4135","Men","2009"
"74","Bob Stickney","EXCL","53","4125","Men","2009"
"74","Bob J Dickson","ISF","53","4125","Men","2009"
"76","Rory Gumina","NIAG","50","4100","Men","2009"
"76","Tom Barton","DAMM","52","4100","Men","2009"
"76","John T Vranesh","PNA","54","4100","Men","2009"
"76","Tom A Barnes","ISF","51","4100","Men","2009"
"80","Brian Smallwood","YCAM","53","4095","Men","2009"
"81","Paul T Edelman","NEM","52","4090","Men","2009"
"82","Bob Sege","NEM","50","4080","Men","2009"
"83","Patrick R Long","DAM","52","4075","Men","2009"
"83","Steve Miller","GAJA","52","4075","Men","2009"
"85","John W Dauser","NOVA","52","4060","Men","2009"
"86","Keith Henthorne","SPM","51","4050","Men","2009"
"87","Richard F Butz","ABM","51","4040","Men","2009"
"88","Steven R Erickson","MICH","51","4035","Men","2009"
"88","Andy Mascheroni","TAM","51","4035","Men","2009"
"90","Howard A Ferguson","LBG","54","4020","Men","2009"
"90","Tom N Pani","CSAM","52","4020","Men","2009"
"92","Hugh C Moore","PNA","54","4010","Men","2009"
"93","John Voorhees","SKY","50","4000","Men","2009"
"93","Mark W Schwartz","DAM","50","4000","Men","2009"
"93","Alan D Rowland","DAM","52","4000","Men","2009"
"96","Nicholas F Lang","SPM","53","3990","Men","2009"
"97","Scott E Ebke","TAM","50","3960","Men","2009"
"98","Paul A McCaffrey","NEM","54","3955","Men","2009"
"99","Sergio B Silva","TAM","53","3940","Men","2009"
"100","Thomas S Wright","CMS","50","3935","Men","2009"
"101","Gabriel Salazar","CSAM","52","3925","Men","2009"
"102","Christopher S Landry","NEM","53","3920","Men","2009"
"103","Raul H Piedrahita","DAM","54","3915","Men","2009"
"104","Douglas S Taylor","DAM","50","3910","Men","2009"
"105","Mark Tribe","OREG","50","3900","Men","2009"
"105","Andy B Gladstone","WACM","50","3900","Men","2009"
"107","Nick Winer","SRM","50","3890","Men","2009"
"108","Bryan G Johnson","ISF","54","3875","Men","2009"
"109","Kenneth M Leclerc","MOST","52","3865","Men","2009"
"110","Kyle Murray","GBM","50","3850","Men","2009"
"110","Geoffrey F Mc Cavitt","MELO","53","3850","Men","2009"
"110","Kevin T Brady","ART","54","3850","Men","2009"
"113","Scott Whittemore","SKY","54","3815","Men","2009"
"114","Richard Nuttall","YCAM","54","3805","Men","2009"
"114","David L Gude","MOST","53","3805","Men","2009"
"116","Stephan S Jones","CSI","52","3800","Men","2009"
"116","William C Elliott","ART","52","3800","Men","2009"
"118","Mark A Stone","TGM","52","3780","Men","2009"
"119","Michael R McCarthy","SCSF","53","3775","Men","2009"
"120","Daniel F Ryan","ROSE","54","3750","Men","2009"
"121","Michael Velasco","MOST","52","3715","Men","2009"
"122","Mike L Baron","LBG","50","3700","Men","2009"
"123","William A Schulz","DAM","50","3685","Men","2009"
"124","Peter Lee","OMM","50","3670","Men","2009"
"124","David Dres","NTEX","50","3670","Men","2009"
"126","Steven J Smith","DAM","54","3665","Men","2009"
"127","Cliff J Millemann","DAM","50","3625","Men","2009"
"127","Edward Branam","DAM","54","3625","Men","2009"
"129","David A Rockwell","O*H*","50","3620","Men","2009"
"130","Christopher S Hagler","SMMM","51","3605","Men","2009"
"131","Daniel S Greenblatt","OREG","53","3600","Men","2009"
"132","Sam S Dick","SKY","52","3590","Men","2009"
"133","James J Cherry","UNAT","52","3585","Men","2009"
"134","Lawrence E McCue","ADMS","54","3575","Men","2009"
"134","Kevin L Menninger","LOM","54","3575","Men","2009"
"134","Marc J Ross","DAM","53","3575","Men","2009"
"137","Michael S Bernstein","ISF","52","3555","Men","2009"
"138","Mark G Lutkenhouse","DAM","50","3550","Men","2009"
"139","Ken R Brelsford","NEM","50","3525","Men","2009"
"139","John P Klein","CMS","54","3525","Men","2009"
"141","Jeffrey E Bush","1776","50","3520","Men","2009"
"142","Charles R Taylor","OREG","53","3515","Men","2009"
"142","Hugh Duffy","CMS","53","3515","Men","2009"
"144","David D Cross","DAM","54","3510","Men","2009"
"145","Craig A MacPherson","PCAT","54","3500","Men","2009"
"145","Mark Barron","IVY","52","3500","Men","2009"
"147","Paul Deits","DAM","52","3475","Men","2009"
"148","Paul H Rekoff","UCLA","50","3470","Men","2009"
"148","Craig A Zais","DAM","51","3470","Men","2009"
"150","Lee A Porisch","MOST","53","3455","Men","2009"
"150","Rick Sands","NEM","51","3455","Men","2009"
"150","Richard W Peterson","TNYA","52","3455","Men","2009"
"153","Timothy M Horty","ISF","51","3450","Men","2009"
"154","Pete P Covey","MOST","54","3430","Men","2009"
"155","Michael J Sopher","UCLA","50","3425","Men","2009"
"155","Peter C Spahr","DAM","53","3425","Men","2009"
"157","Marshall G Morgan","NEM","54","3415","Men","2009"
"158","Robert K Dyer","NEM","52","3410","Men","2009"
"158","Jon R Wiley","CSI","50","3410","Men","2009"
"160","Brandon F Forest","DAM","52","3400","Men","2009"
"161","Lou Hill","QTW","50","3390","Men","2009"
"162","Edward C Schiavoni","VMST","53","3370","Men","2009"
"163","Anthony McGinty","ADMS","50","3350","Men","2009"
"163","John M Harry","EXCL","50","3350","Men","2009"
"165","Edmund E O'Donnell","REDT","54","3345","Men","2009"
"166","Paul E Cleary","UNAT","52","3335","Men","2009"
"167","Jerry McHugh","CMS","51","3325","Men","2009"
"167","Michael J Kelischek","UNAT","52","3325","Men","2009"
"167","Matthew L Merchant","ADMS","50","3325","Men","2009"
"167","Douglas C Kinkle","DAM","50","3325","Men","2009"
"171","Art A Torpy","UNAT","52","3315","Men","2009"
"172","David J Boothby","NEM","50","3305","Men","2009"
"173","Larry K Smith","TNYA","54","3300","Men","2009"
"174","James M Wetzel","NEM","51","3295","Men","2009"
"175","William K Jenkins","CMS","51","3280","Men","2009"
"176","Daniel B Roitman","MELO","54","3275","Men","2009"
"177","Chris D Foster","CRUZ","50","3270","Men","2009"
"178","Bob Ericson","CSPM","51","3265","Men","2009"
"179","Peter J Iannone","SCA","50","3230","Men","2009"
"180","Leonard E Gerlowski","WMST","51","3200","Men","2009"
"181","Walter R Carter","OREG","53","3185","Men","2009"
"182","Roland H Bartl","NEM","52","3125","Men","2009"
"183","Jeff Schechter","MOST","51","3115","Men","2009"
"183","William Waterhouse","QTW","52","3115","Men","2009"
"185","Jim Davis","NIAG","53","3085","Men","2009"
"186","Armando D Garbero","NEM","54","3075","Men","2009"
"187","Howard Burkons","UCLA","54","3070","Men","2009"
"187","Larry M Fangman","CGCC","50","3070","Men","2009"
"187","Michael O Boorstein","TAM","52","3070","Men","2009"
"187","Richard N Roberts","ISF","52","3070","Men","2009"
"191","James T Lima","AKMS","53","3060","Men","2009"
"192","Brandon M Kavrell","DAM","50","3040","Men","2009"
"193","Donald L Hewlett","ISF","53","3010","Men","2009"
"193","Joel A Larsen","DAM","52","3010","Men","2009"
"195","Stephen Darnell","OREG","54","3005","Men","2009"
"195","Barton Parnes","LBG","52","3005","Men","2009"
"197","Mike Minett","NCMS","54","2990","Men","2009"
"198","David M Faulkner","ART","51","2935","Men","2009"
"199","William J Smith","NEM","52","2925","Men","2009"
"200","Paul R Eisenberg","CSAM","53","2875","Men","2009"
"201","Steven J Wegert","MOST","52","2825","Men","2009"
"202","Paul A Cajka","SYSM","51","2750","Men","2009"
"203","Donald B Derbyshire","LBG","50","2715","Men","2009"
"204","Jonathan L Schwartz","UCLA","52","2700","Men","2009"
"205","Kevin Mooren","SPM","53","2660","Men","2009"
"206","Robert C Feenstra","DAM","53","2620","Men","2009"
"207","James E Bruckart","UNAT","52","2560","Men","2009"
"208","Barry L Ridings","ARKM","54","2400","Men","2009"
"209","Steven Z Goran","FISH","50","2275","Men","2009"
"210","Paul M Lim","UCLA","54","2250","Men","2009"
"211","Blane A Armstrong","NMMS","52","2160","Men","2009"
"212","Harden A Carter","LBG","53","1900","Men","2009"
"1","Larry W Wood","TXLA","55","5240","Men","2009"
"2","Jim Mc Conica","VCM","58","5175","Men","2009"
"3","Alan Bell","PNA","58","5090","Men","2009"
"4","Fred Ferroggiaro","TOC","55","5000","Men","2009"
"5","George W Keenan","IM","55","4960","Men","2009"
"6","Phil L Dodson","IM","55","4935","Men","2009"
"7","Thomas C Perrin","ISF","58","4775","Men","2009"
"8","Bruce Gianniny","NIAG","57","4770","Men","2009"
"9","Frank L Thompson","MICH","57","4720","Men","2009"
"10","Jack M Fritts","IAMA","58","4705","Men","2009"
"11","Trenholm Walker","SMRT","56","4690","Men","2009"
"12","Jack R Martin","1776","57","4670","Men","2009"
"13","William W Reeves","UTAH","55","4650","Men","2009"
"14","Peter R O'Keeffe","UCLA","58","4595","Men","2009"
"15","Reg Hahne","COLU","55","4560","Men","2009"
"16","Philip W Jonckheer","TAM","56","4555","Men","2009"
"17","John K Crane","TVM","57","4550","Men","2009"
"18","James S Sweeney","SMMM","55","4525","Men","2009"
"19","Mark Wright","MERR","55","4500","Men","2009"
"20","Mike Marks","UCLA","57","4465","Men","2009"
"21","Dell Upton","UCLA","59","4425","Men","2009"
"22","Jim C Tull","TAM","55","4395","Men","2009"
"23","Craig J Franz","DCAC","55","4390","Men","2009"
"24","Michael R Stephenson","OREG","56","4380","Men","2009"
"25","Ronald G Koch","SMRT","59","4375","Men","2009"
"25","Geoffrey A Meyer","1776","57","4375","Men","2009"
"27","Frank C Elliott","SMMM","55","4370","Men","2009"
"28","Roger E Menard","NEM","59","4360","Men","2009"
"29","John Dewit","PNA","56","4345","Men","2009"
"30","Scott J Harris","DAM","55","4325","Men","2009"
"31","Frederick J Lewis","SPM","58","4310","Men","2009"
"31","Dennis W Wilson","DAM","59","4310","Men","2009"
"33","Glenn E Wharton","TNYA","55","4305","Men","2009"
"34","Jim M Thompson","ISF","57","4300","Men","2009"
"35","John M Derr","VCM","59","4290","Men","2009"
"36","Mike J Tennant","OREG","55","4280","Men","2009"
"37","Ted S Deacon","DAM","59","4275","Men","2009"
"38","Larry R Lemaire","IRM","56","4265","Men","2009"
"39","Gary A Bastie","SPM","58","4230","Men","2009"
"40","David W Lewis","ISF","57","4205","Men","2009"
"41","Kent C Mc Donald","MOVY","56","4195","Men","2009"
"42","Wes Edwards","OREG","55","4190","Men","2009"
"42","Ofer Nisman","MOST","57","4190","Men","2009"
"44","Bob Sinsheimer","O*H*","59","4185","Men","2009"
"45","Kenneth A Plough","MELO","55","4170","Men","2009"
"45","William M Montgomery","UCLA","59","4170","Men","2009"
"47","Craig B Leidersdorf","DSSM","58","4165","Men","2009"
"48","Jim Wallace","OREG","55","4140","Men","2009"
"49","Mark Woerner","DAM","57","4125","Men","2009"
"50","Ken W Phillips","NEM","59","4120","Men","2009"
"51","Robert A Orrizzi","CRUZ","57","4110","Men","2009"
"52","John R Olander","NEM","58","4105","Men","2009"
"53","Jim Lunt","SCAM","59","4045","Men","2009"
"53","Charles F Holum","CMS","57","4045","Men","2009"
"55","Albert Miller","GOLD","58","4025","Men","2009"
"56","Robert E Aldrich","SPM","59","4020","Men","2009"
"57","Buz R Kroner","MOST","55","4010","Men","2009"
"58","Richie A Martin","NEM","59","4000","Men","2009"
"58","William H Olds","ISF","59","4000","Men","2009"
"60","Mark Begert","MOVY","56","3990","Men","2009"
"61","Michael T Garr","NEM","55","3985","Men","2009"
"62","William L Bell","ARKM","57","3965","Men","2009"
"63","David Young","NTEX","59","3955","Men","2009"
"63","Reggie Sherwood","OREG","57","3955","Men","2009"
"65","Erik A Sterne","TAM","56","3935","Men","2009"
"66","Richard D Carlson","GSM","55","3900","Men","2009"
"66","James Keller","SKY","55","3900","Men","2009"
"66","Curtis M Miller","DAM","59","3900","Men","2009"
"69","Phillip M Bly","ISF","56","3895","Men","2009"
"70","Howard A Jess","PNA","57","3890","Men","2009"
"71","Michael J Forbes","NEM","58","3885","Men","2009"
"72","Scott M Mortensen","MOST","55","3875","Men","2009"
"72","John D Goldman","MELO","59","3875","Men","2009"
"72","Clive G Edwards","SWM","55","3875","Men","2009"
"75","Craig S Mather","OREG","57","3865","Men","2009"
"76","Allen J Larson","OREG","55","3850","Men","2009"
"76","Donald P Verlenden","FINS","55","3850","Men","2009"
"76","Thomas Mester","SKY","57","3850","Men","2009"
"76","Bob T Shepler","SCMC","56","3850","Men","2009"
"80","Peter G Borden","SMMM","58","3840","Men","2009"
"81","Dan Beisel","CMYM","56","3815","Men","2009"
"82","Paul H Landes","DAM","58","3810","Men","2009"
"83","Steven R Weiss","UCLA","55","3800","Men","2009"
"83","Phillip M Bly","ISF","55","3800","Men","2009"
"85","Skip Montanaro","IM","55","3775","Men","2009"
"85","Fred Dalby","NEM","59","3775","Men","2009"
"87","Paul L Dow","NEM","55","3770","Men","2009"
"87","Mark Spitz","UCLA","58","3770","Men","2009"
"89","Edwin Y Maeda","DAM","59","3725","Men","2009"
"90","David E Pernell","WFLY","56","3700","Men","2009"
"90","Mario Soto","PCAT","59","3700","Men","2009"
"90","Steven P Owen","NOVA","57","3700","Men","2009"
"93","Carlton A Arnold","SKY","56","3685","Men","2009"
"94","Roger B Mc Donald","DAM","55","3675","Men","2009"
"95","Arthur R Russo","PMST","59","3600","Men","2009"
"96","David K Madison","LOM","55","3595","Men","2009"
"97","Ron P Hansen","PNA","59","3590","Men","2009"
"98","Masao Miyasaka","SC","58","3580","Men","2009"
"99","Silverio Bracaglia","METR","57","3575","Men","2009"
"100","Jefferson W Thomas","ARIZ","56","3565","Men","2009"
"101","Paul Moke","UNAT","55","3540","Men","2009"
