"Place","Name","Club","Age","Distance","Gender","Year"
"102","William J Wheeler","DAM","58","3535","Men","2009"
"102","Michael G Cuckovich","DAM","59","3535","Men","2009"
"104","Richard R Wheeler","TAM","58","3525","Men","2009"
"105","Curt Taylor","LOM","55","3515","Men","2009"
"105","Don Carroum","SMS","57","3515","Men","2009"
"105","Denis J Desaulniers","NEM","58","3515","Men","2009"
"108","Gregory R Stoner","DAM","56","3500","Men","2009"
"108","Michael De Seguin","CMS","55","3500","Men","2009"
"108","Stuart L Kahn","DAM","55","3500","Men","2009"
"111","Thomas C Shuman","OREG","55","3495","Men","2009"
"112","Perry C Heath","ISF","58","3490","Men","2009"
"112","David S Bogden","UNAT","58","3490","Men","2009"
"114","Jerry R Meyer","CMYM","59","3475","Men","2009"
"115","Bob H Lantz","DAM","57","3465","Men","2009"
"116","Michael P Cullen","NEM","56","3460","Men","2009"
"117","James Hanken","NEM","56","3440","Men","2009"
"118","Daniel McClenathan","SPM","57","3425","Men","2009"
"118","Rodney E Swanigan","FMM","57","3425","Men","2009"
"118","Will E Davis","DAM","57","3425","Men","2009"
"121","Timothy J Meyer","ISF","56","3405","Men","2009"
"122","Charlie Young","TOC","58","3390","Men","2009"
"123","Dallas G Figley","OREG","56","3385","Men","2009"
"124","Roger A Bockrath","DAM","59","3350","Men","2009"
"125","Bob Patterson","SLAM","58","3310","Men","2009"
"126","Michael P Carew","OREG","59","3300","Men","2009"
"126","Brian Tomikawa","ROSE","55","3300","Men","2009"
"128","John C Ladky","ART","57","3275","Men","2009"
"128","Bruce J Braly","DAM","59","3275","Men","2009"
"130","Dave C Campbell","ISF","59","3250","Men","2009"
"131","David A Schwartz","ARIZ","58","3225","Men","2009"
"131","Marc L Binenfeld","UCLA","58","3225","Men","2009"
"133","Abraham Shacham","SPAS","56","3175","Men","2009"
"133","Lynn D Apelgren","ISF","57","3175","Men","2009"
"135","Thomas C Bidwell","NIAG","55","3160","Men","2009"
"136","Stephen Grimes","DAM","57","3125","Men","2009"
"137","Tim J Graham","CSPM","55","3115","Men","2009"
"137","Douglas E Kopp","SMS","59","3115","Men","2009"
"139","Roderick B Newport","ARIZ","58","3075","Men","2009"
"139","Robert O Chamberlin","SPM","55","3075","Men","2009"
"139","Curtis M Finley","DAM","55","3075","Men","2009"
"142","Kenneth C Winterberger","AKMS","55","3040","Men","2009"
"143","Robert G McDonald","O*H*","59","3030","Men","2009"
"144","Raymond C Funkhouser","VMST","58","3020","Men","2009"
"145","Michael S Crowe","UNAT","56","3015","Men","2009"
"146","Anthony J Santangelo","NEM","55","3010","Men","2009"
"147","Larry M Beck","OREG","57","3005","Men","2009"
"148","Mario J Chiodetti","H2O","59","2980","Men","2009"
"149","Louis W Desi","NEM","56","2960","Men","2009"
"150","Robert J Hard","MOST","55","2935","Men","2009"
"151","Harrison Phipps","DAM","59","2850","Men","2009"
"151","Peter A Flanagan","NEM","59","2850","Men","2009"
"153","Dave Mattens","PNA","58","2840","Men","2009"
"154","John Pfeifer","AKMS","57","2810","Men","2009"
"155","Larry H Gillham","OREG","59","2795","Men","2009"
"156","Michael Muma","MICH","57","2765","Men","2009"
"157","Edward Newill","SPM","55","2750","Men","2009"
"158","John Verity","SCA","58","2705","Men","2009"
"159","Charlie Ochoa","MOST","59","2660","Men","2009"
"160","Rolly D Kleeman","CGCC","58","2650","Men","2009"
"161","Larry Buthmann","NEM","59","2500","Men","2009"
"161","Stanley L Mushaw","VMST","58","2500","Men","2009"
"163","Michael Healy","MOST","57","2445","Men","2009"
"164","Craig F Duffy","ARKM","57","2285","Men","2009"
"165","Anthony Squire","METR","58","2220","Men","2009"
"1","Fred J Schlicher","NEM","60","5075","Men","2009"
"2","Joel R Wilson","CRUZ","60","4990","Men","2009"
"3","Steve M Johnson","OREG","60","4935","Men","2009"
"4","James T McCleery","PNA","63","4910","Men","2009"
"5","William Cerny","UTAH","61","4815","Men","2009"
"6","Don M Davis","UNAT","64","4650","Men","2009"
"7","Jed P Cronin","OREG","60","4550","Men","2009"
"8","Bob A Bruce","OREG","60","4535","Men","2009"
"9","Willis C Braswell","DCM","64","4500","Men","2009"
"10","Douglas K Miller","ISF","62","4490","Men","2009"
"11","John R Shrum","VMST","60","4475","Men","2009"
"12","Kenneth A Frost","TAM","64","4400","Men","2009"
"13","Daniel J Rogacki","NEM","61","4390","Men","2009"
"14","Andrew M McPherson","DAM","61","4285","Men","2009"
"15","Pat Marzulli","SPM","60","4250","Men","2009"
"16","Gary J Parlapiano","TAM","62","4245","Men","2009"
"17","Donn Livoni","MM","62","4240","Men","2009"
"18","Jack S Mills","DAM","62","4230","Men","2009"
"19","David P Prior","NEM","63","4210","Men","2009"
"20","Richie A Martin","NEM","60","4130","Men","2009"
"21","Neil J Salkind","MOVY","61","4075","Men","2009"
"22","Steven B Peterson","PNA","62","4060","Men","2009"
"22","Bill T Mount","DSSM","62","4060","Men","2009"
"24","Thomas H Knopf","TOC","61","4045","Men","2009"
"25","Gary R Brenner","SMMM","61","4035","Men","2009"
"26","Roy Lee","UCLA","62","4025","Men","2009"
"27","Donald A Pierce","RHMS","63","3985","Men","2009"
"28","Larry Riley","BEAR","60","3975","Men","2009"
"29","Eric J Winn","NEM","64","3960","Men","2009"
"30","Tim E Kute","NCMS","63","3950","Men","2009"
"31","Mingjie Song","NEM","61","3940","Men","2009"
"32","Brett Stone","DAM","60","3890","Men","2009"
"33","Bob Husson","NCMS","63","3885","Men","2009"
"34","Rick D Meyerhoff","TAM","61","3840","Men","2009"
"35","Thomas Mismash","ARIZ","62","3820","Men","2009"
"36","Henry Greenberg","NOVA","60","3815","Men","2009"
"37","Chuck Zeese","MICH","61","3810","Men","2009"
"37","Eytan Brandes","UCLA","60","3810","Men","2009"
"39","Bruce N Diel","MOVY","60","3800","Men","2009"
"40","Daniel B Gelfand","ADMS","61","3770","Men","2009"
"40","Greg Collins","PNA","60","3770","Men","2009"
"42","John L Ellis","OREG","62","3755","Men","2009"
"43","Kent R Fugazi","DAM","62","3750","Men","2009"
"43","Emilio A Sovero","DSSM","60","3750","Men","2009"
"45","Thomas M Tobin","SMMM","60","3745","Men","2009"
"46","Craig C Carlson","PNA","61","3740","Men","2009"
"47","Max M Maust","CGCC","62","3690","Men","2009"
"48","John M Graham","SKY","63","3680","Men","2009"
"48","James N Stambolis","TAM","61","3680","Men","2009"
"50","Russ Goodwin","SKY","63","3650","Men","2009"
"51","John V Zeigler","GAJA","63","3645","Men","2009"
"52","M J Huszcz","NOVA","61","3640","Men","2009"
"52","Keith Meiklereid","SKY","64","3640","Men","2009"
"54","Bronly S Boyd","NEM","64","3635","Men","2009"
"55","Paul A Griffin","DAM","62","3625","Men","2009"
"56","Richard K Sutton","NE","60","3610","Men","2009"
"57","Jeff J Jacobsen","PNA","64","3590","Men","2009"
"58","Thomas M Allan","NEM","61","3585","Men","2009"
"59","Thomas E Spence","O*H*","64","3550","Men","2009"
"59","Carl E Mortensen","MELO","64","3550","Men","2009"
"61","Bruce C Allen","O*H*","61","3540","Men","2009"
"62","Anthony E Christo","DAM","62","3535","Men","2009"
"63","Jeffrey Ruda","DAM","61","3475","Men","2009"
"64","James A Frampton","DAM","62","3465","Men","2009"
"65","David P Phillips","NEM","60","3460","Men","2009"
"66","Charles A Weitz","1776","64","3450","Men","2009"
"67","Francis J Dann","UCLA","62","3445","Men","2009"
"68","John K Dahlgren","ARIZ","64","3375","Men","2009"
"69","Vance M Eaddy","SPM","60","3365","Men","2009"
"70","Raymond W Smith","ADMS","63","3350","Men","2009"
"71","John W Richards","DAM","61","3320","Men","2009"
"71","Lee S Lovitz","NEM","63","3320","Men","2009"
"73","Daniel R Gray","OREG","63","3300","Men","2009"
"74","Joe P Gohl","MICH","62","3290","Men","2009"
"75","Jim Becker","ADMS","63","3275","Men","2009"
"76","Roger Benney","PNA","61","3225","Men","2009"
"77","Pieter Stroeve","DAM","63","3215","Men","2009"
"78","Bob Walker","SKY","61","3190","Men","2009"
"79","Joseph F Curtis","UCLA","61","3185","Men","2009"
"80","John Zachary","HSNM","64","3180","Men","2009"
"81","Hans P Van Meeteren","NCMS","64","3150","Men","2009"
"81","Victor Tabbush","UCLA","63","3150","Men","2009"
"83","Tomus Enclade","SMS","64","3125","Men","2009"
"83","Tom A Martens","DAM","63","3125","Men","2009"
"83","Thomas F Canale","CRUZ","62","3125","Men","2009"
"83","Peter F Blume","CSI","62","3125","Men","2009"
"87","Phillip C Dibner","MVM","60","3100","Men","2009"
"87","Howard B Goldman","UNAT","61","3100","Men","2009"
"87","Jim Dehner","UNAT","61","3100","Men","2009"
"90","Henry M Mc Henry","DAM","64","3085","Men","2009"
"91","John H Marzulli","FACT","60","3075","Men","2009"
"92","John Yaeger","PNA","60","3065","Men","2009"
"93","Edward H Cornell","OREG","63","3035","Men","2009"
"94","John W Penberthy","SCAM","64","3005","Men","2009"
"95","Brad Tomlinson","NEM","64","3000","Men","2009"
"96","Mikos S Fabersunne","DAM","62","2985","Men","2009"
"97","Robert H Calverley","DSSM","63","2975","Men","2009"
"97","Earl R Gertz","HMSC","60","2975","Men","2009"
"99","Robert E Shelfer","OREG","63","2910","Men","2009"
"100","William M Heerdt","OREG","61","2900","Men","2009"
"101","Randy H Fields","MOST","60","2835","Men","2009"
"102","Richard A Jenkins","OREG","60","2830","Men","2009"
"103","Ernest L Moye","UNAT","61","2805","Men","2009"
"104","Ken G Piepgras","ARIZ","64","2700","Men","2009"
"105","Jim O'Donnell","NEM","64","2625","Men","2009"
"106","Stephen E Westling","FMM","61","2575","Men","2009"
"107","Michael J Marovich","TAM","63","2525","Men","2009"
"108","Jerry L Little","SPM","60","2500","Men","2009"
"109","Jay C Davison","DAM","61","2450","Men","2009"
"110","Max A Gors","PMST","64","1325","Men","2009"
"1","Tom Landis","OREG","66","4535","Men","2009"
"2","Richard Burns","TAM","65","4500","Men","2009"
"3","Larry L Raffaelli","VCM","65","4455","Men","2009"
"4","Bill Dawson","MELO","66","4325","Men","2009"
"5","Stuart Thomson","SCA","65","4080","Men","2009"
"6","Michael B Wood","VCM","66","4050","Men","2009"
"7","Tom N Tulenko","1776","66","4035","Men","2009"
"8","Bob Leuten","SMMM","65","4025","Men","2009"
"9","Henry M Halff","MOST","66","3925","Men","2009"
"10","Ralph W Mohr","OREG","67","3875","Men","2009"
"11","Don Rhett","SCAM","65","3870","Men","2009"
"12","Bart S Bleuel","VCM","67","3860","Men","2009"
"13","Frank J Philipps","OREG","66","3835","Men","2009"
"14","Thomas A Loss","ECAM","68","3825","Men","2009"
"15","Martin J Healy","WM","65","3810","Men","2009"
"16","Martin D Michael","MELO","65","3775","Men","2009"
"17","Edward J O'Connor","UCLA","65","3750","Men","2009"
"18","Dave Casebolt","IM","67","3725","Men","2009"
"19","Robert W Bergstrom","FMT","67","3700","Men","2009"
"20","Mike Burke","WSSC","65","3625","Men","2009"
"21","Bill Sturm","SKY","65","3600","Men","2009"
"22","Brian Buzby","UNAT","65","3580","Men","2009"
"23","Tom Robertson","PNA","66","3565","Men","2009"
"24","Matt Chrostowski","NEM","67","3555","Men","2009"
"25","William H Crowley","PCAT","69","3450","Men","2009"
"26","Joseph S Hulings","FXCM","67","3410","Men","2009"
"27","David M Davies","DAM","68","3400","Men","2009"
"27","Mario Gerla","UCLA","65","3400","Men","2009"
"29","Dean J Moser","UNAT","66","3390","Men","2009"
"30","Frederic T Wilson","1776","68","3375","Men","2009"
"31","Ben Wright","TAM","66","3325","Men","2009"
"32","Richard C Bourne","DAM","65","3260","Men","2009"
"32","Frank Brandt","FACT","68","3260","Men","2009"
"34","Roland Crotts","TAM","66","3240","Men","2009"
"35","Hap Palmer","UCLA","66","3225","Men","2009"
"36","Les S Cutler","NEM","66","3220","Men","2009"
"37","Bill Mellow","OREG","67","3125","Men","2009"
"38","Peter P Berghaus","CONN","68","3105","Men","2009"
"39","Thomas H Frankel","DAM","67","3100","Men","2009"
"40","Kenton H Pattie","CUBU","69","3085","Men","2009"
"41","Stephen C Cross","SDSM","67","3025","Men","2009"
"42","Carl E Grimm","NIAG","69","3010","Men","2009"
"43","David Pringle","WH2O","66","3000","Men","2009"
"44","David Burgio","SKY","65","2945","Men","2009"
"45","David Ciraulo","UCLA","67","2755","Men","2009"
"46","Bernard T Ehrhardt","METR","65","2695","Men","2009"
"47","George W Orning","ARIZ","66","2685","Men","2009"
"48","Kenneth H Cohen","IM","68","2605","Men","2009"
"49","John T Shepherd","SKY","67","2550","Men","2009"
"50","Nick J Leonis","HSNM","67","2475","Men","2009"
"50","Russ W Desserich","ISF","65","2475","Men","2009"
"52","Warren G Roberts","DAM","67","2380","Men","2009"
"53","James A Sebben","CUBU","68","2300","Men","2009"
"54","Jack Fife","ISF","68","2285","Men","2009"
"54","Walter D Leen","GAJA","66","2285","Men","2009"
"1","David A Radcliff","OREG","74","4495","Men","2009"
"2","David L Costill","ISF","72","4085","Men","2009"
"3","Mel E Goldstein","ISF","70","3900","Men","2009"
"4","Barry A Fasbender","STAN","71","3775","Men","2009"
"5","Dick A Peterson","SMMM","71","3740","Men","2009"
"6","Konrad P Euler","SPM","73","3685","Men","2009"
"7","Robert F Norris","DAM","70","3650","Men","2009"
"8","George E Brunstad","NEM","74","3540","Men","2009"
"9","Brent L Lake","OREG","70","3525","Men","2009"
"10","John F Sulzbach","MELO","74","3345","Men","2009"
"11","Bert L Petersen","OREG","70","3310","Men","2009"
"12","William T Murray","NEM","71","3295","Men","2009"
"13","George D Thayer","OREG","72","3250","Men","2009"
"14","Dean L Kavanagh","NEM","74","3205","Men","2009"
"15","Jerry L Marchbanks","MOST","73","3200","Men","2009"
"16","Jon D Schieltz","OREG","70","3175","Men","2009"
"17","Robert F Benson","TERR","73","3150","Men","2009"
"18","Robert J Bracken","ARIZ","73","3030","Men","2009"
"19","Jon E Nelson","CRUZ","70","3025","Men","2009"
"20","Nick Norton","OREG","74","3000","Men","2009"
"21","Norman S Macartney","NCMS","70","2985","Men","2009"
"22","David S Gilmer","DAM","71","2945","Men","2009"
"23","Alfred C Newbury","VMST","74","2865","Men","2009"
"24","Richard E Cooke","SAWS","72","2860","Men","2009"
"25","Dennis D James","TNYA","70","2845","Men","2009"
"26","Randy H Ott","NMMS","72","2810","Men","2009"
"27","Peter C Wood","SCCS","70","2460","Men","2009"
"28","Robert T Rubin","UCLA","72","2440","Men","2009"
"29","Roger L Brockenbrough","SKY","74","2435","Men","2009"
"30","Robert O Crummey","DAM","72","2415","Men","2009"
"31","Joseph W Wilson","SKY","74","2290","Men","2009"
"32","Richard L Clapp","ISF","71","2090","Men","2009"
"33","Wendell R Peters","MOST","70","1990","Men","2009"
"34","Joseph N O'Flaherty","DAM","74","1950","Men","2009"
"1","Robert E Beach","SPM","78","3585","Men","2009"
"2","Paul J Kiell","GSM","78","3320","Men","2009"
"3","Charles E Weatherbee","FMM","76","3300","Men","2009"
"4","Robert J Cook","TAM","76","3285","Men","2009"
"5","Russell L Judd","ISF","76","3180","Men","2009"
"6","Charles H Schlegel","FMM","78","3150","Men","2009"
"7","Charles H Kohnken","SPM","77","2995","Men","2009"
"8","Lou Brown","CUBU","76","2925","Men","2009"
"9","William E Grohe","USF","75","2900","Men","2009"
"10","Joseph R Kraus","UCLA","75","2870","Men","2009"
"11","Gerald J Kraus","NEM","77","2675","Men","2009"
"12","Thomas W Weber","NIAG","78","2570","Men","2009"
"13","Ralph H Johnsen","FMM","77","2510","Men","2009"
"14","Alister R Murray","CMS","75","2485","Men","2009"
"15","Don Ellingson","PNA","76","2300","Men","2009"
"16","David L Present","MOST","77","2105","Men","2009"
"1","Roy C Hoch","CRUZ","81","3175","Men","2009"
"2","Harvey W Prosser","PNA","80","3165","Men","2009"
"3","Mo Mathews","HIMA","81","2845","Men","2009"
"4","Fred Goldner","CONN","82","2635","Men","2009"
"5","Robert M Williams","FMM","81","2500","Men","2009"
"5","Warren A Foster","O*H*","83","2500","Men","2009"
"7","Robert E Sigersmith","FACT","84","2490","Men","2009"
"8","Harrison Homans","FMM","81","2445","Men","2009"
"9","Eugene A Paul","NOVA","80","2400","Men","2009"
"10","Raymond G Allen","OREG","82","2035","Men","2009"
"11","Baker L Shannon","WMST","83","1800","Men","2009"
"12","Keith Burbridge","FMM","80","1650","Men","2009"
"1","E Ole Larson","NCMS","87","2575","Men","2009"
"2","Charles L Bushey","OREG","87","2260","Men","2009"
"3","Vladimir I Ouchakof","CONN","85","1925","Men","2009"
"4","Abrasha Brainin","SPM","86","1770","Men","2009"
"5","Lester O Bell","SPCO","87","1630","Men","2009"
"6","David W Bressler","DAM","85","1465","Men","2009"
"7","Boris H Ruebner","DAM","85","500","Men","2009"
"1","Allen R Fardie","NEM","90","1540","Men","2009"
"1","Elizabeth A Mancuso","NEM","23","5115","Women","2009"
"2","Jessie L Bardin","SPM","20","5015","Women","2009"
"3","Clarissa Wentworth","DRM","23","4900","Women","2009"
"3","Breanna Sheldon","UCLA","18","4900","Women","2009"
"5","Sarah M Hernandez","DAM","24","4825","Women","2009"
"6","Jessica A Connors","WMAC","23","4700","Women","2009"
"7","Sarah R Levine","SPM","19","4650","Women","2009"
"8","Gabriela M Kasimatis","UCLA","24","4645","Women","2009"
"9","Kirsten M Allen","NCMS","23","4580","Women","2009"
"10","Katherine V O'Rourke","DAM","24","4575","Women","2009"
"11","Sally M Decker","SPM","20","4520","Women","2009"
"12","Ellen J Crumly","UCLA","18","4515","Women","2009"
"13","Stacie Wong","UCLA","18","4450","Women","2009"
"14","Kelly Fero","MELO","20","4400","Women","2009"
"14","Jessica A Weinberg","SPM","22","4400","Women","2009"
"16","Lacey Beattie","UCLA","18","4385","Women","2009"
"17","Kate R Cillian","SPM","20","4365","Women","2009"
"18","Sarah R Swoch","SPM","23","4350","Women","2009"
"19","Neda Momeni","UCLA","21","4325","Women","2009"
"19","Lauren L Velarde","SCA","24","4325","Women","2009"
"21","Caroline M Egan","FCST","23","4310","Women","2009"
"22","Erica K Bergstrom","UNAT","21","4300","Women","2009"
"23","Robyn B Goldman","UNAT","24","4275","Women","2009"
"24","Alyson Fletcher","NEM","23","4250","Women","2009"
"25","Hannah E Davis","DAM","20","4235","Women","2009"
"26","Sossi M Hanoian","DAM","20","4175","Women","2009"
"27","Kaitlyn E Laichak","SPM","19","4160","Women","2009"
"28","Kristin A Dominguez","ART","23","4150","Women","2009"
"29","Samantha M Mooren","SPM","21","4120","Women","2009"
"30","Melanie J Heers","UCLA","19","4115","Women","2009"
"31","Brianna L Briseno","UCLA","22","4110","Women","2009"
"32","Tiffany L Yang","UCLA","20","4070","Women","2009"
"33","Cynthia Huang","UCLA","23","4020","Women","2009"
"34","Fatima E Valle","OREG","19","4005","Women","2009"
"35","Karen J Raschke","NCMS","24","3995","Women","2009"
"36","Alison Tebo","UCLA","21","3905","Women","2009"
"37","Elizabeth A Good","DAM","21","3875","Women","2009"
"38","Regina C Macolino","SPM","24","3820","Women","2009"
"39","Lourdes M Ocasio","FCST","22","3800","Women","2009"
"40","Kelly A Dunleavy","TAM","23","3785","Women","2009"
"41","Kristie A Bergna","DAM","22","3775","Women","2009"
"42","Julia V Ushakova","DAM","22","3720","Women","2009"
"43","Lauren E Thomas","NIAG","22","3685","Women","2009"
"44","Jacqueline Salgado","UCLA","20","3540","Women","2009"
"45","Michelle E James","SKY","20","3485","Women","2009"
"46","Jackie Barnes","ISF","23","3440","Women","2009"
"46","Dana Litoff","IM","24","3440","Women","2009"
"48","Christina M Fenske","SAWS","23","3310","Women","2009"
"49","Elizabeth K Goebel","DAM","24","3300","Women","2009"
"50","Sara C Dillon","UCLA","19","3280","Women","2009"
"51","Hayley C Phillips","CGCC","19","3270","Women","2009"
"52","Sara W Bird","DAM","22","3015","Women","2009"
"53","Angela M Villanueva","DAM","24","2800","Women","2009"
"54","Jackie Fanelli","BERK","22","2295","Women","2009"
"1","Ashley Whitney","EXCL","29","5045","Women","2009"
"2","Jennifer S Leiser","SMRT","29","4925","Women","2009"
"3","Emily Schmied","SDSM","25","4880","Women","2009"
"4","Samantha G Riegels","RINC","29","4830","Women","2009"
"4","Stephanie J Miller","PNA","26","4830","Women","2009"
"6","Jessica R Gunder","CSPM","26","4810","Women","2009"
"7","Kate M Donald","1776","26","4750","Women","2009"
"8","Caitlin M Healey","NEM","26","4685","Women","2009"
"9","Kristina M Peterson","IRM","27","4675","Women","2009"
"10","Kimberly J Von During","WMAC","29","4665","Women","2009"
"11","Kristen E Nardozzi","SPM","26","4655","Women","2009"
"12","Kate M Radville","NEM","26","4625","Women","2009"
"12","Jenni L Clarke","ISF","29","4625","Women","2009"
"12","Sarah C Bimson","DAM","29","4625","Women","2009"
"15","Katie A Lyons","TOC","28","4620","Women","2009"
"16","Christine M Schaefer","DAM","26","4600","Women","2009"
"16","Tamara A Greasby","DAM","26","4600","Women","2009"
"18","Erin M Popelka","OREG","27","4595","Women","2009"
"19","Paige C Grunnagle","ARKM","27","4575","Women","2009"
"20","Kimberly M Callaghan","DAM","26","4550","Women","2009"
"21","Lauren R Paladino","UCLA","29","4545","Women","2009"
"22","Bonnie A Schwartz","TNYA","29","4540","Women","2009"
"23","Christine E Gonzalez","WACM","29","4485","Women","2009"
"24","Monica M Carney","CRUZ","26","4455","Women","2009"
"25","Beth L Atnip","SKY","29","4430","Women","2009"
"26","Jessica Gerhart","NEM","27","4370","Women","2009"
"27","Erin G Gast","SKY","27","4345","Women","2009"
"28","Heather T Mc Farlane","UCLA","27","4320","Women","2009"
"29","Amy J Snodgrass","DAM","29","4275","Women","2009"
"30","Beth A Shutt","TPIT","29","4270","Women","2009"
"30","Kara L Forrest","NEM","28","4270","Women","2009"
"32","Erin J Ferer","UNAT","29","4265","Women","2009"
"32","Adrienne M Forkois","SPM","29","4265","Women","2009"
"34","Kara L Holzwarth","TAM","26","4250","Women","2009"
"35","Sarah R Dasher","DAM","27","4240","Women","2009"
"36","Jacqueline H Cole","LBG","28","4205","Women","2009"
"37","Kylene A Miles","UCLA","25","4180","Women","2009"
"38","Glenna A Asmus","ISF","29","4175","Women","2009"
"38","Meagan O'Malley","DAM","27","4175","Women","2009"
"40","Aubree M Gustafson","OREG","27","4155","Women","2009"
"41","Kimberly A Plewa","BERK","25","4150","Women","2009"
"42","Kim V Ammon","NIAG","26","4100","Women","2009"
"42","Gabriel I Craig","DAM","25","4100","Women","2009"
"42","Kirsten I Dressler","VCM","27","4100","Women","2009"
"45","Joan Rajfer","NEM","29","4075","Women","2009"
"46","Theeng T Kok","UCLA","28","4055","Women","2009"
"47","Honor Hsin","NEM","26","4020","Women","2009"
"48","Amie M Krasnozon","NCMS","28","4005","Women","2009"
"49","Michele L Robinson","TAM","29","3940","Women","2009"
"50","Rachel M Jacobson","DAM","27","3915","Women","2009"
"51","Katherine Graham","ISF","26","3900","Women","2009"
"52","Kate L Howell","DAM","25","3825","Women","2009"
"53","Lauren A Crownshaw","DAM","29","3820","Women","2009"
"54","Nicole G Kalaf‐Hughes","DAM","26","3800","Women","2009"
"55","Bethany J Burrow","PNA","27","3790","Women","2009"
"56","Heidi Gross","DAM","28","3780","Women","2009"
"57","Dahlia S Thompson","TNYA","29","3750","Women","2009"
"57","Christina Mannix","NOVA","29","3750","Women","2009"
"57","Allison L Higgins","DAM","25","3750","Women","2009"
"60","Lauren M Dewey","TNYA","27","3745","Women","2009"
"60","Sarah Clark","CMS","26","3745","Women","2009"
"62","Melissa Whitaker","NTEX","27","3735","Women","2009"
"63","Diana Church","SKY","29","3710","Women","2009"
"64","Krista L Striano","1776","29","3700","Women","2009"
"65","Rachel B Northrop","DAM","29","3680","Women","2009"
"66","Stephanie Chan","DAM","27","3635","Women","2009"
"67","Ally Gallogly","MOST","29","3595","Women","2009"
"68","Kara L Bunce","MOST","27","3565","Women","2009"
"69","Teri Q Phan","DAM","27","3550","Women","2009"
"70","Jaclyn Romano","METR","28","3535","Women","2009"
"71","Courtney Andersen","SCA","29","3520","Women","2009"
"72","Sarah Q Taff","MOST","26","3500","Women","2009"
"72","Sara T St James","DAM","28","3500","Women","2009"
"72","Kathleen E Morris","DAM","29","3500","Women","2009"
"75","Erica J Tanamachi","TAM","28","3480","Women","2009"
"76","Megan L Nemeh","CMYM","25","3475","Women","2009"
"77","Mimi Schiffman","DAM","27","3400","Women","2009"
"78","Lisa M Laffan","DAM","25","3395","Women","2009"
"79","Anna M Sherwood","DAM","28","3360","Women","2009"
"80","Emily L Rouhas","DAM","27","3345","Women","2009"
"81","Katie B Gates","NCMS","29","3325","Women","2009"
"82","Dana N Stribling","SCA","27","3310","Women","2009"
"83","Anna E Thayer","FMM","26","3290","Women","2009"
"84","Elizabeth A Scott","NEM","27","3275","Women","2009"
"85","Lucy R Stewart","DAM","28","3230","Women","2009"
"86","Marissa L Falco","NEM","29","3150","Women","2009"
"87","Elizabeth A Afanasewicz","NEM","25","3085","Women","2009"
"88","Ruth E Anderson","DAM","28","3050","Women","2009"
"89","Angela Deam","SCA","28","2980","Women","2009"
"90","Brooke Lemmons","NTEX","26","2975","Women","2009"
"91","Sandra C Lugo","CSAM","28","2910","Women","2009"
"92","Meghan L Gardner","BCCM","25","2900","Women","2009"
"93","Vielka Sandi","MOST","27","2595","Women","2009"
"94","Grace L Austin","SPM","29","2575","Women","2009"
"95","Jennifer Gasperson","CMYM","26","2540","Women","2009"
"96","Jessica M Jouppi","ISF","29","2350","Women","2009"
"97","Kristina R Hornback","SKY","25","1500","Women","2009"
"98","Patricia M Smith","OREG","27","1435","Women","2009"
"1","Jessica I Knapp","SPM","32","5070","Women","2009"
"2","Kristi D Lee","SAWS","33","5010","Women","2009"
"3","Andrea H Packard","NCMS","34","4860","Women","2009"
"4","Stacey L Bruce","PALM","34","4750","Women","2009"
"5","Michelle C Kagy‐Schwartz","1776","33","4720","Women","2009"
"6","Alissa A Simon","NMMS","32","4705","Women","2009"
"7","Emily R Evans","DAM","32","4685","Women","2009"
"8","Stacey L Kiefer","WMAC","30","4535","Women","2009"
"9","Karen M Fair","NEM","34","4460","Women","2009"
"10","Jaclyn M Helt","DRM","30","4440","Women","2009"
"11","Christine Capizzi","CONN","30","4420","Women","2009"
"12","Alegra C Reich","SPM","33","4400","Women","2009"
"13","Heather J Martinez","NOVA","32","4360","Women","2009"
"14","Patty A Fogg","NEM","31","4320","Women","2009"
"15","Leslie J Van Howe","ISF","31","4305","Women","2009"
"16","Sara G Bothwell","MVM","33","4300","Women","2009"
"17","Lisa C Martinez","DAM","33","4260","Women","2009"
"18","Fontaine Chan‐O'Connell","IM","34","4250","Women","2009"
"18","Meghen R Kurtzig","SRM","31","4250","Women","2009"
"20","Julia Voitovitsch","UCLA","32","4240","Women","2009"
"21","Amy K Kasenga","OREG","34","4215","Women","2009"
"22","Stacie L Ritschard","WMST","34","4200","Women","2009"
"23","Christine L Kirchner","SPM","32","4160","Women","2009"
"24","Katy L Sahm","ISF","31","4150","Women","2009"
"24","Valerie A Williams","IM","30","4150","Women","2009"
"26","Erika Wright","DAM","34","4115","Women","2009"
"27","Jennifer A Smith","NEM","34","4100","Women","2009"
"28","Aysha M Taff","DAM","33","4075","Women","2009"
"29","Tovah E Skiles","DAM","30","4065","Women","2009"
"30","Evelyn G Pryor","OREG","31","4045","Women","2009"
"31","Jennifer S Nakamura","DAM","31","4035","Women","2009"
"32","Stephanie A Nicolini","ISF","30","4030","Women","2009"
"33","Michele L Walters","DCAC","33","4000","Women","2009"
"34","Amy L McDaniel","COLU","34","3985","Women","2009"
"35","Isabel Rute S Faria","DAM","33","3965","Women","2009"
"35","Helen E Oliver","SCAM","31","3965","Women","2009"
"37","Heather Walsh","RHMS","30","3935","Women","2009"
"38","Tanya Maclean","NOVA","32","3925","Women","2009"
"39","Amanda S Eckler","TNYA","32","3915","Women","2009"
